,codigo,cobacia,cocursodag,q95,XGBRFRegressor_intervalo_i,XGBRFRegressor_intervalo_f,XGBRFRegressor_qtde_dados,XGBRFRegressor_desvio_padrao,XGBRFRegressor_media,XGBRFRegressor_media_lower_bound,XGBRFRegressor_media_upper_bound,XGBRFRegressor_mediana,XGBRFRegressor_mediana_lower_bound,XGBRFRegressor_mediana_upper_bound,XGBRFRegressor_moda,XGBRFRegressor_dentro_intervalo
"(46415000,)","(46415000,)",7628113,7628,12.7955,0.6199875354766846,74.5904098510742,213,28.207448959350586,22.892866,19.47645196914673,26.60627145767212,16.07797622680664,9.573690414428711,24.405738830566406,0.5735419,1
"(46455000,)","(46455000,)",762913,762,25.9419,0.6924536779522896,100.02126426696776,178,32.176536560058594,31.467962,27.08916711807251,35.75523595809936,26.267066955566406,24.001312255859375,29.07385778427124,0.55497116,1
"(46490000,)","(46490000,)",7627817,76278,1.7296,0.7329327687621117,174.8980857849121,198,52.59027862548828,102.471886,94.7407054901123,109.59416160583496,114.57501983642578,108.06444549560547,119.89132804870606,0.657356,1
"(46543000,)","(46543000,)",762619,7626,22.3438,0.7239956811070443,150.7027740478515,222,37.82341384887695,43.362896,38.170409202575684,48.31709365844726,35.063148498535156,31.899439001083373,39.629981994628906,0.5917032,1
"(46550000,)","(46550000,)",762595,762,44.9176,1.2062998563051224,473.3295478820801,196,109.12688446044922,107.241806,94.21108150482178,123.67302684783935,76.04829406738281,61.39827737808228,86.94096374511719,0.57702357,1
"(46570000,)","(46570000,)",762455,7624,4.1632,0.8176317840814591,52.261672973632784,194,16.15934181213379,18.1137,15.68777813911438,20.335234451293946,14.185813903808594,10.851070404052734,22.204520034790036,0.63760823,1
"(46590000,)","(46590000,)",7624175,7624,26.5578,0.6876823306083679,138.29424743652314,217,42.25151062011719,37.105927,31.869208335876465,42.847379207611084,30.507770538330078,25.24844741821289,36.13844680786133,0.45141125,1
"(46610000,)","(46610000,)",7623993,762,92.2362,17.310134315490725,461.1905891418451,184,116.38641357421875,138.57811,122.8408046722412,156.01360321044922,91.44122314453125,84.19017791748047,112.52174625396725,2.2112606,1
"(46650000,)","(46650000,)",762377,762,90.0729,12.304517841339111,444.8136375427246,204,121.62882995605469,159.46498,143.96683158874512,177.3503833770752,120.92030334472656,106.59461345672608,150.4275360107422,0.8642521,1
"(46675000,)","(46675000,)",7623371,762,91.2264,24.65574531555176,454.6840026855469,205,111.61386108398438,162.5966,147.2049633026123,178.0240566253662,122.03215026855469,106.70633697509766,155.1153606414794,0.8910421,1
"(46770000,)","(46770000,)",762291,7622,23.9332,0.6893186569213867,94.39623908996582,210,38.531429290771484,32.204082,27.481243705749513,37.54740180969238,25.943151473999023,21.522018432617188,30.668746948242188,0.57228976,1
"(46790000,)","(46790000,)",76225737,7622,65.8824,0.6860469356179237,182.83076667785645,196,65.997314453125,51.947575,43.55599670410156,61.13913822174072,42.794700622558594,34.96593322753906,49.621788024902344,0.54092926,1
"(46870000,)","(46870000,)",7622351,7622,63.9294,0.752757190167904,500.55125503539966,202,113.6375961303711,99.98,85.91426162719726,118.48672885894776,60.103515625,54.48817825317383,65.38862571716308,0.59190404,1
"(46902000,)","(46902000,)",762311,762,155.102,37.74019651412964,432.2147163391112,208,114.65385437011719,172.59863,157.09497261047363,188.07430610656738,129.87567138671875,120.39595642089844,156.09914894104003,15.539849,1
"(47249000,)","(47249000,)",7619457,76194,0.0,0.8146841883659363,144.65082893371576,192,42.86116027832031,41.425816,35.54944200515747,47.71006441116333,29.44036293029785,24.831439971923828,33.88031768798828,0.60308665,0
"(47480000,)","(47480000,)",76187333,7618,0.0813,0.7069914937019348,227.23003387451172,181,63.13042449951172,52.24645,43.802732944488525,62.581385326385494,31.1709041595459,26.898916244506836,36.93255100250244,0.56575686,0
"(47900000,)","(47900000,)",7616313,7616,0.1093,0.5991521835327148,261.12328491210917,189,82.52531433105469,45.899563,35.41308937072754,58.12425212860107,14.9351224899292,9.5643163561821,21.5224666595459,0.52136403,0
"(48020000,)","(48020000,)",761593,76,893.539,542.897102355957,781.5458145141602,196,64.4349594116211,700.95123,692.7317199707031,709.961784362793,711.125732421875,704.026123046875,717.0186157226562,461.51685,0
"(48290000,)","(48290000,)",76153553,76,819.714,539.9216812133789,818.4011276245114,214,71.33892822265625,718.0928,708.5120208740234,727.4990112304688,726.2229614257812,717.7756958007812,731.9816238403321,449.27893,0
"(48430000,)","(48430000,)",7614511,7614,0.0,0.5975267350673675,62.74402446746824,219,18.899229049682617,13.151558,10.73744900226593,15.81396725177765,1.5856105089187622,1.175284743309021,2.938361406326294,0.50004005,0
"(48460000,)","(48460000,)",76142153,76142,0.0,0.5852345913648606,70.51005401611319,187,24.04546546936035,14.632069,11.30571722984314,18.16135821342468,1.2878963947296143,1.0196911096572876,3.6910932064056396,0.51337653,0
"(48590000,)","(48590000,)",761375,76,806.112,545.9193939208984,806.4441345214844,195,66.38709259033203,713.8929,703.9875335693359,723.2136840820312,728.1607055664062,718.609619140625,731.9077758789062,449.27893,1
"(48860000,)","(48860000,)",76125111,7612,0.0,0.7845784276723862,219.48444061279287,207,64.52640533447266,62.6405,53.67758684158325,71.3199348449707,41.08110046386719,35.60153322219848,48.79589080810547,0.679647,0
"(48880000,)","(48880000,)",76124197,76124,0.0,0.5786964297294617,52.089956283569336,221,15.628316879272461,9.456495,7.464942598342896,11.612272357940673,0.963299036026001,0.884196837246418,1.0396050214767456,0.48254496,0
"(49160000,)","(49160000,)",76118195,76118,0.0,0.5614631995558739,139.64050674438477,216,45.59910583496094,20.917807,15.43246591091156,27.814191150665284,1.2924212217330933,1.0006519556045532,5.478097915649414,0.44429374,0
"(49330000,)","(49330000,)",76117153,76,710.2378499999994,561.4119903564454,856.3827987670899,198,60.856109619140625,734.6389,726.4196502685547,743.0323623657226,733.8514404296875,729.1298034667968,740.8713684082031,543.97235,1
"(49370000,)","(49370000,)",7611555,76,781.017,555.6100463867188,848.1119827270508,232,70.18824768066406,733.46027,724.6282409667969,742.3398818969727,732.5880126953125,721.7973022460938,755.1731567382812,449.85425,1
"(49480000,)","(49480000,)",76114533,76114,0.0,0.5515077233314514,62.284184265136716,207,19.204689025878906,12.376446,9.828659534454346,15.09990005493164,1.2529394626617432,1.0196911096572876,2.0570205092430096,0.48740542,0
"(49660000,)","(49660000,)",761119993,76,804.869,577.3208618164062,847.063362121582,196,64.69816589355469,728.97736,720.075732421875,737.9920867919922,735.1048583984375,724.8478866577149,744.4299819946289,540.99176,1
"(49705000,)","(49705000,)",76111953,76,749.272,572.836068725586,849.6493301391602,190,67.64262390136719,735.8681,726.4646194458007,745.6004516601563,737.8286743164062,726.4721069335938,756.5527130126953,449.85425,1
