,index,q95,rodada,y_pred_SVR
28,72,1.2908,1,13.30474832087483
29,28,0.1309,1,8.224699325342678
0,131,65.8824,2,21.229708467049598
1,51,27.9617,2,5.488001895957816
2,138,819.714,2,16.751324529070565
3,136,0.1093,2,9.748820261122226
4,143,0.0,2,10.257730948261116
5,5,0.4344,2,4.879904944525618
6,20,2.254,2,5.701235693067924
7,137,893.539,2,17.005638232698587
8,40,0.8705000000000002,2,4.997850473784931
9,44,18.8523,2,4.527038818985335
10,115,100.569,2,19.12925475214228
11,96,539.255,2,20.636858664490887
12,112,38.6483,2,18.448883449948646
13,126,26.5578,2,20.899624525320576
14,148,804.869,2,15.492516242447898
15,38,230.307,2,10.578875362246519
16,74,14.6056,2,12.405609062429004
17,120,12.7955,2,19.974204186603348
18,100,0.0224,2,10.176711305637266
19,35,267.5,2,8.945308294935725
20,128,90.0729,2,21.254248580431884
21,141,806.112,2,16.367888831982025
22,65,4.2191,2,8.455831710028221
23,125,4.1632,2,17.944252328795255
24,122,1.7296,2,17.065027648311478
25,16,4.3194,2,4.53404941294004
26,53,0.0535,2,7.251949815364787
27,111,30.2317,2,19.073477670993206
28,145,710.2378499999994,2,15.742377012471323
29,76,0.9202,2,12.72882511951341
0,56,1.0565,3,9.951730794015386
1,148,804.869,3,18.551035485283663
2,127,92.2362,3,21.416324109525107
3,135,0.0813,3,9.248920311081443
4,49,0.5381,3,6.9118106078299615
5,68,14.04103499999995,3,9.80597161887544
6,96,539.255,3,20.78973065041369
7,2,4.9898,3,5.38286825682889
8,87,3.9026,3,12.698165690163748
9,128,90.0729,3,21.416487866506674
10,47,0.98,3,7.055207641874306
11,60,0.265,3,12.216381562342029
12,89,14.256,3,14.358988514742203
13,45,1.523,3,5.6018713920586345
14,79,19.0626,3,13.257297933361764
15,5,0.4344,3,4.937905041927941
16,37,9.669585,3,7.054530263048128
17,30,25.3048,3,5.26109520887563
18,24,19.7695,3,4.978667456615218
19,53,0.0535,3,8.902825114966443
20,141,806.112,3,19.515327488227292
21,83,4.8713,3,12.004099971709598
22,117,653.749,3,21.34351443083672
23,54,8.7703,3,6.9955917741966935
24,8,1.06597,3,5.064793929675418
25,51,27.9617,3,6.288268469463146
26,74,14.6056,3,12.463253365919588
27,107,592.418,3,21.53664558418236
28,32,4.744,3,5.434274250927195
29,25,0.036,3,4.579226387274556
0,90,21.952,4,14.63037842427692
1,12,4.6613,4,4.4599650777563
2,48,26.3377,4,5.284192573309753
3,131,65.8824,4,19.298556141477224
4,14,3.1201,4,4.662212938432845
5,30,25.3048,4,4.948792742757674
6,129,91.2264,4,19.08309988089524
7,108,521.196,4,23.605304782042275
8,78,1.1114,4,12.734319793459116
9,136,0.1093,4,9.438212081071194
10,82,0.8080000000000002,4,9.535754315990184
11,0,2.601039999999997,4,5.7410468562336066
12,47,0.98,4,5.398820473850158
13,58,49.4681,4,7.601291925607524
14,44,18.8523,4,4.822028112847333
15,18,0.4606,4,5.635489118476162
16,102,29.2342,4,15.99352608403181
17,54,8.7703,4,5.4705915764124375
18,146,781.017,4,20.37212103926386
19,28,0.1309,4,4.8105107956181845
20,24,19.7695,4,4.699503052652817
21,124,44.9176,4,18.93188033305719
22,111,30.2317,4,17.084780144263654
23,100,0.0224,4,9.580124129549176
24,17,0.7619,4,4.786456203760868
25,127,92.2362,4,19.299089745717946
26,83,4.8713,4,10.956796740423934
27,26,0.0785,4,4.741808712209714
28,104,60.6356,4,15.849668469630545
29,120,12.7955,4,17.88669630503701
0,42,11.5124,5,4.92229342179173
1,100,0.0224,5,12.301244000002871
2,136,0.1093,5,11.596424696672743
3,78,1.1114,5,13.485953461798008
4,55,41.95629000000001,5,7.0489945020144535
5,149,749.272,5,22.017524165011828
6,52,30.8772,5,6.342533475926423
7,77,1.0102,5,13.366236588227679
8,24,19.7695,5,5.123732109089833
9,105,3.8259,5,15.933145160346122
10,49,0.5381,5,6.158415289866255
11,88,5.661469999999989,5,14.455812113989815
12,126,26.5578,5,21.45090133993523
13,31,2.27,5,6.24725635328843
14,74,14.6056,5,13.236658817523995
15,104,60.6356,5,18.37858105940825
16,14,3.1201,5,4.98349105815455
17,125,4.1632,5,19.286333627377484
18,127,92.2362,5,21.965065054749132
19,79,19.0626,5,13.677452887023678
20,12,4.6613,5,4.8762506541661335
21,32,4.744,5,6.160580070294564
22,7,44.5338,5,5.720912197555222
23,26,0.0785,5,5.001924477435068
24,97,499.1056,5,24.36935478487006
25,5,0.4344,5,5.003803407802799
26,65,4.2191,5,9.617304875193366
27,37,9.669585,5,7.580444129948031
28,18,0.4606,5,5.679321207089387
29,109,21.0648,5,19.487608780086276
0,91,2.2008,6,13.702860540825517
1,97,499.1056,6,22.350882390050927
2,134,0.0,6,11.968041308509553
3,75,16.5676,6,12.570386411566949
4,34,1.8049,6,6.191429637248121
5,60,0.265,6,12.222335909903556
6,117,653.749,6,23.485392956171715
7,55,41.95629000000001,6,6.60833199002313
8,82,0.8080000000000002,6,9.405944257233116
9,138,819.714,6,22.24446273828508
10,32,4.744,6,5.214613747814553
11,109,21.0648,6,19.444959095351813
12,98,0.9242,6,14.11231407945598
13,85,72.7823,6,14.42908064534012
14,102,29.2342,6,18.128387176255004
15,115,100.569,6,19.87209719559584
16,67,3.9056,6,10.302490300754817
17,64,1.3146,6,8.30875170748119
18,122,1.7296,6,18.58737409752743
19,133,155.102,6,21.56933783668136
20,12,4.6613,6,4.105850413483202
21,15,20.7338,6,4.4202630278053014
22,7,44.5338,6,4.651230888922816
23,1,7.1585,6,5.38250667703036
24,71,1.5634,6,11.82652377506718
25,139,0.0,6,12.854199551737844
26,80,48.2795,6,13.180960662372465
27,38,230.307,6,10.613020044206905
28,14,3.1201,6,4.285491229862803
29,99,0.2635,6,12.18041220229097
0,49,0.5381,7,4.36307546143351
1,60,0.265,7,5.476604518687672
2,32,4.744,7,4.354995900599558
3,73,14.8822,7,7.657957033943308
4,117,653.749,7,17.6614365215569
5,69,9.8188,7,6.019348867605913
6,102,29.2342,7,11.164432292018908
7,104,60.6356,7,11.177224493123045
8,144,0.0,7,7.111118976262776
9,86,417.366,7,15.57713038650313
10,138,819.714,7,16.08115438642588
11,18,0.4606,7,4.234957709217569
12,90,21.952,7,9.809155061889875
13,11,2.2915,7,4.444121663581597
14,26,0.0785,7,4.472468069457447
15,23,16.2733,7,4.616540502832358
16,146,781.017,7,15.103798944910798
17,96,539.255,7,16.80498936003071
18,1,7.1585,7,4.534187086708111
19,110,19.308,7,11.884768600155397
20,123,22.3438,7,13.261321837679585
21,84,6.2164,7,7.370446623922724
22,126,26.5578,7,13.816417982910512
23,89,14.256,7,9.081818283537602
24,111,30.2317,7,12.149610760930408
25,93,19.7051,7,10.177435520823739
26,54,8.7703,7,4.507200261492114
27,25,0.036,7,4.47634358774027
28,43,1.3317,7,4.352019813564484
29,14,3.1201,7,4.466359756920892
0,115,100.569,8,19.684232701997825
1,46,21.8598,8,5.371532359432779
2,112,38.6483,8,18.737811487487303
3,54,8.7703,8,5.875467866271855
4,131,65.8824,8,22.251380808095746
5,119,649.721,8,22.498613192958548
6,116,651.657800000002,8,22.68971905010061
7,43,1.3317,8,5.266405721554971
8,31,2.27,8,6.487817420670915
9,86,417.366,8,20.841458314116295
10,13,0.6751,8,5.381285102052107
11,143,0.0,8,14.28145395389455
12,105,3.8259,8,15.298612435152855
13,26,0.0785,8,5.639647051549106
14,75,16.5676,8,12.511313878950673
15,58,49.4681,8,7.7144250338015645
16,87,3.9026,8,12.642825200982402
17,142,0.0,8,14.429497324388224
18,147,0.0,8,14.828270639842081
19,141,806.112,8,20.963860516740557
20,149,749.272,8,20.115215783018986
21,140,0.0,8,13.998243978387633
22,14,3.1201,8,5.408503982434727
23,135,0.0813,8,11.16986761240917
24,90,21.952,8,14.916204533829857
25,144,0.0,8,14.674034770975796
26,70,24.3336,8,10.123361180355463
27,29,0.2903,8,5.744237035571455
28,33,4.3,8,6.198065227037517
29,102,29.2342,8,17.878872403799793
0,54,8.7703,9,8.744224084282957
1,99,0.2635,9,13.57354797270675
2,34,1.8049,9,8.002732187863504
3,126,26.5578,9,22.457903328872987
4,124,44.9176,9,22.69351375156482
5,147,0.0,9,15.429304969678466
6,76,0.9202,9,15.04757757543475
7,62,0.9316,9,14.263970084129797
8,105,3.8259,9,17.262280323818956
9,45,1.523,9,7.278704097873259
10,77,1.0102,9,15.100483425333547
11,102,29.2342,9,19.44342060197249
12,36,2.8698,9,8.342678466769865
13,51,27.9617,9,7.961561296348107
14,88,5.661469999999989,9,15.572876717931287
15,70,24.3336,9,11.965629963143801
16,96,539.255,9,24.59420218671716
17,78,1.1114,9,15.15899401888371
18,47,0.98,9,8.686323763008442
19,146,781.017,9,22.898956060151633
20,136,0.1093,9,12.870720565434636
21,5,0.4344,9,6.7180223221289666
22,7,44.5338,9,6.740188068173353
23,43,1.3317,9,7.5336902710014915
24,27,0.1986199999999995,9,6.29033849903149
25,33,4.3,9,7.201437618598108
26,112,38.6483,9,20.19451351209853
27,4,30.2281,9,6.450553042216063
28,119,649.721,9,25.54801379594744
29,64,1.3146,9,9.74323775400694
0,46,21.8598,10,4.69052140792871
1,97,499.1056,10,19.67589229763071
2,89,14.256,10,12.449877844274493
3,104,60.6356,10,16.3543366763973
4,47,0.98,10,5.885734550797175
5,79,19.0626,10,11.556014341050949
6,136,0.1093,10,10.280735459925198
7,39,1.46,10,4.974147342375165
8,133,155.102,10,19.76462161646259
9,149,749.272,10,19.376142487545785
10,122,1.7296,10,16.570487184274576
11,113,37.4758,10,16.773708346474404
12,98,0.9242,10,11.633164972565018
13,24,19.7695,10,4.83107355469185
14,73,14.8822,10,11.036229819105042
15,90,21.952,10,13.356706325952402
16,78,1.1114,10,11.437736686202948
17,102,29.2342,10,15.984823244979822
18,147,0.0,10,12.838957276697693
19,6,4.138,10,5.23739537946015
20,94,480.486,10,19.11740736434584
21,108,521.196,10,20.615931622312168
22,18,0.4606,10,4.671863143122689
23,144,0.0,10,11.804381913645232
24,57,0.3474,10,7.823192930340002
25,128,90.0729,10,19.841080750209077
26,118,674.9713000000012,10,20.80962612752747
27,2,4.9898,10,5.548657039346643
28,35,267.5,10,8.793971984606536
29,50,1.4889,10,5.712333114529502
0,26,0.0785,11,4.340389751954755
1,146,781.017,11,17.374703640594742
2,118,674.9713000000012,11,19.974114602138226
3,111,30.2317,11,15.763165778104714
4,19,1.9377,11,4.9810278542454505
5,127,92.2362,11,17.903801249204825
6,141,806.112,11,18.08784618322511
7,73,14.8822,11,9.819696373468833
8,144,0.0,11,10.106280007890538
9,115,100.569,11,16.149811921171025
10,131,65.8824,11,17.80716670211724
11,142,0.0,11,9.76414552984954
12,56,1.0565,11,6.040993540323651
13,98,0.9242,11,10.044529047016887
14,22,12.6221,11,4.710914512469883
15,31,2.27,11,4.903813556869065
16,67,3.9056,11,8.355959959813418
17,58,49.4681,11,6.537437374998972
18,24,19.7695,11,4.4400283429710115
19,5,0.4344,11,4.3075125298460275
20,34,1.8049,11,5.326933777990109
21,28,0.1309,11,4.393870621370282
22,96,539.255,11,18.934855826929393
23,86,417.366,11,17.456372381244023
24,79,19.0626,11,10.382404095476781
25,54,8.7703,11,4.772131872479531
26,4,30.2281,11,4.725495003763427
27,92,26.507345,11,12.708538059984427
28,100,0.0224,11,8.760623961047294
29,126,26.5578,11,17.429753198831076
0,65,4.2191,12,9.73158086295529
1,79,19.0626,12,13.107200889827647
2,73,14.8822,12,12.489722280519599
3,147,0.0,12,12.816819363795553
4,50,1.4889,12,7.009197571160935
5,9,50.0127,12,6.442718790025349
6,59,0.9925,12,9.57468320629222
7,35,267.5,12,9.59068239757897
8,86,417.366,12,18.088302270241915
9,34,1.8049,12,7.287083684199978
10,2,4.9898,12,6.711683558150159
11,138,819.714,12,21.086696885399697
12,23,16.2733,12,5.926647260164897
13,108,521.196,12,20.96688377534993
14,17,0.7619,12,6.045705220821794
15,78,1.1114,12,12.984131118955867
16,127,92.2362,12,20.6691062396502
17,81,60.9434,12,13.55474881453065
18,107,592.418,12,20.76913713020426
19,85,72.7823,12,14.187778184677477
20,16,4.3194,12,5.737892727789389
21,33,4.3,12,6.6267430375724
22,114,116.727,12,18.65565979144757
23,8,1.06597,12,6.11464163710891
24,83,4.8713,12,11.7172160381628
25,115,100.569,12,18.52583495515345
26,142,0.0,12,11.234045870444493
27,25,0.036,12,5.847281921312882
28,97,499.1056,12,19.833628824130408
29,27,0.1986199999999995,12,5.870208194036168
0,26,0.0785,13,3.2919558321614364
1,58,49.4681,13,7.601693455791804
2,107,592.418,13,23.177274301197286
3,124,44.9176,13,21.907138557360373
4,1,7.1585,13,4.996236457442162
5,103,35.2917,13,17.51105287360953
6,68,14.04103499999995,13,8.949085109028307
7,106,64.84307000000018,13,17.76333225697828
8,94,480.486,13,21.41682782930095
9,101,0.0,13,11.092655869339477
10,53,0.0535,13,7.122536863938874
11,30,25.3048,13,3.753979533574819
12,148,804.869,13,19.81259793876097
13,22,12.6221,13,4.207982431739383
14,52,30.8772,13,5.0082370166659
15,78,1.1114,13,13.292483791968188
16,122,1.7296,13,18.259025969744577
17,81,60.9434,13,13.292271804780496
18,76,0.9202,13,13.155535997216743
19,9,50.0127,13,4.3158948228444896
20,65,4.2191,13,8.236681421791562
21,4,30.2281,13,3.954122989745791
22,93,19.7051,13,15.634625853449656
23,56,1.0565,13,8.25347450580906
24,149,749.272,13,19.778233439300077
25,120,12.7955,13,20.729854795544608
26,140,0.0,13,13.427767219770852
27,139,0.0,13,13.619852663443202
28,44,18.8523,13,3.4937028180795835
29,136,0.1093,13,11.186998136899843
0,77,1.0102,14,12.724180300652321
1,7,44.5338,14,4.867697465667607
2,109,21.0648,14,19.314887172768145
3,117,653.749,14,21.43392239656921
4,3,1.143840000000003,14,4.598510925281788
5,137,893.539,14,20.130776074600302
6,78,1.1114,14,12.788657765538973
7,53,0.0535,14,7.674711021599208
8,145,710.2378499999994,14,19.422890382007004
9,23,16.2733,14,4.955708249171622
10,97,499.1056,14,21.406840549815414
11,14,3.1201,14,4.627524873948552
12,106,64.84307000000018,14,17.957758373527586
13,75,16.5676,14,12.405614090794112
14,98,0.9242,14,13.600061705622299
15,125,4.1632,14,18.324633491914785
16,58,49.4681,14,8.51842959549839
17,16,4.3194,14,4.632090289284159
18,62,0.9316,14,12.136526568481003
19,79,19.0626,14,12.966062017141057
20,90,21.952,14,15.132166886131634
21,112,38.6483,14,18.674991363830326
22,140,0.0,14,12.168433629659374
23,134,0.0,14,11.716753103631973
24,116,651.657800000002,14,21.461165759968257
25,87,3.9026,14,12.553722432876029
26,1,7.1585,14,5.173868431690424
27,28,0.1309,14,4.6160419454347785
28,123,22.3438,14,20.45113902772209
29,101,0.0,14,12.009046238980892
0,21,1.91,15,5.2046654261239365
1,58,49.4681,15,8.969728102959962
2,115,100.569,15,18.961054292543103
3,128,90.0729,15,20.768958056190527
4,122,1.7296,15,17.22631440416997
5,137,893.539,15,22.606005205099606
6,14,3.1201,15,4.750280101352034
7,52,30.8772,15,6.446448874687676
8,3,1.143840000000003,15,5.404393748861342
9,104,60.6356,15,17.590798771035185
10,30,25.3048,15,5.190560258409576
11,38,230.307,15,11.232097956662615
12,56,1.0565,15,9.574205328403181
13,57,0.3474,15,9.370021627852672
14,61,1.4438,15,11.053913283044425
15,5,0.4344,15,4.990056853861944
16,82,0.8080000000000002,15,9.399546401108527
17,130,23.9332,15,20.63889523409275
18,133,155.102,15,20.63206923224245
19,24,19.7695,15,5.0257987488430675
20,90,21.952,15,15.08163730721536
21,37,9.669585,15,7.19031122966253
22,32,4.744,15,5.8338354462313085
23,108,521.196,15,24.24773900481223
24,60,0.265,15,11.80611410554139
25,4,30.2281,15,5.30100551527274
26,76,0.9202,15,13.007256999055421
27,29,0.2903,15,4.713452743168816
28,2,4.9898,15,6.007247803705031
29,69,9.8188,15,9.217464531879433
0,133,155.102,16,17.761182533917495
1,97,499.1056,16,19.494510649589127
2,14,3.1201,16,5.5694559626359394
3,78,1.1114,16,12.122042485235141
4,102,29.2342,16,14.846780502721757
5,103,35.2917,16,13.876054344480474
6,135,0.0813,16,7.910773762784265
7,140,0.0,16,10.377748709903084
8,90,21.952,16,13.832346325462563
9,40,0.8705000000000002,16,5.493474951997197
10,4,30.2281,16,5.473514687509283
11,113,37.4758,16,14.942997895835381
12,116,651.657800000002,16,20.32802914876312
13,42,11.5124,16,5.337287520566251
14,0,2.601039999999997,16,5.419269880620649
15,23,16.2733,16,5.731165182375734
16,98,0.9242,16,9.751251645013692
17,108,521.196,16,20.249632573929148
18,111,30.2317,16,15.923226863207594
19,27,0.1986199999999995,16,5.482388920179286
20,149,749.272,16,18.601937150691022
21,28,0.1309,16,5.522431829136989
22,43,1.3317,16,6.16927500771045
23,126,26.5578,16,17.689761813944358
24,47,0.98,16,6.718234000110783
25,86,417.366,16,18.113304458541784
26,65,4.2191,16,8.965524879854245
27,13,0.6751,16,5.392909081838179
28,53,0.0535,16,7.457850625987449
29,109,21.0648,16,15.974059436138607
0,67,3.9056,17,10.507296947194769
1,121,25.9419,17,19.225536664190646
2,93,19.7051,17,16.25470536071251
3,48,26.3377,17,6.024158693602484
4,36,2.8698,17,6.999245152819672
5,15,20.7338,17,5.1342016940910415
6,100,0.0224,17,12.748277888833112
7,141,806.112,17,20.042752855814328
8,6,4.138,17,5.623497005809326
9,118,674.9713000000012,17,22.53374729836701
10,49,0.5381,17,6.88689149883145
11,146,781.017,17,19.395203758362957
12,11,2.2915,17,4.741245628595527
13,57,0.3474,17,10.007542481606174
14,104,60.6356,17,18.51608792513261
15,59,0.9925,17,11.596080710673514
16,18,0.4606,17,5.537130385548315
17,119,649.721,17,22.34660554396449
18,13,0.6751,17,4.707720582262311
19,61,1.4438,17,11.969087729213856
20,127,92.2362,17,21.348681709942596
21,66,0.5634,17,10.59739322602747
22,102,29.2342,17,18.055586951013545
23,109,21.0648,17,19.288497915481393
24,139,0.0,17,12.22520235073343
25,9,50.0127,17,5.718319294028423
26,62,0.9316,17,13.33269255223929
27,55,41.95629000000001,17,7.685948337878851
28,74,14.6056,17,12.528875790248932
29,122,1.7296,17,18.10772538675007
0,114,116.727,18,19.68031035360453
1,104,60.6356,18,18.184054063058607
2,31,2.27,18,5.564580572791271
3,122,1.7296,18,18.207583895685787
4,119,649.721,18,22.117553661514517
5,139,0.0,18,12.03334806776805
6,62,0.9316,18,12.2035900990052
7,52,30.8772,18,5.743156969986141
8,33,4.3,18,5.478793267043203
9,30,25.3048,18,4.818803884397621
10,36,2.8698,18,6.388881363534106
11,56,1.0565,18,8.22163735715024
12,124,44.9176,18,21.062908402888013
13,113,37.4758,18,18.554270167016135
14,41,3.4419,18,4.509233387144434
15,98,0.9242,18,13.220906861430215
16,54,8.7703,18,5.680767372253578
17,79,19.0626,18,12.439219552794393
18,7,44.5338,18,5.219690985251742
19,92,26.507345,18,15.216243497482186
20,13,0.6751,18,4.298100624581513
21,83,4.8713,18,10.946845861555916
22,138,819.714,18,19.491801135891816
23,128,90.0729,18,21.43327547890161
24,120,12.7955,18,19.94890626455549
25,137,893.539,18,19.647298277192974
26,100,0.0224,18,11.9663011989209
27,80,48.2795,18,12.844920409033813
28,148,804.869,18,18.34186596577925
29,73,14.8822,18,11.753665110117026
0,48,26.3377,19,3.8769869181613625
1,71,1.5634,19,10.294619098226653
2,108,521.196,19,22.14471719026725
3,70,24.3336,19,8.96067555419786
4,86,417.366,19,18.415348731844034
5,127,92.2362,19,18.880887360004134
6,133,155.102,19,18.73180037673425
7,2,4.9898,19,4.882396973318131
8,24,19.7695,19,3.32292146691821
9,88,5.661469999999989,19,12.450536970220307
10,100,0.0224,19,10.476167023263278
11,99,0.2635,19,10.019971272772398
12,93,19.7051,19,13.814602436822106
13,61,1.4438,19,8.894844743872401
14,51,27.9617,19,4.026621280485532
15,104,60.6356,19,15.775000497128222
16,109,21.0648,19,16.798133349790746
17,58,49.4681,19,6.576408275137331
18,7,44.5338,19,4.073589647784978
19,145,710.2378499999994,19,19.586932433425478
20,59,0.9925,19,8.513129247730847
21,15,20.7338,19,3.3176616842136575
22,36,2.8698,19,5.739790109455525
23,130,23.9332,19,18.69540151938837
24,98,0.9242,19,11.280608571600704
25,9,50.0127,19,4.317773826475746
26,43,1.3317,19,3.683418406042378
27,52,30.8772,19,4.386821098770014
28,113,37.4758,19,16.090726551460403
29,55,41.95629000000001,19,5.027694472549816
0,138,819.714,20,15.291290184991926
1,67,3.9056,20,8.222661630389108
2,32,4.744,20,5.752771612029029
3,102,29.2342,20,11.223875230128057
4,43,1.3317,20,4.502015936728397
5,68,14.04103499999995,20,8.20936506954459
6,141,806.112,20,14.904577047378783
7,106,64.84307000000018,20,9.59698886010671
8,75,16.5676,20,10.04937077015948
9,16,4.3194,20,4.515581231406421
10,123,22.3438,20,14.183970675310519
11,85,72.7823,20,11.23185060371671
12,129,91.2264,20,13.773514405605304
13,115,100.569,20,11.579955992954815
14,4,30.2281,20,5.334009129030974
15,104,60.6356,20,10.436421995069484
16,26,0.0785,20,4.5696204189813585
17,33,4.3,20,5.813318944315419
18,88,5.661469999999989,20,10.778644291979141
19,13,0.6751,20,4.5344098627562675
20,50,1.4889,20,4.2246815903389034
21,71,1.5634,20,9.096087216050526
22,0,2.601039999999997,20,5.3037236473790355
23,38,230.307,20,9.652086503705473
24,148,804.869,20,13.813504045829422
25,36,2.8698,20,6.4590995144264145
26,96,539.255,20,17.431091058433395
27,58,49.4681,20,5.66797376632294
28,114,116.727,20,11.777008440527885
29,2,4.9898,20,5.606730148673862
0,111,30.2317,21,19.26260757358048
1,126,26.5578,21,20.85938512873566
2,141,806.112,21,23.866260961825397
3,127,92.2362,21,21.477944802290935
4,54,8.7703,21,9.068401426005966
5,136,0.1093,21,14.046847001607023
6,28,0.1309,21,8.065173280310184
7,103,35.2917,21,17.89263454254927
8,3,1.143840000000003,21,8.123910254841377
9,87,3.9026,21,14.321280392675371
10,104,60.6356,21,18.455638431817768
11,36,2.8698,21,9.274242016123555
12,149,749.272,21,22.56938414803947
13,34,1.8049,21,8.982701337487537
14,62,0.9316,21,13.386621840796694
15,27,0.1986199999999995,21,8.025376228959935
16,26,0.0785,21,7.982147065623462
17,66,0.5634,21,12.181087837158373
18,18,0.4606,21,8.130072016869184
19,133,155.102,21,21.414240962234086
20,2,4.9898,21,8.60520769968134
21,49,0.5381,21,8.853930020024759
22,130,23.9332,21,21.186744522202424
23,98,0.9242,21,14.748819698592273
24,144,0.0,21,14.966244839563098
25,9,50.0127,21,8.655178701467982
26,121,25.9419,21,19.89072194066661
27,13,0.6751,21,7.8204613191431545
28,134,0.0,21,14.03867276363389
29,77,1.0102,21,14.379872140536895
0,117,653.749,22,24.73640601278848
1,100,0.0224,22,14.226154915136807
2,88,5.661469999999989,22,14.63101073659534
3,121,25.9419,22,20.372705565730143
4,91,2.2008,22,15.304920914365612
5,135,0.0813,22,12.291968687881894
6,25,0.036,22,6.180157529858194
7,139,0.0,22,14.059214058024356
8,76,0.9202,22,14.008481463933418
9,5,0.4344,22,6.352062462327533
10,13,0.6751,22,6.10393583270274
11,7,44.5338,22,6.267779296435338
12,60,0.265,22,13.99928911633079
13,45,1.523,22,7.011402024508868
14,137,893.539,22,23.528830337533066
15,108,521.196,22,24.926748178236032
16,81,60.9434,22,14.963511683533532
17,46,21.8598,22,6.648297372516916
18,42,11.5124,22,5.976103899563073
19,79,19.0626,22,14.256610606103802
20,14,3.1201,22,6.351993548798893
21,85,72.7823,22,15.878044148121413
22,87,3.9026,22,13.721426706194658
23,49,0.5381,22,8.356318477268374
24,131,65.8824,22,22.245820846209455
25,129,91.2264,22,22.345572502266172
26,71,1.5634,22,12.860727727166102
27,113,37.4758,22,19.813256998313832
28,105,3.8259,22,17.38310759864545
29,64,1.3146,22,9.276546047729742
0,2,4.9898,23,6.694896318622691
1,0,2.601039999999997,23,6.246599502770429
2,74,14.6056,23,11.52365017422942
3,37,9.669585,23,6.8891805556006815
4,64,1.3146,23,7.828744632810297
5,149,749.272,23,19.671349264416957
6,126,26.5578,23,18.822167115341067
7,31,2.27,23,6.216641271750081
8,123,22.3438,23,18.2625633313861
9,47,0.98,23,5.916511261635894
10,13,0.6751,23,4.9957881470658645
11,130,23.9332,23,19.158042745906375
12,134,0.0,23,10.08386380229292
13,24,19.7695,23,5.425161536336708
14,68,14.04103499999995,23,9.110931538230597
15,35,267.5,23,10.032334366538574
16,147,0.0,23,13.34576653300749
17,120,12.7955,23,17.809462390307928
18,133,155.102,23,19.19847083085619
19,41,3.4419,23,5.241097220174989
20,115,100.569,23,17.270590454117826
21,142,0.0,23,11.783418896489366
22,112,38.6483,23,16.42015560234335
23,29,0.2903,23,5.194077974918134
24,46,21.8598,23,5.289421976719131
25,145,710.2378499999994,23,20.149620614688104
26,103,35.2917,23,15.111513541070352
27,84,6.2164,23,10.526280342558419
28,89,14.256,23,12.982097791713045
29,16,4.3194,23,5.078772715517873
0,23,16.2733,24,4.154674468978808
1,18,0.4606,24,4.449387130956175
2,20,2.254,24,4.488248875761695
3,125,4.1632,24,18.816869472220688
4,94,480.486,24,20.782831453572626
5,22,12.6221,24,4.38561842229792
6,51,27.9617,24,4.738985032580141
7,83,4.8713,24,11.24353802671
8,73,14.8822,24,12.059621518234522
9,90,21.952,24,15.10600908357692
10,95,6.8993,24,17.33244541548149
11,58,49.4681,24,7.449044910702399
12,135,0.0813,24,10.634452136948138
13,144,0.0,24,12.086823675918856
