,index,q95,rodada,y_pred_XGBRegressor
22,6,4.138,977,2.0603287
23,53,0.0535,977,1.3005145
24,89,14.256,977,20.448397
25,97,499.1056,977,536.5674
26,59,0.9925,977,2.2769833
27,142,0.0,977,-0.110296965
28,125,4.1632,977,6.410702
29,20,2.254,977,1.879551
0,92,26.507345,978,21.338045
1,2,4.9898,978,6.0661497
2,17,0.7619,978,1.0674367
3,116,651.657800000002,978,521.94006
4,112,38.6483,978,27.550465
5,6,4.138,978,5.0949965
6,119,649.721,978,675.34296
7,50,1.4889,978,1.95416
8,76,0.9202,978,0.6999699
9,58,49.4681,978,32.901493
10,143,0.0,978,-0.25769693
11,87,3.9026,978,2.9564004
12,104,60.6356,978,35.219814
13,120,12.7955,978,14.979139
14,78,1.1114,978,0.94048196
15,7,44.5338,978,38.415924
16,64,1.3146,978,2.2195292
17,60,0.265,978,0.37475318
18,105,3.8259,978,2.5144172
19,144,0.0,978,0.3579295
20,127,92.2362,978,86.90427
21,146,781.017,978,810.6362
22,8,1.06597,978,2.3393865
23,91,2.2008,978,1.0162193
24,12,4.6613,978,6.400126
25,79,19.0626,978,17.609797
26,126,26.5578,978,49.167046
27,31,2.27,978,6.9278173
28,111,30.2317,978,20.036604
29,85,72.7823,978,62.13868
0,10,7.8011,979,8.825153
1,0,2.601039999999997,979,1.2968473
2,88,5.661469999999989,979,4.6964636
3,141,806.112,979,806.7863
4,105,3.8259,979,1.0952094
5,11,2.2915,979,3.468625
6,97,499.1056,979,539.2513
7,31,2.27,979,4.7670593
8,117,653.749,979,652.2719
9,51,27.9617,979,27.228863
10,145,710.2378499999994,979,781.01874
11,27,0.1986199999999995,979,0.06477815
12,19,1.9377,979,6.541035
13,26,0.0785,979,0.06523405
14,38,230.307,979,267.55435
15,106,64.84307000000018,979,61.07671
16,34,1.8049,979,1.4304796
17,59,0.9925,979,1.1979203
18,21,1.91,979,4.728052
19,110,19.308,979,27.403698
20,58,49.4681,979,41.596676
21,33,4.3,979,4.1129336
22,144,0.0,979,-0.009291075
23,53,0.0535,979,1.8488264
24,20,2.254,979,4.6667223
25,91,2.2008,979,2.176327
26,36,2.8698,979,-0.20951636
27,43,1.3317,979,1.0982466
28,115,100.569,979,105.26601
29,14,3.1201,979,2.0506368
0,37,9.669585,980,16.460018
1,81,60.9434,980,64.82394
2,83,4.8713,980,7.7817736
3,139,0.0,980,-0.05423549
4,56,1.0565,980,-0.4751427
5,17,0.7619,980,1.4228643
6,126,26.5578,980,32.33981
7,108,521.196,980,592.42004
8,27,0.1986199999999995,980,0.080429584
9,30,25.3048,980,26.056772
10,72,1.2908,980,1.015069
11,102,29.2342,980,28.616377
12,57,0.3474,980,2.3642685
13,92,26.507345,980,40.79891
14,129,91.2264,980,90.51196
15,106,64.84307000000018,980,66.081245
16,137,893.539,980,727.36505
17,124,44.9176,980,65.15512
18,143,0.0,980,0.017879412
19,13,0.6751,980,0.03644524
20,63,351.6975,980,230.43405
21,44,18.8523,980,17.162062
22,46,21.8598,980,20.18872
23,1,7.1585,980,4.936978
24,123,22.3438,980,26.304775
25,93,19.7051,980,40.79891
26,33,4.3,980,7.963331
27,54,8.7703,980,13.841025
28,40,0.8705000000000002,980,1.4601076
29,42,11.5124,980,3.8689995
0,105,3.8259,981,1.895338
1,132,63.9294,981,66.99126
2,58,49.4681,981,47.504467
3,110,19.308,981,44.320484
4,133,155.102,981,94.16286
5,146,781.017,981,810.78284
6,135,0.0813,981,-0.2696635
7,142,0.0,981,-0.06585709
8,10,7.8011,981,10.219793
9,106,64.84307000000018,981,60.030525
10,138,819.714,981,880.0489
11,78,1.1114,981,1.4116915
12,115,100.569,981,100.3101
13,108,521.196,981,591.62994
14,62,0.9316,981,2.2493227
15,85,72.7823,981,61.81637
16,44,18.8523,981,24.133053
17,1,7.1585,981,3.2713299
18,23,16.2733,981,24.285997
19,28,0.1309,981,0.28179112
20,120,12.7955,981,11.7546625
21,18,0.4606,981,1.1970384
22,39,1.46,981,0.87162954
23,76,0.9202,981,1.3132694
24,84,6.2164,981,20.013819
25,48,26.3377,981,21.127604
26,130,23.9332,981,33.74087
27,65,4.2191,981,3.164223
28,4,30.2281,981,35.449444
29,47,0.98,981,2.0874116
0,3,1.143840000000003,982,1.7584095
1,146,781.017,982,808.94165
2,98,0.9242,982,2.6946545
3,82,0.8080000000000002,982,2.385135
4,71,1.5634,982,2.464799
5,32,4.744,982,4.283116
6,9,50.0127,982,44.792603
7,54,8.7703,982,9.813019
8,29,0.2903,982,0.44987407
9,122,1.7296,982,2.025211
10,148,804.869,982,740.43054
11,135,0.0813,982,-1.0014251
12,114,116.727,982,57.429077
13,1,7.1585,982,4.4408445
14,41,3.4419,982,3.2701874
15,142,0.0,982,-0.00072892616
16,104,60.6356,982,39.846
17,111,30.2317,982,23.871885
18,20,2.254,982,2.2297027
19,109,21.0648,982,10.44389
20,55,41.95629000000001,982,31.01009
21,15,20.7338,982,29.238993
22,60,0.265,982,1.5217683
23,56,1.0565,982,0.5841421
24,13,0.6751,982,0.068942964
25,62,0.9316,982,1.8821732
26,28,0.1309,982,0.44987407
27,24,19.7695,982,23.616776
28,107,592.418,982,500.14822
29,117,653.749,982,660.00946
0,102,29.2342,983,28.897526
1,126,26.5578,983,38.284912
2,75,16.5676,983,14.933677
3,140,0.0,983,0.44133434
4,14,3.1201,983,1.9783435
5,54,8.7703,983,10.295699
6,16,4.3194,983,2.617759
7,72,1.2908,983,0.49717423
8,48,26.3377,983,25.172943
9,138,819.714,983,735.94977
10,18,0.4606,983,2.168295
11,137,893.539,983,737.1257
12,37,9.669585,983,18.08657
13,122,1.7296,983,2.521542
14,99,0.2635,983,0.51598376
15,128,90.0729,983,91.67938
16,85,72.7823,983,59.43747
17,105,3.8259,983,8.24268
18,27,0.1986199999999995,983,0.06531017
19,110,19.308,983,41.825108
20,47,0.98,983,1.2328645
21,36,2.8698,983,1.4515294
22,40,0.8705000000000002,983,1.3270833
23,148,804.869,983,723.608
24,120,12.7955,983,12.844503
25,84,6.2164,983,18.753506
26,39,1.46,983,1.3270833
27,17,0.7619,983,0.81305575
28,32,4.744,983,2.8705192
29,68,14.04103499999995,983,17.028885
0,132,63.9294,984,59.627502
1,104,60.6356,984,44.895283
2,115,100.569,984,61.905422
3,37,9.669585,984,19.110933
4,82,0.8080000000000002,984,0.51342463
5,114,116.727,984,52.54111
6,95,6.8993,984,3.2650552
7,139,0.0,984,0.19817807
8,125,4.1632,984,11.429082
9,84,6.2164,984,23.732788
10,142,0.0,984,9.761537
11,58,49.4681,984,40.53046
12,74,14.6056,984,16.747894
13,148,804.869,984,747.42566
14,53,0.0535,984,1.4287034
15,10,7.8011,984,10.597892
16,76,0.9202,984,1.3682648
17,110,19.308,984,33.271404
18,43,1.3317,984,1.1689363
19,120,12.7955,984,17.92804
20,124,44.9176,984,54.88943
21,90,21.952,984,23.024412
22,49,0.5381,984,1.0199606
23,122,1.7296,984,4.3451114
24,35,267.5,984,155.50708
25,72,1.2908,984,0.5587884
26,121,25.9419,984,24.896437
27,138,819.714,984,815.8778
28,27,0.1986199999999995,984,0.0790801
29,78,1.1114,984,1.407612
0,35,267.5,985,163.10669
1,102,29.2342,985,17.359972
2,60,0.265,985,0.09218827
3,127,92.2362,985,85.75085
4,122,1.7296,985,3.4959557
5,112,38.6483,985,32.1412
6,59,0.9925,985,2.3322477
7,22,12.6221,985,9.747396
8,82,0.8080000000000002,985,1.3917572
9,53,0.0535,985,0.5560425
10,76,0.9202,985,1.1446658
11,27,0.1986199999999995,985,0.038088106
12,77,1.0102,985,1.0522557
13,28,0.1309,985,0.07973407
14,54,8.7703,985,9.933582
15,125,4.1632,985,17.15586
16,0,2.601039999999997,985,1.826396
17,118,674.9713000000012,985,651.55566
18,103,35.2917,985,16.92271
19,42,11.5124,985,5.2485285
20,149,749.272,985,804.80176
21,130,23.9332,985,15.35038
22,131,65.8824,985,33.847664
23,95,6.8993,985,10.884604
24,115,100.569,985,98.197266
25,67,3.9056,985,2.3001966
26,26,0.0785,985,-0.05398232
27,12,4.6613,985,4.419402
28,117,653.749,985,651.65515
29,15,20.7338,985,33.64967
0,120,12.7955,986,7.663476
1,143,0.0,986,1.2465948
2,83,4.8713,986,7.5050397
3,117,653.749,986,651.7273
4,119,649.721,986,675.9233
5,13,0.6751,986,0.37782747
6,100,0.0224,986,9.1269
7,136,0.1093,986,0.5329674
8,147,0.0,986,1.2671862
9,28,0.1309,986,0.20661747
10,35,267.5,986,170.90503
11,54,8.7703,986,9.008865
12,144,0.0,986,1.2757996
13,69,9.8188,986,6.116498
14,121,25.9419,986,27.510056
15,81,60.9434,986,61.449963
16,95,6.8993,986,10.688322
17,42,11.5124,986,4.583765
18,36,2.8698,986,1.023067
19,33,4.3,986,10.544351
20,67,3.9056,986,0.9698697
21,17,0.7619,986,2.1433027
22,39,1.46,986,0.87072784
23,12,4.6613,986,3.639474
24,9,50.0127,986,42.891064
25,68,14.04103499999995,986,21.5367
26,146,781.017,986,818.72864
27,30,25.3048,986,27.716383
28,45,1.523,986,2.5010035
29,0,2.601039999999997,986,1.4507122
0,12,4.6613,987,6.027248
1,61,1.4438,987,1.9017793
2,56,1.0565,987,-0.75678754
3,22,12.6221,987,8.491351
4,8,1.06597,987,2.8664186
5,25,0.036,987,0.087386675
6,80,48.2795,987,74.64006
7,104,60.6356,987,37.29614
8,91,2.2008,987,1.9547851
9,118,674.9713000000012,987,652.8748
10,32,4.744,987,5.2304215
11,140,0.0,987,-0.8078383
12,87,3.9026,987,4.197932
13,122,1.7296,987,2.9626954
14,43,1.3317,987,2.298263
15,31,2.27,987,4.893096
16,15,20.7338,987,29.99499
17,108,521.196,987,592.3045
18,123,22.3438,987,22.848415
19,103,35.2917,987,13.47428
20,47,0.98,987,1.9478636
21,110,19.308,987,44.60533
22,98,0.9242,987,0.75933504
23,77,1.0102,987,1.1438363
24,36,2.8698,987,1.2702653
25,2,4.9898,987,4.9897094
26,100,0.0224,987,11.444427
27,34,1.8049,987,1.0275699
28,18,0.4606,987,1.9503419
29,33,4.3,987,13.06736
0,127,92.2362,988,81.10319
1,41,3.4419,988,2.420574
2,19,1.9377,988,3.5211802
3,101,0.0,988,46.371944
4,128,90.0729,988,72.566414
5,53,0.0535,988,0.78486353
6,88,5.661469999999989,988,3.7509615
7,4,30.2281,988,41.03748
8,96,539.255,988,484.07568
9,27,0.1986199999999995,988,0.07889542
10,45,1.523,988,2.4739838
11,79,19.0626,988,16.036947
12,137,893.539,988,738.47766
13,112,38.6483,988,24.906315
14,139,0.0,988,-0.06733299
15,134,0.0,988,1.5912169
16,111,30.2317,988,26.93276
17,148,804.869,988,731.73016
18,22,12.6221,988,7.8331714
19,28,0.1309,988,0.13332304
20,122,1.7296,988,5.342639
21,129,91.2264,988,72.45777
22,14,3.1201,988,2.830051
23,15,20.7338,988,31.939913
24,1,7.1585,988,3.3665998
25,58,49.4681,988,31.786541
26,130,23.9332,988,31.773703
27,105,3.8259,988,4.400483
28,114,116.727,988,57.8212
29,47,0.98,988,2.2856147
0,11,2.2915,989,4.083229
1,8,1.06597,989,3.7653408
2,50,1.4889,989,0.817737
3,74,14.6056,989,16.595442
4,42,11.5124,989,4.646741
5,5,0.4344,989,2.2591393
6,137,893.539,989,701.8885
7,149,749.272,989,804.6482
8,71,1.5634,989,3.657088
9,10,7.8011,989,8.905821
10,96,539.255,989,483.92746
11,81,60.9434,989,77.19503
12,37,9.669585,989,17.636837
13,52,30.8772,989,26.015604
14,104,60.6356,989,40.050106
15,23,16.2733,989,23.059166
16,79,19.0626,989,20.60544
17,39,1.46,989,2.5511692
18,78,1.1114,989,1.4444352
19,127,92.2362,989,93.27585
20,106,64.84307000000018,989,40.598465
21,40,0.8705000000000002,989,2.5511692
22,114,116.727,989,57.344055
23,54,8.7703,989,10.500049
24,91,2.2008,989,0.2481985
25,9,50.0127,989,43.525135
26,48,26.3377,989,22.114374
27,140,0.0,989,-0.48507872
28,44,18.8523,989,20.081354
29,0,2.601039999999997,989,1.9672921
0,146,781.017,990,807.85645
1,122,1.7296,990,1.0523314
2,20,2.254,990,2.5839534
3,24,19.7695,990,18.926584
4,12,4.6613,990,6.574142
5,63,351.6975,990,230.6892
6,49,0.5381,990,0.6943473
7,13,0.6751,990,0.54040456
8,113,37.4758,990,53.733128
9,137,893.539,990,750.14294
10,127,92.2362,990,94.375015
11,69,9.8188,990,6.2706275
12,126,26.5578,990,27.880054
13,124,44.9176,990,64.404366
14,30,25.3048,990,22.623775
15,72,1.2908,990,0.39525008
16,37,9.669585,990,15.28315
17,142,0.0,990,10.886839
18,134,0.0,990,-0.047458082
19,6,4.138,990,1.3815038
20,40,0.8705000000000002,990,2.3206644
21,45,1.523,990,1.6993699
22,148,804.869,990,733.0531
23,74,14.6056,990,18.500969
24,59,0.9925,990,3.9059758
25,62,0.9316,990,2.9929175
26,4,30.2281,990,27.661655
27,36,2.8698,990,1.8709769
28,135,0.0813,990,-1.1294969
29,39,1.46,990,2.3206644
0,68,14.04103499999995,991,23.121262
1,148,804.869,991,772.6714
2,60,0.265,991,0.48258457
3,120,12.7955,991,14.961015
4,44,18.8523,991,15.044039
5,30,25.3048,991,23.28892
6,23,16.2733,991,17.657457
7,105,3.8259,991,3.818023
8,119,649.721,991,682.4014
9,132,63.9294,991,61.78818
10,93,19.7051,991,26.43711
11,107,592.418,991,502.36777
12,144,0.0,991,0.03161616
13,66,0.5634,991,0.6517408
14,35,267.5,991,152.65694
15,145,710.2378499999994,991,779.85
16,76,0.9202,991,1.0321147
17,64,1.3146,991,1.1766888
18,88,5.661469999999989,991,3.1604242
19,12,4.6613,991,4.4530025
20,124,44.9176,991,51.62687
21,4,30.2281,991,31.598757
22,47,0.98,991,3.1759882
23,62,0.9316,991,1.4356074
24,28,0.1309,991,0.19145127
25,138,819.714,991,811.9042
26,85,72.7823,991,60.828045
27,111,30.2317,991,21.671684
28,22,12.6221,991,9.356187
29,45,1.523,991,3.0453393
0,65,4.2191,992,2.7890713
1,118,674.9713000000012,992,651.8658
2,109,21.0648,992,7.3731194
3,79,19.0626,992,23.15567
4,14,3.1201,992,4.4387507
5,60,0.265,992,1.0532106
6,62,0.9316,992,3.19278
7,100,0.0224,992,3.9292085
8,98,0.9242,992,0.6905855
9,91,2.2008,992,2.6742084
10,146,781.017,992,779.3598
11,84,6.2164,992,20.021786
12,13,0.6751,992,0.98525697
13,129,91.2264,992,92.8377
14,3,1.143840000000003,992,2.3236864
15,149,749.272,992,710.2515
16,26,0.0785,992,1.039746
17,81,60.9434,992,51.119854
18,132,63.9294,992,60.896595
19,31,2.27,992,5.0571804
20,136,0.1093,992,-2.3306613
21,47,0.98,992,2.0266688
22,148,804.869,992,710.2515
23,4,30.2281,992,30.665224
24,38,230.307,992,265.9891
25,86,417.366,992,351.4327
26,57,0.3474,992,1.9694201
27,40,0.8705000000000002,992,1.460055
28,41,3.4419,992,1.5435303
29,85,72.7823,992,51.940678
0,77,1.0102,993,1.1760101
1,88,5.661469999999989,993,5.7594213
2,62,0.9316,993,2.258127
3,92,26.507345,993,21.43818
4,60,0.265,993,1.8537978
5,83,4.8713,993,8.509634
6,86,417.366,993,355.14264
7,144,0.0,993,0.0009903894
8,84,6.2164,993,18.27185
9,91,2.2008,993,1.7784449
10,127,92.2362,993,91.40069
11,30,25.3048,993,23.352306
12,107,592.418,993,501.9113
13,43,1.3317,993,2.258307
14,12,4.6613,993,5.821548
15,143,0.0,993,0.0074358582
16,110,19.308,993,44.97389
17,27,0.1986199999999995,993,0.07786864
18,52,30.8772,993,30.581066
19,121,25.9419,993,23.517412
20,25,0.036,993,0.102888964
21,65,4.2191,993,3.0325997
22,55,41.95629000000001,993,41.543846
23,114,116.727,993,63.67857
24,117,653.749,993,664.63586
25,22,12.6221,993,8.400472
26,24,19.7695,993,21.17501
27,36,2.8698,993,1.2722952
28,13,0.6751,993,0.5144706
29,46,21.8598,993,18.161423
0,104,60.6356,994,41.7973
1,145,710.2378499999994,994,781.04065
2,96,539.255,994,480.6634
3,21,1.91,994,2.319746
4,37,9.669585,994,17.979465
5,30,25.3048,994,29.108868
6,142,0.0,994,2.5020633
7,61,1.4438,994,14.603586
8,40,0.8705000000000002,994,1.4602783
9,31,2.27,994,4.173
10,70,24.3336,994,37.275276
11,83,4.8713,994,8.891314
12,45,1.523,994,3.1608672
13,101,0.0,994,63.23587
14,122,1.7296,994,2.2258456
15,115,100.569,994,99.56893
16,6,4.138,994,4.1010027
17,141,806.112,994,807.1696
18,86,417.366,994,350.01212
19,1,7.1585,994,4.3353114
20,113,37.4758,994,28.434439
21,81,60.9434,994,67.631096
22,29,0.2903,994,0.13018939
23,23,16.2733,994,20.132067
24,5,0.4344,994,1.5199198
25,123,22.3438,994,20.826473
26,129,91.2264,994,90.84969
27,35,267.5,994,145.76456
28,54,8.7703,994,15.652445
29,118,674.9713000000012,994,651.6165
0,112,38.6483,995,29.068035
1,139,0.0,995,0.4545056
2,140,0.0,995,0.42144567
3,110,19.308,995,37.968426
4,88,5.661469999999989,995,2.25734
5,146,781.017,995,830.9283
6,124,44.9176,995,76.70444
7,58,49.4681,995,35.376762
8,41,3.4419,995,2.2688391
9,65,4.2191,995,5.359385
10,98,0.9242,995,0.4931287
11,53,0.0535,995,0.59513986
12,36,2.8698,995,0.8818058
13,18,0.4606,995,1.4038148
14,13,0.6751,995,0.43071088
15,40,0.8705000000000002,995,1.4610095
16,107,592.418,995,501.24442
17,79,19.0626,995,17.783686
18,75,16.5676,995,15.6421385
19,147,0.0,995,0.001219724
20,60,0.265,995,0.9251045
21,120,12.7955,995,22.49835
22,111,30.2317,995,21.59691
23,82,0.8080000000000002,995,1.4303166
24,133,155.102,995,91.2208
25,87,3.9026,995,3.1622915
26,91,2.2008,995,1.1248667
27,62,0.9316,995,0.69419247
28,4,30.2281,995,28.097431
29,126,26.5578,995,54.2735
0,139,0.0,996,0.47006193
1,38,230.307,996,67.675735
2,1,7.1585,996,4.9729533
3,90,21.952,996,28.672926
4,133,155.102,996,91.826744
5,125,4.1632,996,16.921661
6,97,499.1056,996,543.0563
7,4,30.2281,996,26.121906
8,15,20.7338,996,25.211235
9,65,4.2191,996,0.71679157
10,93,19.7051,996,28.625603
11,7,44.5338,996,34.22016
12,134,0.0,996,3.4448373
13,43,1.3317,996,1.4048644
14,117,653.749,996,538.7207
15,101,0.0,996,70.24998
16,100,0.0224,996,35.748466
17,44,18.8523,996,12.483775
18,46,21.8598,996,20.429083
19,73,14.8822,996,9.897959
20,106,64.84307000000018,996,57.7585
21,99,0.2635,996,7.1156774
22,35,267.5,996,67.440186
23,116,651.657800000002,996,522.325
24,79,19.0626,996,19.869888
25,103,35.2917,996,13.257627
26,89,14.256,996,17.759138
27,26,0.0785,996,0.039326675
28,98,0.9242,996,3.8403232
29,67,3.9056,996,1.5136251
0,130,23.9332,997,16.909191
1,131,65.8824,997,46.384995
2,113,37.4758,997,42.437748
3,48,26.3377,997,21.585451
4,58,49.4681,997,38.30965
5,128,90.0729,997,93.17265
6,77,1.0102,997,3.5329087
7,83,4.8713,997,5.2817473
8,31,2.27,997,4.5546365
9,135,0.0813,997,-0.81614035
10,74,14.6056,997,16.179256
11,69,9.8188,997,3.6401746
12,123,22.3438,997,21.42311
13,64,1.3146,997,1.5545382
14,124,44.9176,997,58.794903
15,97,499.1056,997,539.55383
16,63,351.6975,997,230.04854
17,92,26.507345,997,21.290579
18,146,781.017,997,828.15234
19,35,267.5,997,150.14209
20,149,749.272,997,804.78015
21,3,1.143840000000003,997,2.531791
22,70,24.3336,997,26.715221
23,27,0.1986199999999995,997,0.17789333
24,121,25.9419,997,27.4479
25,100,0.0224,997,3.91443
26,79,19.0626,997,19.805414
27,129,91.2264,997,93.60196
28,122,1.7296,997,2.9340425
29,29,0.2903,997,0.13056174
0,132,63.9294,998,61.3787
1,90,21.952,998,26.762499
2,77,1.0102,998,1.6605121
3,52,30.8772,998,27.548769
4,111,30.2317,998,22.647873
5,69,9.8188,998,7.1073704
6,143,0.0,998,-0.07895681
7,7,44.5338,998,32.733616
8,29,0.2903,998,0.1355911
9,142,0.0,998,2.2262022
10,48,26.3377,998,20.361263
11,97,499.1056,998,558.5682
12,74,14.6056,998,16.907997
13,75,16.5676,998,20.363089
14,27,0.1986199999999995,998,0.075532705
15,26,0.0785,998,0.1902162
16,5,0.4344,998,2.7468305
17,93,19.7051,998,26.509586
18,120,12.7955,998,17.940855
19,94,480.486,998,332.43848
20,37,9.669585,998,16.10216
21,106,64.84307000000018,998,72.71881
22,148,804.869,998,727.21594
23,86,417.366,998,332.44476
24,8,1.06597,998,2.1523845
25,137,893.539,998,735.53687
26,80,48.2795,998,64.4717
27,73,14.8822,998,5.791714
28,72,1.2908,998,1.0235633
29,85,72.7823,998,61.359314
0,85,72.7823,999,44.02285
1,95,6.8993,999,8.451199
2,8,1.06597,999,3.4641528
3,129,91.2264,999,90.27292
4,62,0.9316,999,5.463632
5,81,60.9434,999,46.929173
6,110,19.308,999,26.216034
7,14,3.1201,999,2.4935994
8,116,651.657800000002,999,516.99194
9,68,14.04103499999995,999,17.411964
10,123,22.3438,999,27.54074
11,48,26.3377,999,24.688356
12,83,4.8713,999,3.7783597
13,58,49.4681,999,37.62397
14,19,1.9377,999,2.9258068
15,25,0.036,999,0.083027884
16,67,3.9056,999,3.8166294
17,0,2.601039999999997,999,1.5258244
18,46,21.8598,999,19.555777
19,139,0.0,999,-0.67241067
20,76,0.9202,999,1.0374503
21,133,155.102,999,90.431046
22,125,4.1632,999,14.039972
23,138,819.714,999,818.5615
24,71,1.5634,999,3.2123303
25,117,653.749,999,543.245
26,103,35.2917,999,17.925196
27,98,0.9242,999,0.52787125
28,60,0.265,999,0.31690782
29,36,2.8698,999,1.6129415
0,103,35.2917,1000,14.636776
1,126,26.5578,1000,25.208406
2,117,653.749,1000,652.3761
3,46,21.8598,1000,16.915716
4,94,480.486,1000,417.38583
5,48,26.3377,1000,25.774075
6,79,19.0626,1000,32.453854
7,43,1.3317,1000,1.3715662
8,31,2.27,1000,6.2663007
9,133,155.102,1000,91.03732
10,32,4.744,1000,5.609908
11,113,37.4758,1000,29.113155
12,22,12.6221,1000,7.3615546
13,67,3.9056,1000,1.5895803
14,129,91.2264,1000,90.42821
15,137,893.539,1000,700.0636
16,71,1.5634,1000,1.0783478
17,109,21.0648,1000,16.483902
18,73,14.8822,1000,6.269642
19,25,0.036,1000,0.078063056
20,149,749.272,1000,804.86816
21,21,1.91,1000,2.01403
22,142,0.0,1000,1.5071887
23,40,0.8705000000000002,1000,2.037842
24,29,0.2903,1000,0.1303325
25,88,5.661469999999989,1000,3.6883514
26,91,2.2008,1000,0.9515976
27,15,20.7338,1000,32.59981
28,45,1.523,1000,1.3238802
29,39,1.46,1000,2.037842
0,27,0.1986199999999995,1001,0.070787
1,12,4.6613,1001,3.8490486
2,98,0.9242,1001,1.169939
3,58,49.4681,1001,36.8956
4,87,3.9026,1001,3.526672
5,103,35.2917,1001,16.887331
6,71,1.5634,1001,3.4312537
7,86,417.366,1001,347.45163
8,4,30.2281,1001,31.129726
9,123,22.3438,1001,25.562311
10,106,64.84307000000018,1001,62.495533
11,42,11.5124,1001,4.353727
12,111,30.2317,1001,18.53923
13,67,3.9056,1001,4.104153
14,7,44.5338,1001,37.13182
15,15,20.7338,1001,30.695795
16,74,14.6056,1001,18.589851
17,34,1.8049,1001,3.4629278
18,31,2.27,1001,3.7402866
19,139,0.0,1001,0.40466562
20,68,14.04103499999995,1001,29.892157
21,46,21.8598,1001,20.701391
22,97,499.1056,1001,543.3633
23,75,16.5676,1001,18.628395
24,146,781.017,1001,812.881
25,55,41.95629000000001,1001,39.80092
26,100,0.0224,1001,0.0062838416
27,10,7.8011,1001,8.13961
28,70,24.3336,1001,35.85003
29,126,26.5578,1001,32.658268
0,8,1.06597,1002,2.0928807
1,62,0.9316,1002,1.0046732
2,43,1.3317,1002,1.4448187
3,4,30.2281,1002,24.314344
4,119,649.721,1002,683.3755
5,15,20.7338,1002,25.955635
6,7,44.5338,1002,30.913692
7,117,653.749,1002,576.7223
8,73,14.8822,1002,4.759861
9,116,651.657800000002,1002,584.9567
10,93,19.7051,1002,33.112556
11,59,0.9925,1002,2.1387012
12,61,1.4438,1002,14.924154
13,37,9.669585,1002,14.144101
14,108,521.196,1002,591.76294
15,127,92.2362,1002,70.517746
16,101,0.0,1002,76.01583
17,106,64.84307000000018,1002,59.064964
18,131,65.8824,1002,48.46679
19,144,0.0,1002,1.5180835
20,69,9.8188,1002,6.927948
21,70,24.3336,1002,44.134727
22,122,1.7296,1002,3.9073064
23,67,3.9056,1002,-0.25908834
24,85,72.7823,1002,71.72578
25,115,100.569,1002,103.205154
26,33,4.3,1002,6.446225
27,38,230.307,1002,267.44083
28,44,18.8523,1002,18.988579
29,97,499.1056,1002,545.503
0,82,0.8080000000000002,1003,0.47569883
1,123,22.3438,1003,30.095179
2,53,0.0535,1003,3.5408182
3,43,1.3317,1003,2.3285048
4,52,30.8772,1003,35.82251
5,72,1.2908,1003,0.59612757
6,28,0.1309,1003,0.20797935
7,99,0.2635,1003,0.34074232
8,40,0.8705000000000002,1003,1.459204
9,16,4.3194,1003,3.4373772
10,54,8.7703,1003,13.646749
11,25,0.036,1003,0.087445065
12,120,12.7955,1003,14.259827
13,14,3.1201,1003,2.7332728
14,121,25.9419,1003,26.385202
15,33,4.3,1003,3.6785963
16,41,3.4419,1003,1.0251507
17,95,6.8993,1003,2.3190353
18,20,2.254,1003,2.1038368
19,58,49.4681,1003,35.863125
20,38,230.307,1003,267.5242
21,42,11.5124,1003,2.173816
22,56,1.0565,1003,0.32584763
23,87,3.9026,1003,2.593478
24,5,0.4344,1003,1.5182796
25,36,2.8698,1003,0.38775393
26,89,14.256,1003,23.850302
27,141,806.112,1003,801.24976
28,148,804.869,1003,749.12933
29,23,16.2733,1003,18.637802
0,53,0.0535,1004,0.86487603
1,123,22.3438,1004,28.080168
2,23,16.2733,1004,20.867132
3,115,100.569,1004,97.31406
4,66,0.5634,1004,0.5739642
5,11,2.2915,1004,1.4996607
6,18,0.4606,1004,2.925194
7,103,35.2917,1004,16.600582
8,108,521.196,1004,592.34375
9,50,1.4889,1004,0.7477396
10,8,1.06597,1004,2.3796191
11,82,0.8080000000000002,1004,0.9568382
12,95,6.8993,1004,3.3990746
13,64,1.3146,1004,2.2085023
14,89,14.256,1004,22.601221
15,94,480.486,1004,417.32635
16,25,0.036,1004,0.078984715
17,74,14.6056,1004,18.184025
18,144,0.0,1004,-0.47455215
19,45,1.523,1004,2.904035
20,55,41.95629000000001,1004,33.951412
21,37,9.669585,1004,18.728363
22,56,1.0565,1004,0.7494115
23,52,30.8772,1004,32.504875
24,138,819.714,1004,816.59985
25,61,1.4438,1004,2.9722433
26,43,1.3317,1004,2.3879893
27,17,0.7619,1004,2.1575372
28,6,4.138,1004,2.3421943
29,136,0.1093,1004,-0.39358634
0,126,26.5578,1005,32.392357
1,75,16.5676,1005,14.452342
2,28,0.1309,1005,0.33396438
3,119,649.721,1005,674.91125
4,16,4.3194,1005,3.3468564
5,98,0.9242,1005,6.028241
6,54,8.7703,1005,9.715583
7,121,25.9419,1005,26.30224
8,110,19.308,1005,41.388035
9,130,23.9332,1005,24.256851
10,122,1.7296,1005,9.826791
11,4,30.2281,1005,32.03743
12,20,2.254,1005,2.2204444
13,127,92.2362,1005,83.67934
14,5,0.4344,1005,1.4949892
15,40,0.8705000000000002,1005,1.460306
16,136,0.1093,1005,-3.522171
17,48,26.3377,1005,27.699804
18,141,806.112,1005,752.8892
19,109,21.0648,1005,14.829162
20,90,21.952,1005,24.81172
21,49,0.5381,1005,0.78873235
22,83,4.8713,1005,9.620308
