,index,q95,rodada,y_pred_LinearRegression
13,75,16.5676,14,17.936230064833467
14,98,0.9242,14,7.457571197104826
15,125,4.1632,14,32.992481414040135
16,58,49.4681,14,65.91010344046033
17,16,4.3194,14,7.409319222556448
18,62,0.9316,14,-2.1690776241056255
19,79,19.0626,14,24.2706281490277
20,90,21.952,14,50.40753300321613
21,112,38.6483,14,29.999792664934816
22,140,0.0,14,14.368134784393419
23,134,0.0,14,2.507096171805685
24,116,651.657800000002,14,664.0548473105288
25,87,3.9026,14,10.479037942714413
26,1,7.1585,14,-1.1842293393427923
27,28,0.1309,14,8.88647802799531
28,123,22.3438,14,33.02624685277759
29,101,0.0,14,30.339673145418317
0,21,1.91,15,7.806815474657867
1,58,49.4681,15,66.20159773473421
2,115,100.569,15,69.36185947946214
3,128,90.0729,15,84.3575328116082
4,122,1.7296,15,13.483889310232712
5,137,893.539,15,796.5999402209989
6,14,3.1201,15,10.171934101590722
7,52,30.8772,15,34.679337393112505
8,3,1.143840000000003,15,-2.5070361005431323
9,104,60.6356,15,32.0417656591109
10,30,25.3048,15,35.024191213498334
11,38,230.307,15,194.46770568723105
12,56,1.0565,15,-5.449965486259913
13,57,0.3474,15,-4.868706379601676
14,61,1.4438,15,4.026933389667235
15,5,0.4344,15,-3.6858239364132146
16,82,0.8080000000000002,15,-9.562744761516512
17,130,23.9332,15,23.52272895730455
18,133,155.102,15,89.35771632257675
19,24,19.7695,15,25.832984206029607
20,90,21.952,15,48.237688039719956
21,37,9.669585,15,7.644959667535446
22,32,4.744,15,2.15986021439754
23,108,521.196,15,596.5813177298367
24,60,0.265,15,-5.698690091393999
25,4,30.2281,15,15.316789659133207
26,76,0.9202,15,-5.632305735508297
27,29,0.2903,15,7.9872083782153425
28,2,4.9898,15,-1.9353789813025202
29,69,9.8188,15,2.0934339811542344
0,133,155.102,16,91.27619093752861
1,97,499.1056,16,534.8011882502414
2,14,3.1201,16,10.970571496727459
3,78,1.1114,16,-5.479809414558318
4,102,29.2342,16,19.456925039727366
5,103,35.2917,16,18.717901689723647
6,135,0.0813,16,2.7779887586141285
7,140,0.0,16,11.418996639312581
8,90,21.952,16,49.08386441069939
9,40,0.8705000000000002,16,5.944768168788414
10,4,30.2281,16,16.851075599079394
11,113,37.4758,16,28.54712889654482
12,116,651.657800000002,16,678.1117943317254
13,42,11.5124,16,10.864370788556428
14,0,2.601039999999997,16,-3.2809128619411894
15,23,16.2733,16,19.173726003317256
16,98,0.9242,16,4.453955930564533
17,108,521.196,16,609.6141580745824
18,111,30.2317,16,23.222058538389376
19,27,0.1986199999999995,16,9.246772131819299
20,149,749.272,16,786.6593394656487
21,28,0.1309,16,8.654204022888521
22,43,1.3317,16,4.808700401649801
23,126,26.5578,16,30.93950035507801
24,47,0.98,16,1.3931204680686307
25,86,417.366,16,432.949975429511
26,65,4.2191,16,-1.1255008190848912
27,13,0.6751,16,7.788447705152166
28,53,0.0535,16,-4.239922772559666
29,109,21.0648,16,20.535770658488374
0,67,3.9056,17,-1.3210616500122399
1,121,25.9419,17,33.610111199325964
2,93,19.7051,17,59.700109898610215
3,48,26.3377,17,26.26746281811957
4,36,2.8698,17,-1.4716796166078439
5,15,20.7338,17,27.771253703146897
6,100,0.0224,17,14.855203658095206
7,141,806.112,17,787.3287558072675
8,6,4.138,17,-2.1024646439828842
9,118,674.9713000000012,17,676.3971227072145
10,49,0.5381,17,0.8133471935464911
11,146,781.017,17,772.7728538711124
12,11,2.2915,17,4.993436094534388
13,57,0.3474,17,-3.9681111157066766
14,104,60.6356,17,33.845603680739025
15,59,0.9925,17,0.9576936273946473
16,18,0.4606,17,-1.1307594314939564
17,119,649.721,17,685.9119633158666
18,13,0.6751,17,6.547680000442
19,61,1.4438,17,4.990346914943515
20,127,92.2362,17,84.94097240702212
21,66,0.5634,17,-7.153951015444662
22,102,29.2342,17,20.555086881371494
23,109,21.0648,17,23.483094011554257
24,139,0.0,17,15.950114565425011
25,9,50.0127,17,47.13082063144218
26,62,0.9316,17,-2.9484712120242733
27,55,41.95629000000001,17,49.531060228653345
28,74,14.6056,17,17.312124009016998
29,122,1.7296,17,16.741489538257
0,114,116.727,18,68.65870190043044
1,104,60.6356,18,33.256913331105906
2,31,2.27,18,0.43826611139539295
3,122,1.7296,18,16.18727645890354
4,119,649.721,18,676.3341870137607
5,139,0.0,18,17.560210825267802
6,62,0.9316,18,-2.6985938272613765
7,52,30.8772,18,34.219432175953365
8,33,4.3,18,5.3205877934781824
9,30,25.3048,18,34.31270155146982
10,36,2.8698,18,0.1455080046230819
11,56,1.0565,18,-4.000036096353043
