,codigo,cobacia,cocursodag,q95,XGBRegressor_intervalo_i,XGBRegressor_intervalo_f,XGBRegressor_qtde_dados,XGBRegressor_desvio_padrao,XGBRegressor_media,XGBRegressor_media_lower_bound,XGBRegressor_media_upper_bound,XGBRegressor_mediana,XGBRegressor_mediana_lower_bound,XGBRegressor_mediana_upper_bound,XGBRegressor_moda,XGBRegressor_dentro_intervalo
"(46490000,)","(46490000,)",7627817,76278,1.7296,0.02065412392839793,156.9697357177734,198,48.907840728759766,45.979847,39.52560682296753,53.16612672805786,27.906028747558594,18.677169799804688,43.35990352630615,-0.575136,1
"(46543000,)","(46543000,)",762619,7626,22.3438,0.5849903032183648,117.88318920135497,222,28.428600311279297,27.9215,24.340757846832275,31.53199367523193,22.225589752197266,15.784444689750671,26.35960578918457,-0.8106892,1
"(46550000,)","(46550000,)",762595,762,44.9176,4.061222851276398,360.2395896911621,196,106.39478302001953,101.95153,87.26473026275634,117.71503257751465,68.62326049804688,63.017795372009275,80.01837921142578,0.48711234,1
"(46570000,)","(46570000,)",762455,7624,4.1632,1.844473984837532,55.40360002517699,194,15.958230018615723,19.96968,17.748185396194458,22.14400954246521,15.687150955200195,11.850025177001953,19.674562454223633,0.08641862,1
"(46590000,)","(46590000,)",7624175,7624,26.5578,0.8202118515968323,132.30099182128885,217,39.76868438720703,38.076496,33.09318494796753,43.672121906280516,32.319664001464844,28.4981632232666,38.142372131347656,-0.2676813,1
"(46610000,)","(46610000,)",7623993,762,92.2362,20.52712631225586,379.06344833373964,184,110.74039459228516,126.453064,110.08720054626465,143.31180038452146,84.30521392822266,73.47955322265625,93.27685546875,0.29379606,1
"(46650000,)","(46650000,)",762377,762,90.0729,9.845127940177917,370.2619010925293,204,114.04851531982422,133.28818,119.46461200714111,149.17306060791014,83.23185729980469,75.00914764404297,92.10613975524899,0.70669186,1
"(46675000,)","(46675000,)",7623371,762,91.2264,19.03309841156006,399.84304504394555,205,102.25933837890625,135.98299,122.63799686431885,150.1289566040039,91.5070571899414,82.93519306182861,101.76227569580078,9.02118,1
"(46770000,)","(46770000,)",762291,7622,23.9332,-0.15477365404367438,91.66676311492921,210,35.880863189697266,33.25475,28.42202024459839,38.12572870254517,26.318851470947266,19.11788558959961,33.033408832550045,-1.6554756,1
"(46790000,)","(46790000,)",76225737,7622,65.8824,-0.019551057368516922,165.47548484802246,196,64.57820892333984,51.326046,43.15760135650635,60.929250144958495,39.818355560302734,34.78471755981445,44.0964771270752,-2.0683851,1
"(46870000,)","(46870000,)",7622351,7622,63.9294,0.3189516678452493,542.7977409362782,202,110.86845397949219,95.932045,80.99690742492676,113.50273628234864,64.0142593383789,58.56105041503906,70.32148895263671,-0.10240346,1
"(46902000,)","(46902000,)",762311,762,155.102,25.13305835723877,365.2886482238769,208,112.94786071777344,143.38109,128.78775482177736,158.88282165527343,83.7078628540039,78.17485809326172,91.13209533691406,2.5754313,1
"(47249000,)","(47249000,)",7619457,76194,0.0,-1.2505195260047912,160.25367469787597,192,44.970577239990234,24.374151,18.23848099708557,31.179536437988283,4.054128646850586,2.7083115577697754,7.604891300201416,-2.881702,1
"(47480000,)","(47480000,)",76187333,7618,0.0813,-4.112527370452881,257.8878936767578,181,67.57991027832031,27.71077,18.433107900619508,37.882074165344235,3.259227991104126,1.5294705629348755,6.035369873046875,-6.4512086,1
"(47900000,)","(47900000,)",7616313,7616,0.1093,-2.8779735565185547,315.3200286865228,189,86.05619049072266,35.02674,23.909513425827026,47.1762336730957,2.6710314750671387,1.1385986804962158,5.5591325759887695,-7.7699633,1
"(48020000,)","(48020000,)",761593,76,893.539,521.5033416748047,819.456672668457,196,78.69043731689453,701.883,690.2526290893554,712.0430877685546,710.8223876953125,699.3474731445312,723.0162353515625,391.58478,0
"(48290000,)","(48290000,)",76153553,76,819.714,511.3639633178711,867.4726943969727,214,87.07463073730469,708.92334,696.8592758178711,720.8243576049805,710.1546630859375,696.1115768432617,722.1501205444335,391.5431,1
"(48430000,)","(48430000,)",7614511,7614,0.0,-1.1695659518241883,64.68252639770506,219,18.931766510009766,12.004968,9.632022404670716,14.43121325969696,1.8486361503601074,0.9874028563499451,3.778754711151123,-2.306971,1
"(48460000,)","(48460000,)",76142153,76142,0.0,-1.0724591851234435,71.57859115600584,187,19.667240142822266,11.295041,8.465850329399109,14.508018040657044,1.1709380149841309,0.5715552568435669,2.2787327766418457,-1.9758562,1
"(48590000,)","(48590000,)",761375,76,806.112,518.9237762451172,872.5872619628907,195,87.08901977539062,708.36456,696.3387741088867,720.6133316040039,699.6228637695312,686.1473388671875,722.4378662109375,391.77512,1
"(48860000,)","(48860000,)",76125111,7612,0.0,-0.6629924982786178,226.72635040283166,207,57.98303985595703,36.53245,29.263760089874268,44.817536163330075,14.619539260864258,10.861101150512695,18.220006942749023,-1.3392984,1
"(48880000,)","(48880000,)",76124197,76124,0.0,-0.883381187915802,53.713727951049805,221,15.169058799743652,7.0818176,5.2587571144104,9.061347794532775,0.07840079069137573,-0.001619430840946734,0.2430063635110855,-1.3113604,1
"(49160000,)","(49160000,)",76118195,76118,0.0,-0.9682171642780304,138.52579307556152,216,48.553775787353516,17.533403,11.588609147071839,25.137638759613036,0.38813304901123047,0.15932317152619363,0.7783949688076971,-1.5283929,1
"(49330000,)","(49330000,)",76117153,76,710.2378499999994,585.8724334716796,893.4592742919922,198,83.96633911132812,731.7689,720.3067291259765,743.5003997802735,722.4700927734375,707.4008178710938,742.5806274414062,468.7585,1
"(49370000,)","(49370000,)",7611555,76,781.017,564.0453414916992,887.1582260131836,232,83.55584716796875,730.5839,720.4742431640625,741.110400390625,717.36376953125,701.2960861206054,738.3004760742188,468.7585,1
"(49480000,)","(49480000,)",76114533,76114,0.0,-1.0632855772972107,60.28927211761472,207,18.04560661315918,9.595922,7.277959334850311,12.064147853851317,0.07192607969045639,-0.006574609316885471,0.3624214231967926,-1.8994228,1
"(49660000,)","(49660000,)",761119993,76,804.869,567.2375259399414,893.4206390380859,196,81.24444580078125,736.8406,724.7938079833984,748.3475448608399,736.759765625,722.4791870117188,746.9649658203125,493.68665,1
"(49705000,)","(49705000,)",76111953,76,749.272,558.4348785400391,893.2309463500976,190,85.67906188964844,738.4791,727.1429244995118,750.043244934082,725.5100708007812,701.982666015625,758.3203414916992,493.68665,1
