,index,q95,rodada,y_pred_knnr
15,23,16.2733,7,1.4135
16,146,781.017,7,754.7929499999999
17,96,539.255,7,524.0032
18,1,7.1585,7,3.423880000000001
19,110,19.308,7,84.92393333333334
20,123,22.3438,7,27.885
21,84,6.2164,7,10.980681666666667
22,126,26.5578,7,41.1985
23,89,14.256,7,3.709156666666663
24,111,30.2317,7,24.169533333333334
25,93,19.7051,7,34.72031500000001
26,54,8.7703,7,24.604496666666666
27,25,0.036,7,0.2066066666666665
28,43,1.3317,7,10.0822
29,14,3.1201,7,0.33487333333333313
0,115,100.569,8,57.83693333333333
1,46,21.8598,8,14.972999999999999
2,112,38.6483,8,29.590766666666667
3,54,8.7703,8,24.604496666666666
4,131,65.8824,8,31.80286666666667
5,119,649.721,8,616.638766666667
6,116,651.657800000002,8,616.638766666667
7,43,1.3317,8,10.0822
8,31,2.27,8,3.3159899999999998
9,86,417.366,8,506.28219999999993
10,13,0.6751,8,0.12183999999999984
11,143,0.0,8,0.03643333333333333
12,105,3.8259,8,14.6402
13,26,0.0785,8,0.12183999999999984
14,75,16.5676,8,16.183466666666664
15,58,49.4681,8,14.808396666666669
16,87,3.9026,8,11.507689999999997
17,142,0.0,8,0.6129666666666667
18,147,0.0,8,0.03643333333333333
19,141,806.112,8,807.8302833333332
20,149,749.272,8,765.3746166666665
21,140,0.0,8,0.30806666666666666
22,14,3.1201,8,0.12183999999999984
23,135,0.0813,8,0.03643333333333333
24,90,21.952,8,20.156148333333334
25,144,0.0,8,0.03643333333333333
26,70,24.3336,8,7.388578333333317
27,29,0.2903,8,0.12183999999999982
28,33,4.3,8,2.53829
29,102,29.2342,8,37.3107
0,54,8.7703,9,24.457196666666672
1,99,0.2635,9,0.5770666666666666
2,34,1.8049,9,4.958061666666667
3,126,26.5578,9,56.971366666666675
4,124,44.9176,9,91.1785
5,147,0.0,9,0.0
6,76,0.9202,9,16.74526666666667
7,62,0.9316,9,2.395566666666667
8,105,3.8259,9,14.6402
9,45,1.523,9,19.325599999999998
10,77,1.0102,9,16.74526666666667
11,102,29.2342,9,37.3107
12,36,2.8698,9,6.649661666666667
13,51,27.9617,9,19.325599999999998
14,88,5.661469999999989,9,11.5754
15,70,24.3336,9,7.388578333333317
16,96,539.255,9,465.65253333333334
17,78,1.1114,9,16.74526666666667
18,47,0.98,9,14.66109666666667
19,146,781.017,9,754.7929499999999
20,136,0.1093,9,0.0271
21,5,0.4344,9,14.614633333333332
22,7,44.5338,9,17.407503333333334
23,43,1.3317,9,19.325599999999998
24,27,0.1986199999999995,9,0.0818
25,33,4.3,9,2.6933233333333333
26,112,38.6483,9,29.590766666666667
27,4,30.2281,9,17.919193333333336
28,119,649.721,9,660.1260333333345
29,64,1.3146,9,9.359644999999983
0,46,21.8598,10,14.972999999999999
1,97,499.1056,10,516.3463333333333
2,89,14.256,10,3.709156666666663
3,104,60.6356,10,46.26102333333339
4,47,0.98,10,17.088230000000003
5,79,19.0626,10,6.1659999999999995
6,136,0.1093,10,0.0271
7,39,1.46,10,6.8618999999999994
8,133,155.102,10,76.12673333333333
9,149,749.272,10,765.3746166666665
10,122,1.7296,10,10.011066666666666
11,113,37.4758,10,72.28725666666672
12,98,0.9242,10,1.2827666666666666
13,24,19.7695,10,9.172099999999999
14,73,14.8822,10,10.6978
15,90,21.952,10,15.925281666666669
16,78,1.1114,10,6.1659999999999995
17,102,29.2342,10,29.9816
18,147,0.0,10,0.0271
19,6,4.138,10,3.524113333333334
20,94,480.486,10,516.3463333333333
21,108,521.196,10,632.6082666666673
22,18,0.4606,10,2.39029
23,144,0.0,10,0.0271
24,57,0.3474,10,0.7008333333333333
25,128,90.0729,10,76.12673333333333
26,118,674.9713000000012,10,651.7092666666673
27,2,4.9898,10,3.6344600000000002
28,35,267.5,10,101.87483333333334
29,50,1.4889,10,24.457196666666672
0,26,0.0785,11,0.17497333333333318
1,146,781.017,11,754.7929499999999
2,118,674.9713000000012,11,651.7092666666673
3,111,30.2317,11,24.169533333333334
4,19,1.9377,11,6.812433333333334
5,127,92.2362,11,75.40563333333334
6,141,806.112,11,807.8302833333332
7,73,14.8822,11,10.761533333333334
8,144,0.0,11,0.03643333333333333
9,115,100.569,11,57.83693333333333
10,131,65.8824,11,44.26006666666666
11,142,0.0,11,0.0
12,56,1.0565,11,0.46446666666666664
13,98,0.9242,11,1.8518333333333334
14,22,12.6221,11,6.812433333333334
15,31,2.27,11,4.393999999999999
16,67,3.9056,11,6.27451166666665
17,58,49.4681,11,14.808396666666669
18,24,19.7695,11,9.172099999999999
19,5,0.4344,11,8.788633333333332
20,34,1.8049,11,4.333328333333333
21,28,0.1309,11,0.17497333333333318
22,96,539.255,11,524.0032
23,86,417.366,11,443.76303333333334
24,79,19.0626,11,1.0139333333333334
25,54,8.7703,11,24.604496666666666
26,4,30.2281,11,16.092893333333333
27,92,26.507345,11,38.14646666666667
28,100,0.0224,11,0.3983666666666667
29,126,26.5578,11,26.68563333333333
0,65,4.2191,12,6.4204116666666495
1,79,19.0626,12,6.1659999999999995
2,73,14.8822,12,10.6978
3,147,0.0,12,0.03643333333333333
4,50,1.4889,12,14.491463333333336
5,9,50.0127,12,28.7581
6,59,0.9925,12,0.9492333333333334
7,35,267.5,12,92.49053333333332
8,86,417.366,12,457.14616666666666
9,34,1.8049,12,4.333328333333333
10,2,4.9898,12,3.6344600000000002
11,138,819.714,12,803.2962833333331
12,23,16.2733,12,1.4135
13,108,521.196,12,660.1260333333344
14,17,0.7619,12,18.607466666666667
15,78,1.1114,12,6.1659999999999995
16,127,92.2362,12,75.40563333333334
17,81,60.9434,12,23.931633333333334
18,107,592.418,12,660.1260333333344
19,85,72.7823,12,32.24628166666667
20,16,4.3194,12,9.228866666666667
21,33,4.3,12,2.4915333333333334
22,114,116.727,12,39.1398
23,8,1.06597,12,2.4915333333333334
24,83,4.8713,12,3.023533333333333
25,115,100.569,12,39.1398
26,142,0.0,12,0.0
27,25,0.036,12,0.16656666666666667
28,97,499.1056,12,557.132933333334
29,27,0.1986199999999995,12,0.16656666666666667
0,26,0.0785,13,0.12183999999999984
1,58,49.4681,13,14.808396666666669
2,107,592.418,13,557.3198000000007
3,124,44.9176,13,91.1785
4,1,7.1585,13,3.423880000000001
5,103,35.2917,13,35.003566666666664
6,68,14.04103499999995,13,9.600866666666667
7,106,64.84307000000018,13,35.003566666666664
8,94,480.486,13,485.24219999999997
9,101,0.0,13,1.5908333333333333
10,53,0.0535,13,0.9387666666666666
11,30,25.3048,13,16.798233333333332
12,148,804.869,13,765.7889499999998
13,22,12.6221,13,6.812433333333334
14,52,30.8772,13,32.08523
15,78,1.1114,13,12.213466666666667
16,122,1.7296,13,10.011066666666666
17,81,60.9434,13,47.67126666666667
18,76,0.9202,13,12.213466666666667
19,9,50.0127,13,19.03739
20,65,4.2191,13,9.851266666666668
21,4,30.2281,13,16.092893333333333
22,93,19.7051,13,18.225248333333333
23,56,1.0565,13,0.9279000000000001
24,149,749.272,13,765.7889499999998
25,120,12.7955,13,25.95143333333333
26,140,0.0,13,0.0
27,139,0.0,13,21.3098
28,44,18.8523,13,16.4768
29,136,0.1093,13,0.33516666666666667
0,77,1.0102,14,10.136000000000001
1,7,44.5338,14,27.102256666666666
2,109,21.0648,14,24.087133333333338
3,117,653.749,14,615.2961000000004
4,3,1.143840000000003,14,3.9096133333333327
5,137,893.539,14,802.281
6,78,1.1114,14,10.136000000000001
7,53,0.0535,14,0.7946333333333332
8,145,710.2378499999994,14,778.386
9,23,16.2733,14,1.4135
10,97,499.1056,14,537.3863333333334
11,14,3.1201,14,0.26320000000000005
12,106,64.84307000000018,14,44.4677
13,75,16.5676,14,10.136000000000001
14,98,0.9242,14,1.8593
15,125,4.1632,14,19.387056666666663
16,58,49.4681,14,14.808396666666669
17,16,4.3194,14,9.228866666666667
18,62,0.9316,14,0.18363333333333332
19,79,19.0626,14,10.136000000000001
20,90,21.952,14,20.156148333333334
21,112,38.6483,14,32.3139
22,140,0.0,14,0.0
23,134,0.0,14,0.071
24,116,651.657800000002,14,615.2961000000004
25,87,3.9026,14,11.507689999999997
26,1,7.1585,14,3.9096133333333327
27,28,0.1309,14,0.17497333333333318
28,123,22.3438,14,21.76506666666667
29,101,0.0,14,1.3705999999999998
0,21,1.91,15,10.383133333333333
1,58,49.4681,15,14.808396666666669
2,115,100.569,15,57.83693333333333
3,128,90.0729,15,76.12673333333333
4,122,1.7296,15,10.011066666666666
5,137,893.539,15,778.6879499999999
6,14,3.1201,15,0.26320000000000005
7,52,30.8772,15,32.08523
8,3,1.143840000000003,15,4.632513333333333
9,104,60.6356,15,45.87019000000006
10,30,25.3048,15,20.481966666666665
11,38,230.307,15,215.71973333333332
12,56,1.0565,15,0.6753333333333332
13,57,0.3474,15,0.8449666666666666
14,61,1.4438,15,0.7292
15,5,0.4344,15,8.788633333333332
16,82,0.8080000000000002,15,1.9199333333333335
17,130,23.9332,15,52.1232
18,133,155.102,15,76.12673333333333
19,24,19.7695,15,9.172099999999999
20,90,21.952,15,20.156148333333334
21,37,9.669585,15,2.991566666666666
22,32,4.744,15,2.5453233333333336
23,108,521.196,15,632.6082666666673
24,60,0.265,15,0.7292000000000001
25,4,30.2281,15,32.38251333333333
26,76,0.9202,15,7.0614
27,29,0.2903,15,0.12183999999999982
28,2,4.9898,15,4.632513333333333
29,69,9.8188,15,12.979344999999983
0,133,155.102,16,91.1785
1,97,499.1056,16,537.3863333333334
2,14,3.1201,16,0.13493333333333332
3,78,1.1114,16,6.9976666666666665
4,102,29.2342,16,37.3598
5,103,35.2917,16,44.12599000000006
6,135,0.0813,16,0.03643333333333333
7,140,0.0,16,0.0
8,90,21.952,16,20.156148333333334
9,40,0.8705000000000002,16,5.841333333333334
10,4,30.2281,16,31.896780000000003
11,113,37.4758,16,80.7352233333334
12,116,651.657800000002,16,659.4804333333337
13,42,11.5124,16,8.2238
14,0,2.601039999999997,16,4.430713333333334
15,23,16.2733,16,5.3307
16,98,0.9242,16,1.2827666666666666
17,108,521.196,16,640.3794333333336
18,111,30.2317,16,32.120466666666665
19,27,0.1986199999999995,16,0.13493333333333332
20,149,749.272,16,765.3746166666665
21,28,0.1309,16,0.13493333333333332
22,43,1.3317,16,10.0822
23,126,26.5578,16,41.1985
24,47,0.98,16,3.5991
25,86,417.366,16,457.14616666666666
26,65,4.2191,16,6.4204116666666495
27,13,0.6751,16,0.13493333333333332
28,53,0.0535,16,16.957333333333334
29,109,21.0648,16,32.120466666666665
0,67,3.9056,17,6.516978333333316
1,121,25.9419,17,17.688266666666667
2,93,19.7051,17,18.225248333333333
3,48,26.3377,17,10.0822
4,36,2.8698,17,5.258161666666666
5,15,20.7338,17,5.593933333333332
6,100,0.0224,17,0.17616666666666667
7,141,806.112,17,807.8302833333332
8,6,4.138,17,3.524113333333334
9,118,674.9713000000012,17,608.8676000000006
10,49,0.5381,17,11.115366666666667
11,146,781.017,17,754.7929499999999
12,11,2.2915,17,5.593933333333332
13,57,0.3474,17,16.859366666666666
14,104,60.6356,17,45.87019000000006
15,59,0.9925,17,0.4583333333333333
16,18,0.4606,17,2.39029
17,119,649.721,17,608.8676000000006
18,13,0.6751,17,1.0782
19,61,1.4438,17,0.5283333333333333
20,127,92.2362,17,75.40563333333334
21,66,0.5634,17,6.516978333333316
22,102,29.2342,17,35.45193333333333
23,109,21.0648,17,27.225166666666667
24,139,0.0,17,0.0
25,9,50.0127,17,25.275956666666662
26,62,0.9316,17,2.4759333333333333
27,55,41.95629000000001,17,13.542499999999999
28,74,14.6056,17,16.837466666666668
29,122,1.7296,17,10.011066666666666
0,114,116.727,18,61.57335666666673
1,104,60.6356,18,46.26102333333339
2,31,2.27,18,3.3159899999999998
3,122,1.7296,18,10.011066666666666
4,119,649.721,18,660.1260333333345
5,139,0.0,18,0.0
6,62,0.9316,18,2.4759333333333333
7,52,30.8772,18,32.08523
8,33,4.3,18,2.53829
9,30,25.3048,18,20.481966666666665
10,36,2.8698,18,3.9783616666666664
11,56,1.0565,18,0.46446666666666664
12,124,44.9176,18,70.0068
13,113,37.4758,18,39.81425666666672
14,41,3.4419,18,4.6143
15,98,0.9242,18,3.575066666666667
16,54,8.7703,18,14.491463333333336
17,79,19.0626,18,1.0139333333333334
18,7,44.5338,18,27.102256666666666
19,92,26.507345,18,38.14646666666667
20,13,0.6751,18,1.0782
21,83,4.8713,18,3.023533333333333
22,138,819.714,18,765.7889499999998
23,128,90.0729,18,112.85486666666668
24,120,12.7955,18,25.95143333333333
25,137,893.539,18,765.7889499999998
26,100,0.0224,18,0.17616666666666667
27,80,48.2795,18,45.096366666666675
28,148,804.869,18,746.8422833333333
29,73,14.8822,18,10.761533333333334
0,48,26.3377,19,8.048233333333334
1,71,1.5634,19,0.8874000000000001
2,108,521.196,19,632.6082666666673
3,70,24.3336,19,7.388578333333317
4,86,417.366,19,506.28219999999993
5,127,92.2362,19,75.40563333333334
6,133,155.102,19,75.40563333333334
7,2,4.9898,19,3.6344600000000002
8,24,19.7695,19,9.172099999999999
9,88,5.661469999999989,19,11.5754
10,100,0.0224,19,0.3988666666666667
11,99,0.2635,19,1.6741666666666666
12,93,19.7051,19,18.225248333333333
13,61,1.4438,19,0.5562999999999999
14,51,27.9617,19,8.048233333333334
15,104,60.6356,19,46.26102333333339
16,109,21.0648,19,27.225166666666667
17,58,49.4681,19,1.0023333333333333
18,7,44.5338,19,10.812636666666668
19,145,710.2378499999994,19,778.386
20,59,0.9925,19,0.5562999999999999
21,15,20.7338,19,5.593933333333332
22,36,2.8698,19,5.258161666666666
23,130,23.9332,19,52.1232
24,98,0.9242,19,1.8518333333333334
25,9,50.0127,19,14.268823333333335
26,43,1.3317,19,0.941
27,52,30.8772,19,0.9409999999999998
28,113,37.4758,19,72.28725666666672
29,55,41.95629000000001,19,3.429466666666667
0,138,819.714,20,794.931283333333
1,67,3.9056,20,2.024433333333333
2,32,4.744,20,2.4913233333333333
3,102,29.2342,20,29.9816
4,43,1.3317,20,10.0822
5,68,14.04103499999995,20,9.705366666666668
6,141,806.112,20,794.931283333333
7,106,64.84307000000018,20,26.5556
8,75,16.5676,20,16.183466666666664
9,16,4.3194,20,9.228866666666667
10,123,22.3438,20,21.76506666666667
11,85,72.7823,20,45.243415
12,129,91.2264,20,112.47036666666668
13,115,100.569,20,30.691833333333335
14,4,30.2281,20,31.896780000000003
15,104,60.6356,20,37.1386
16,26,0.0785,20,0.12183999999999984
17,33,4.3,20,1.7136233333333333
18,88,5.661469999999989,20,12.407066666666665
19,13,0.6751,20,1.11824
20,50,1.4889,20,14.491463333333336
21,71,1.5634,20,0.8874000000000001
22,0,2.601039999999997,20,4.146780000000001
23,38,230.307,20,215.71973333333332
24,148,804.869,20,746.8422833333333
25,36,2.8698,20,3.9783616666666664
26,96,539.255,20,465.65253333333334
27,58,49.4681,20,14.491463333333336
28,114,116.727,20,30.691833333333335
29,2,4.9898,20,4.146780000000001
0,111,30.2317,21,24.169533333333334
1,126,26.5578,21,41.1985
2,141,806.112,21,807.8302833333332
3,127,92.2362,21,75.40563333333334
4,54,8.7703,21,24.604496666666666
5,136,0.1093,21,0.0271
6,28,0.1309,21,1.1487999999999998
7,103,35.2917,21,36.40605666666672
8,3,1.143840000000003,21,4.632513333333333
9,87,3.9026,21,12.161689999999995
10,104,60.6356,21,46.98905666666673
11,36,2.8698,21,7.929461666666666
12,149,749.272,21,765.3746166666665
13,34,1.8049,21,6.237861666666666
14,62,0.9316,21,0.18363333333333332
15,27,0.1986199999999995,21,1.1487999999999998
16,26,0.0785,21,1.1487999999999998
17,66,0.5634,21,6.412478333333316
18,18,0.4606,21,5.011851666666666
19,133,155.102,21,75.40563333333334
20,2,4.9898,21,4.632513333333333
21,49,0.5381,21,11.115366666666667
22,130,23.9332,21,58.24313333333333
23,98,0.9242,21,1.2827666666666666
24,144,0.0,21,0.0
25,9,50.0127,21,25.275956666666662
26,121,25.9419,21,13.100833333333334
27,13,0.6751,21,1.1487999999999998
28,134,0.0,21,0.03456666666666667
29,77,1.0102,21,7.0314000000000005
0,117,653.749,22,658.7833666666678
1,100,0.0224,22,0.3983666666666667
2,88,5.661469999999989,22,15.143066666666668
3,121,25.9419,22,17.688266666666667
4,91,2.2008,22,17.47628166666667
5,135,0.0813,22,0.03643333333333333
6,25,0.036,22,0.1360066666666665
7,139,0.0,22,0.0
8,76,0.9202,22,6.229733333333333
9,5,0.4344,22,14.614633333333332
10,13,0.6751,22,0.1360066666666665
11,7,44.5338,22,27.102256666666666
12,60,0.265,22,0.8796333333333334
13,45,1.523,22,18.35376666666667
14,137,893.539,22,778.6879499999999
15,108,521.196,22,639.6823666666677
16,81,60.9434,22,32.24628166666667
17,46,21.8598,22,14.972999999999999
18,42,11.5124,22,8.2238
19,79,19.0626,22,6.229733333333333
20,14,3.1201,22,0.1360066666666665
21,85,72.7823,22,32.24628166666667
22,87,3.9026,22,15.143066666666668
23,49,0.5381,22,11.115366666666667
24,131,65.8824,22,31.80286666666667
25,129,91.2264,22,112.47036666666668
26,71,1.5634,22,0.8874000000000001
27,113,37.4758,22,70.88476666666666
28,105,3.8259,22,14.6402
29,64,1.3146,22,9.359644999999983
0,2,4.9898,23,4.146780000000001
1,0,2.601039999999997,23,12.843480000000001
2,74,14.6056,23,16.837466666666668
3,37,9.669585,23,2.991566666666666
4,64,1.3146,23,12.7905
5,149,749.272,23,797.3326666666667
6,126,26.5578,23,67.67873333333334
7,31,2.27,23,4.393999999999999
8,123,22.3438,23,45.58063333333333
9,47,0.98,23,3.5991
10,13,0.6751,23,1.0782
11,130,23.9332,23,58.24313333333333
12,134,0.0,23,0.33516666666666667
13,24,19.7695,23,16.459733333333332
14,68,14.04103499999995,23,10.819433333333334
15,35,267.5,23,101.87483333333334
16,147,0.0,23,0.03643333333333333
17,120,12.7955,23,32.07136666666667
18,133,155.102,23,91.1785
19,41,3.4419,23,4.6143
20,115,100.569,23,57.83693333333333
21,142,0.0,23,0.0
22,112,38.6483,23,26.84356666666667
23,29,0.2903,23,0.12183999999999982
24,46,21.8598,23,14.972999999999999
25,145,710.2378499999994,23,797.3326666666667
26,103,35.2917,23,54.31815666666673
27,84,6.2164,23,17.027915
28,89,14.256,23,10.505356666666664
29,16,4.3194,23,9.228866666666667
0,23,16.2733,24,1.4135
1,18,0.4606,24,2.39029
2,20,2.254,24,1.7692333333333332
3,125,4.1632,24,18.187689999999996
4,94,480.486,24,485.24219999999997
5,22,12.6221,24,1.7692333333333332
6,51,27.9617,24,11.054033333333331
7,83,4.8713,24,3.023533333333333
8,73,14.8822,24,11.593200000000001
9,90,21.952,24,20.156148333333334
10,95,6.8993,24,53.590123333333395
11,58,49.4681,24,14.808396666666669
12,135,0.0813,24,0.03643333333333333
13,144,0.0,24,0.0
14,118,674.9713000000012,24,608.8676000000006
15,5,0.4344,24,9.954033333333333
16,76,0.9202,24,7.0614
17,119,649.721,24,608.8676000000006
18,44,18.8523,24,18.3219
19,75,16.5676,24,11.593200000000001
20,63,351.6975,24,305.05766666666665
21,4,30.2281,24,16.092893333333333
22,132,63.9294,24,104.07026666666667
23,41,3.4419,24,4.6143
24,121,25.9419,24,20.565700000000003
25,82,0.8080000000000002,24,3.891
26,105,3.8259,24,33.95479000000006
27,81,60.9434,24,40.87506666666667
28,62,0.9316,24,0.18363333333333332
29,48,26.3377,24,11.054033333333331
0,129,91.2264,25,87.983
1,126,26.5578,25,44.38126666666667
