,index,q95,rodada,y_pred_XGBRFRegressor
5,147,0.0,9,0.7952133
6,76,0.9202,9,1.3555889
7,62,0.9316,9,0.88019615
8,105,3.8259,9,1.582181
9,45,1.523,9,0.9527231
10,77,1.0102,9,1.4666214
11,102,29.2342,9,22.35805
12,36,2.8698,9,2.595735
13,51,27.9617,9,22.33655
14,88,5.661469999999989,9,8.917697
15,70,24.3336,9,36.61275
16,96,539.255,9,486.74402
17,78,1.1114,9,1.4601879
18,47,0.98,9,0.8525339
19,146,781.017,9,748.0899
20,136,0.1093,9,3.5753133
21,5,0.4344,9,1.5364399
22,7,44.5338,9,28.782928
23,43,1.3317,9,0.8525339
24,27,0.1986199999999995,9,0.70006996
25,33,4.3,9,8.451375
26,112,38.6483,9,22.02744
27,4,30.2281,9,24.330868
28,119,649.721,9,700.6864
29,64,1.3146,9,1.0547647
0,46,21.8598,10,19.747786
1,97,499.1056,10,547.256
2,89,14.256,10,35.124886
3,104,60.6356,10,28.334743
4,47,0.98,10,1.3726828
5,79,19.0626,10,31.873333
6,136,0.1093,10,1.3177664
7,39,1.46,10,0.8771105
8,133,155.102,10,116.61619
9,149,749.272,10,792.9521
10,122,1.7296,10,4.471518
11,113,37.4758,10,28.837227
12,98,0.9242,10,1.0437005
13,24,19.7695,10,21.310116
14,73,14.8822,10,8.589373
15,90,21.952,10,32.288254
16,78,1.1114,10,1.4982731
17,102,29.2342,10,20.816742
18,147,0.0,10,0.7101939
19,6,4.138,10,1.8481305
20,94,480.486,10,449.56558
21,108,521.196,10,610.2176
22,18,0.4606,10,1.4589379
23,144,0.0,10,1.0562756
24,57,0.3474,10,2.209839
25,128,90.0729,10,89.23464
26,118,674.9713000000012,10,652.0337
27,2,4.9898,10,2.864854
28,35,267.5,10,110.4124
29,50,1.4889,10,1.3726828
0,26,0.0785,11,0.86142313
1,146,781.017,11,755.57605
2,118,674.9713000000012,11,653.5294
3,111,30.2317,11,22.937267
4,19,1.9377,11,1.4370352
5,127,92.2362,11,78.574356
6,141,806.112,11,784.6109
7,73,14.8822,11,8.658443
8,144,0.0,11,1.7016882
9,115,100.569,11,94.1152
10,131,65.8824,11,52.323845
11,142,0.0,11,8.888476
12,56,1.0565,11,1.7983775
13,98,0.9242,11,0.96179116
14,22,12.6221,11,6.6041245
15,31,2.27,11,3.9480305
16,67,3.9056,11,4.5285087
17,58,49.4681,11,46.642673
18,24,19.7695,11,20.339033
19,5,0.4344,11,1.2099878
20,34,1.8049,11,2.2213602
21,28,0.1309,11,0.8534657
22,96,539.255,11,492.25754
23,86,417.366,11,382.8426
24,79,19.0626,11,23.139187
25,54,8.7703,11,8.016084
26,4,30.2281,11,24.76145
27,92,26.507345,11,29.832352
28,100,0.0224,11,16.105402
29,126,26.5578,11,26.157284
0,65,4.2191,12,4.9500976
1,79,19.0626,12,29.33079
2,73,14.8822,12,9.44184
3,147,0.0,12,0.6786127
4,50,1.4889,12,1.310556
5,9,50.0127,12,34.004654
6,59,0.9925,12,9.302053
7,35,267.5,12,183.62796
8,86,417.366,12,368.1512
9,34,1.8049,12,1.898573
10,2,4.9898,12,4.2365913
11,138,819.714,12,854.5672
12,23,16.2733,12,18.258923
13,108,521.196,12,553.18884
14,17,0.7619,12,1.5549504
15,78,1.1114,12,1.4545761
16,127,92.2362,12,56.22976
17,81,60.9434,12,41.977203
18,107,592.418,12,553.18884
19,85,72.7823,12,108.711624
20,16,4.3194,12,3.8972762
21,33,4.3,12,5.7380576
22,114,116.727,12,52.230835
23,8,1.06597,12,2.0346107
24,83,4.8713,12,10.302918
25,115,100.569,12,54.178318
26,142,0.0,12,15.176021
27,25,0.036,12,0.7106199
28,97,499.1056,12,553.18884
29,27,0.1986199999999995,12,0.72951794
0,26,0.0785,13,0.7370243
1,58,49.4681,13,46.79594
2,107,592.418,13,506.51566
3,124,44.9176,13,66.23292
4,1,7.1585,13,2.8898082
5,103,35.2917,13,18.758013
6,68,14.04103499999995,13,23.250902
7,106,64.84307000000018,13,56.44493
8,94,480.486,13,431.57413
9,101,0.0,13,60.748936
10,53,0.0535,13,0.828516
11,30,25.3048,13,25.608824
12,148,804.869,13,738.6142
13,22,12.6221,13,6.861512
14,52,30.8772,13,28.73278
15,78,1.1114,13,1.5185933
16,122,1.7296,13,4.8566904
17,81,60.9434,13,72.13998
18,76,0.9202,13,1.2023695
19,9,50.0127,13,32.960606
20,65,4.2191,13,4.883211
21,4,30.2281,13,25.240847
22,93,19.7051,13,34.605755
23,56,1.0565,13,1.6396828
24,149,749.272,13,738.6142
25,120,12.7955,13,20.580017
26,140,0.0,13,0.9827137
27,139,0.0,13,1.0638268
28,44,18.8523,13,15.5408125
29,136,0.1093,13,1.6188712
0,77,1.0102,14,1.6379905
1,7,44.5338,14,24.550777
2,109,21.0648,14,5.3891525
3,117,653.749,14,551.599
4,3,1.143840000000003,14,0.9628847
5,137,893.539,14,677.6341
6,78,1.1114,14,1.6379905
7,53,0.0535,14,0.77084
8,145,710.2378499999994,14,796.9683
9,23,16.2733,14,17.948092
10,97,499.1056,14,548.92255
11,14,3.1201,14,4.223967
12,106,64.84307000000018,14,56.34817
13,75,16.5676,14,19.57567
14,98,0.9242,14,1.0823891
15,125,4.1632,14,6.1359873
16,58,49.4681,14,57.195328
17,16,4.3194,14,3.8644257
18,62,0.9316,14,1.5228987
19,79,19.0626,14,20.453247
20,90,21.952,14,35.843952
21,112,38.6483,14,24.519508
22,140,0.0,14,0.6829036
23,134,0.0,14,2.5252378
24,116,651.657800000002,14,551.599
25,87,3.9026,14,7.3417354
26,1,7.1585,14,2.6656327
27,28,0.1309,14,0.7457393
28,123,22.3438,14,21.241676
29,101,0.0,14,68.49046
0,21,1.91,15,1.4772208
1,58,49.4681,15,47.19599
2,115,100.569,15,87.67186
3,128,90.0729,15,85.26919
4,122,1.7296,15,4.909214
5,137,893.539,15,693.82446
6,14,3.1201,15,2.8735936
7,52,30.8772,15,27.187204
8,3,1.143840000000003,15,1.1802194
9,104,60.6356,15,27.012363
10,30,25.3048,15,28.654182
11,38,230.307,15,284.90997
12,56,1.0565,15,1.9526646
13,57,0.3474,15,2.1450288
14,61,1.4438,15,14.094643
15,5,0.4344,15,1.2216895
16,82,0.8080000000000002,15,0.8344362
17,130,23.9332,15,26.84083
18,133,155.102,15,118.99423
19,24,19.7695,15,19.5364
20,90,21.952,15,35.110695
21,37,9.669585,15,18.366558
22,32,4.744,15,4.977424
23,108,521.196,15,607.74994
24,60,0.265,15,0.86318946
25,4,30.2281,15,23.5793
26,76,0.9202,15,1.1193082
27,29,0.2903,15,0.8344362
28,2,4.9898,15,4.0365825
29,69,9.8188,15,7.304446
0,133,155.102,16,129.78264
1,97,499.1056,16,549.9195
2,14,3.1201,16,3.6874566
3,78,1.1114,16,1.2423408
4,102,29.2342,16,17.789968
5,103,35.2917,16,5.811294
6,135,0.0813,16,1.2249186
7,140,0.0,16,0.91264766
8,90,21.952,16,31.519264
9,40,0.8705000000000002,16,1.2787678
10,4,30.2281,16,26.982042
11,113,37.4758,16,26.416317
12,116,651.657800000002,16,610.8952
13,42,11.5124,16,4.0861945
14,0,2.601039999999997,16,1.529475
15,23,16.2733,16,18.545263
16,98,0.9242,16,0.9289383
17,108,521.196,16,597.59155
18,111,30.2317,16,5.811294
19,27,0.1986199999999995,16,0.95287174
20,149,749.272,16,804.7557
21,28,0.1309,16,0.95287174
22,43,1.3317,16,1.085319
23,126,26.5578,16,23.386703
24,47,0.98,16,1.0768504
25,86,417.366,16,384.84198
26,65,4.2191,16,4.5075803
27,13,0.6751,16,0.9655594
28,53,0.0535,16,0.90960544
29,109,21.0648,16,4.6652684
0,67,3.9056,17,5.188834
1,121,25.9419,17,24.426388
2,93,19.7051,17,30.578243
3,48,26.3377,17,21.969976
4,36,2.8698,17,2.6417913
5,15,20.7338,17,26.334507
6,100,0.0224,17,18.122133
7,141,806.112,17,791.5015
8,6,4.138,17,1.5893389
9,118,674.9713000000012,17,669.5035
10,49,0.5381,17,0.7218617
11,146,781.017,17,759.9519
12,11,2.2915,17,2.9232154
13,57,0.3474,17,2.5518847
14,104,60.6356,17,34.73296
15,59,0.9925,17,7.3150043
16,18,0.4606,17,1.2280527
17,119,649.721,17,669.5035
18,13,0.6751,17,0.8243636
19,61,1.4438,17,19.409836
20,127,92.2362,17,87.953125
21,66,0.5634,17,0.73084915
22,102,29.2342,17,28.087334
23,109,21.0648,17,7.3677807
24,139,0.0,17,0.76134956
25,9,50.0127,17,29.865139
26,62,0.9316,17,1.2734324
27,55,41.95629000000001,17,31.317533
28,74,14.6056,17,19.629375
29,122,1.7296,17,3.6538916
0,114,116.727,18,67.39668
1,104,60.6356,18,30.72638
2,31,2.27,18,4.1728973
3,122,1.7296,18,4.3453145
4,119,649.721,18,680.92944
5,139,0.0,18,0.70968753
6,62,0.9316,18,1.1408749
7,52,30.8772,18,25.771677
8,33,4.3,18,6.084055
9,30,25.3048,18,28.735178
10,36,2.8698,18,2.096535
11,56,1.0565,18,1.8457596
12,124,44.9176,18,51.56981
13,113,37.4758,18,29.28263
14,41,3.4419,18,1.158915
15,98,0.9242,18,1.294169
16,54,8.7703,18,12.238422
17,79,19.0626,18,28.774052
18,7,44.5338,18,29.54038
19,92,26.507345,18,26.963976
20,13,0.6751,18,0.81011754
21,83,4.8713,18,11.503774
22,138,819.714,18,706.6063
23,128,90.0729,18,89.50604
24,120,12.7955,18,18.722256
25,137,893.539,18,706.6063
26,100,0.0224,18,12.36435
27,80,48.2795,18,66.23584
28,148,804.869,18,749.29785
29,73,14.8822,18,11.622907
0,48,26.3377,19,16.99529
1,71,1.5634,19,3.8665984
2,108,521.196,19,618.7097
3,70,24.3336,19,29.39321
4,86,417.366,19,377.34033
5,127,92.2362,19,83.7038
6,133,155.102,19,114.71794
7,2,4.9898,19,4.639064
8,24,19.7695,19,19.533043
9,88,5.661469999999989,19,8.957628
10,100,0.0224,19,18.973217
11,99,0.2635,19,2.212629
12,93,19.7051,19,28.699207
13,61,1.4438,19,12.466089
14,51,27.9617,19,21.309536
15,104,60.6356,19,37.45218
16,109,21.0648,19,6.982949
17,58,49.4681,19,48.598454
18,7,44.5338,19,22.125834
19,145,710.2378499999994,19,798.1294
20,59,0.9925,19,7.0605073
21,15,20.7338,19,20.350403
22,36,2.8698,19,1.5489733
23,130,23.9332,19,31.433668
24,98,0.9242,19,0.77983505
25,9,50.0127,19,32.79635
26,43,1.3317,19,1.1631134
27,52,30.8772,19,23.375162
28,113,37.4758,19,29.968842
29,55,41.95629000000001,19,37.842903
0,138,819.714,20,813.1406
1,67,3.9056,20,5.1331325
2,32,4.744,20,5.396363
3,102,29.2342,20,21.658905
4,43,1.3317,20,1.1825023
5,68,14.04103499999995,20,23.972252
6,141,806.112,20,813.1406
7,106,64.84307000000018,20,30.68733
8,75,16.5676,20,23.25064
9,16,4.3194,20,4.3084645
10,123,22.3438,20,21.149487
11,85,72.7823,20,82.10474
12,129,91.2264,20,94.54775
13,115,100.569,20,43.10464
14,4,30.2281,20,27.845985
15,104,60.6356,20,28.77808
16,26,0.0785,20,0.81687814
17,33,4.3,20,8.246054
18,88,5.661469999999989,20,8.331139
19,13,0.6751,20,0.9037636
20,50,1.4889,20,0.8656133
21,71,1.5634,20,3.5748084
22,0,2.601039999999997,20,1.0929282
23,38,230.307,20,289.5654
24,148,804.869,20,756.04974
25,36,2.8698,20,1.5519509
26,96,539.255,20,490.0976
27,58,49.4681,20,33.741688
28,114,116.727,20,36.651573
29,2,4.9898,20,4.374922
0,111,30.2317,21,8.555998
1,126,26.5578,21,32.75001
2,141,806.112,21,751.5373
3,127,92.2362,21,92.528656
4,54,8.7703,21,9.045013
5,136,0.1093,21,2.0176404
6,28,0.1309,21,1.0318396
7,103,35.2917,21,8.852772
8,3,1.143840000000003,21,1.6537302
9,87,3.9026,21,7.4052854
10,104,60.6356,21,32.68227
11,36,2.8698,21,1.9506919
12,149,749.272,21,793.6728
13,34,1.8049,21,1.8160503
14,62,0.9316,21,1.3943298
15,27,0.1986199999999995,21,1.0318396
16,26,0.0785,21,1.0738623
17,66,0.5634,21,1.0333121
18,18,0.4606,21,1.5437076
19,133,155.102,21,113.13907
20,2,4.9898,21,4.09819
21,49,0.5381,21,0.94130933
22,130,23.9332,21,20.485142
23,98,0.9242,21,1.0818541
24,144,0.0,21,0.8960098
25,9,50.0127,21,32.31771
26,121,25.9419,21,20.216373
27,13,0.6751,21,1.0893576
28,134,0.0,21,1.1444609
29,77,1.0102,21,1.508033
0,117,653.749,22,663.786
1,100,0.0224,22,18.838202
2,88,5.661469999999989,22,9.14307
3,121,25.9419,22,25.624659
4,91,2.2008,22,2.4532275
5,135,0.0813,22,1.2528262
6,25,0.036,22,0.8765444
7,139,0.0,22,0.8256716
8,76,0.9202,22,1.333736
9,5,0.4344,22,1.5508189
10,13,0.6751,22,0.9461493
11,7,44.5338,22,28.128103
12,60,0.265,22,0.8230166
13,45,1.523,22,1.1128736
14,137,893.539,22,688.1505
15,108,521.196,22,598.12494
16,81,60.9434,22,76.58551
17,46,21.8598,22,18.857586
18,42,11.5124,22,3.533401
19,79,19.0626,22,25.83637
20,14,3.1201,22,3.3482738
21,85,72.7823,22,114.87054
22,87,3.9026,22,8.624984
23,49,0.5381,22,0.8369402
24,131,65.8824,22,50.6843
25,129,91.2264,22,108.12755
26,71,1.5634,22,3.1840096
27,113,37.4758,22,33.37028
28,105,3.8259,22,1.3337343
29,64,1.3146,22,1.2134261
0,2,4.9898,23,4.528654
1,0,2.601039999999997,23,1.4683233
2,74,14.6056,23,21.90937
3,37,9.669585,23,20.129242
4,64,1.3146,23,0.93873394
5,149,749.272,23,802.14294
6,126,26.5578,23,40.09073
7,31,2.27,23,4.1789017
8,123,22.3438,23,21.825691
9,47,0.98,23,1.2304788
10,13,0.6751,23,0.76792324
11,130,23.9332,23,23.9702
12,134,0.0,23,1.4728687
13,24,19.7695,23,24.180834
14,68,14.04103499999995,23,26.156576
15,35,267.5,23,114.35043
16,147,0.0,23,0.5803174
17,120,12.7955,23,19.906887
18,133,155.102,23,110.86024
19,41,3.4419,23,1.1203864
20,115,100.569,23,85.41604
21,142,0.0,23,5.6900783
22,112,38.6483,23,26.431274
23,29,0.2903,23,0.67943656
24,46,21.8598,23,23.490833
25,145,710.2378499999994,23,798.0682
26,103,35.2917,23,18.398499
27,84,6.2164,23,22.3844
28,89,14.256,23,29.628317
29,16,4.3194,23,4.3015604
0,23,16.2733,24,16.254309
1,18,0.4606,24,1.4502192
2,20,2.254,24,1.4410906
3,125,4.1632,24,14.135718
4,94,480.486,24,434.8571
5,22,12.6221,24,7.050583
6,51,27.9617,24,22.027529
7,83,4.8713,24,9.090577
8,73,14.8822,24,9.0218935
9,90,21.952,24,32.308807
10,95,6.8993,24,1.7255528
11,58,49.4681,24,46.196693
12,135,0.0813,24,0.6722252
13,144,0.0,24,0.61630744
14,118,674.9713000000012,24,683.29895
15,5,0.4344,24,1.2188082
16,76,0.9202,24,1.2135859
17,119,649.721,24,683.29895
18,44,18.8523,24,15.167366
19,75,16.5676,24,19.709711
20,63,351.6975,24,254.75471
21,4,30.2281,24,25.420822
22,132,63.9294,24,47.349503
23,41,3.4419,24,1.5475731
24,121,25.9419,24,24.747713
25,82,0.8080000000000002,24,0.70296735
26,105,3.8259,24,2.1990292
27,81,60.9434,24,79.53143
28,62,0.9316,24,1.0688808
29,48,26.3377,24,20.687569
0,129,91.2264,25,82.42376
1,126,26.5578,25,23.09526
2,15,20.7338,25,31.382092
3,20,2.254,25,1.431213
4,75,16.5676,25,16.898703
5,73,14.8822,25,8.286118
6,98,0.9242,25,0.8838401
7,12,4.6613,25,6.1452074
8,114,116.727,25,65.29071
9,71,1.5634,25,3.9815822
10,61,1.4438,25,12.215747
11,26,0.0785,25,0.6800413
12,148,804.869,25,773.70966
13,68,14.04103499999995,25,28.969711
14,18,0.4606,25,1.2802073
15,122,1.7296,25,4.1046677
16,106,64.84307000000018,25,57.929363
17,112,38.6483,25,22.672163
18,77,1.0102,25,1.3991896
19,62,0.9316,25,1.1747729
20,19,1.9377,25,1.431213
21,59,0.9925,25,8.501953
22,127,92.2362,25,85.91623
23,145,710.2378499999994,25,796.56885
24,113,37.4758,25,25.089851
25,40,0.8705000000000002,25,0.9653311
26,120,12.7955,25,19.989094
27,11,2.2915,25,2.2372093
28,128,90.0729,25,82.73494
29,111,30.2317,25,22.863836
0,128,90.0729,26,85.063866
1,94,480.486,26,440.6226
2,13,0.6751,26,0.82475954
3,132,63.9294,26,56.605946
4,124,44.9176,26,58.21195
5,59,0.9925,26,6.8804297
6,45,1.523,26,1.741488
7,17,0.7619,26,1.8950381
8,98,0.9242,26,0.85658365
9,111,30.2317,26,18.615793
10,145,710.2378499999994,26,792.8625
11,21,1.91,26,1.670196
12,29,0.2903,26,0.6856223
13,97,499.1056,26,539.1995
14,40,0.8705000000000002,26,1.0395441
15,148,804.869,26,789.02893
16,58,49.4681,26,36.13146
17,114,116.727,26,59.434906
18,43,1.3317,26,1.7614923
19,90,21.952,26,34.651775
20,3,1.143840000000003,26,0.9923659
21,55,41.95629000000001,26,34.22968
22,84,6.2164,26,25.29053
23,146,781.017,26,792.8625
24,73,14.8822,26,8.630469
25,77,1.0102,26,1.5546498
26,7,44.5338,26,26.426973
27,113,37.4758,26,33.42455
28,129,91.2264,26,84.57413
29,27,0.1986199999999995,26,0.6856223
0,51,27.9617,27,20.728838
1,57,0.3474,27,1.5076094
2,64,1.3146,27,1.5762751
3,114,116.727,27,50.027878
4,61,1.4438,27,13.201596
5,131,65.8824,27,50.581356
6,46,21.8598,27,19.610153
7,103,35.2917,27,18.477793
8,19,1.9377,27,1.3770993
9,96,539.255,27,491.3424
10,1,7.1585,27,3.0368352
11,17,0.7619,27,1.5332339
12,72,1.2908,27,1.1776273
13,127,92.2362,27,90.57545
14,50,1.4889,27,1.1639783
15,56,1.0565,27,1.5015135
16,144,0.0,27,0.47602975
17,3,1.143840000000003,27,1.2708755
18,18,0.4606,27,1.4145997
19,35,267.5,27,183.60481
20,119,649.721,27,701.12103
21,116,651.657800000002,27,552.661
22,93,19.7051,27,33.6369
23,101,0.0,27,51.89954
24,102,29.2342,27,17.693607
25,85,72.7823,27,104.96745
26,136,0.1093,27,1.521902
27,105,3.8259,27,1.4713125
28,41,3.4419,27,1.3379776
29,95,6.8993,27,2.2637322
0,88,5.661469999999989,28,6.724301
1,73,14.8822,28,10.23009
2,123,22.3438,28,19.975851
3,29,0.2903,28,0.66161853
4,140,0.0,28,0.6972855
5,115,100.569,28,107.829926
6,121,25.9419,28,24.103865
7,39,1.46,28,1.0189404
8,7,44.5338,28,24.509493
9,44,18.8523,28,16.417295
10,59,0.9925,28,6.8367963
11,135,0.0813,28,0.69860727
