,index,q95,rodada,y_pred_XGBRFRegressor
17,113,37.4758,531,46.368134
18,97,499.1056,531,547.99194
19,135,0.0813,531,1.1754148
20,47,0.98,531,1.1632464
21,88,5.661469999999989,531,9.308908
22,126,26.5578,531,23.509756
23,79,19.0626,531,21.256142
24,62,0.9316,531,1.1248448
25,53,0.0535,531,0.9993718
26,2,4.9898,531,3.9202766
27,132,63.9294,531,44.51331
28,14,3.1201,531,3.8641143
29,119,649.721,531,707.72015
0,10,7.8011,532,4.305204
1,98,0.9242,532,0.7724588
2,89,14.256,532,28.621027
3,47,0.98,532,1.2900864
4,8,1.06597,532,2.897284
5,121,25.9419,532,22.395195
6,66,0.5634,532,0.7904346
7,113,37.4758,532,15.0059595
8,36,2.8698,532,2.811739
9,102,29.2342,532,11.261339
10,61,1.4438,532,5.7688293
11,109,21.0648,532,3.7030578
12,86,417.366,532,367.73764
13,137,893.539,532,702.3765
14,30,25.3048,532,31.680984
15,52,30.8772,532,39.343296
16,110,19.308,532,15.1445675
17,97,499.1056,532,534.2063
18,62,0.9316,532,1.2725617
19,18,0.4606,532,1.5680522
20,119,649.721,532,687.649
21,103,35.2917,532,9.731636
22,130,23.9332,532,21.552591
23,107,592.418,532,534.2063
24,51,27.9617,532,27.602753
25,24,19.7695,532,22.080364
26,42,11.5124,532,3.5031376
27,112,38.6483,532,10.5191145
28,33,4.3,532,3.8701253
29,5,0.4344,532,1.2116268
0,89,14.256,533,32.373295
1,107,592.418,533,504.6731
2,14,3.1201,533,3.1543782
3,20,2.254,533,1.3208513
4,93,19.7051,533,37.626358
5,28,0.1309,533,0.76137584
6,67,3.9056,533,4.6924033
7,110,19.308,533,35.33116
8,36,2.8698,533,2.4779866
9,8,1.06597,533,2.3881266
10,146,781.017,533,757.64734
11,99,0.2635,533,2.835492
12,142,0.0,533,7.1983953
13,82,0.8080000000000002,533,0.76137584
14,98,0.9242,533,1.0730443
15,31,2.27,533,3.996095
16,119,649.721,533,696.748
17,39,1.46,533,0.94594425
18,79,19.0626,533,31.745232
19,85,72.7823,533,112.441635
20,103,35.2917,533,16.69125
21,115,100.569,533,86.531105
22,136,0.1093,533,2.7744098
23,0,2.601039999999997,533,1.4142375
24,104,60.6356,533,34.954338
25,52,30.8772,533,29.08222
26,69,9.8188,533,8.042595
27,9,50.0127,533,35.19582
28,68,14.04103499999995,533,24.684252
29,54,8.7703,533,9.788389
0,118,674.9713000000012,534,657.262
1,26,0.0785,534,0.89901626
2,115,100.569,534,91.4044
3,82,0.8080000000000002,534,0.6963419
4,41,3.4419,534,1.4164844
5,46,21.8598,534,18.66181
6,93,19.7051,534,49.26038
7,77,1.0102,534,1.5390234
8,43,1.3317,534,1.441988
9,122,1.7296,534,4.4245596
10,143,0.0,534,0.6689209
11,92,26.507345,534,50.86226
12,47,0.98,534,1.3291206
13,18,0.4606,534,1.5227222
14,99,0.2635,534,2.9365213
15,68,14.04103499999995,534,22.976393
16,89,14.256,534,38.54032
17,123,22.3438,534,23.976223
18,16,4.3194,534,3.4669406
19,90,21.952,534,49.34984
20,61,1.4438,534,17.515951
21,121,25.9419,534,26.673218
22,108,521.196,534,592.41296
23,35,267.5,534,184.70215
24,74,14.6056,534,18.010164
25,28,0.1309,534,0.91409576
26,17,0.7619,534,1.5341482
27,116,651.657800000002,534,592.41296
28,101,0.0,534,76.3749
29,29,0.2903,534,0.91409576
0,50,1.4889,535,0.957935
1,139,0.0,535,0.5537567
2,35,267.5,535,179.03668
3,30,25.3048,535,22.557846
4,14,3.1201,535,3.6347294
5,3,1.143840000000003,535,1.2981914
6,2,4.9898,535,4.353081
7,81,60.9434,535,80.43228
8,110,19.308,535,40.0228
9,27,0.1986199999999995,535,0.70597434
10,47,0.98,535,1.0186955
11,73,14.8822,535,10.095384
12,53,0.0535,535,0.69900477
13,34,1.8049,535,2.585032
14,103,35.2917,535,17.136662
15,146,781.017,535,752.3052
16,82,0.8080000000000002,535,0.6568105
17,83,4.8713,535,11.0787735
18,16,4.3194,535,3.7900972
19,46,21.8598,535,19.929178
20,25,0.036,535,0.7011945
21,96,539.255,535,490.54517
22,132,63.9294,535,42.755272
23,71,1.5634,535,3.5064373
24,49,0.5381,535,0.6192281
25,56,1.0565,535,1.5958582
26,55,41.95629000000001,535,32.79728
27,41,3.4419,535,1.101128
28,42,11.5124,535,3.7687893
29,105,3.8259,535,1.643443
0,4,30.2281,536,28.261791
1,53,0.0535,536,0.809324
2,110,19.308,536,40.20119
3,44,18.8523,536,12.360377
4,26,0.0785,536,0.8576143
5,82,0.8080000000000002,536,0.783375
6,11,2.2915,536,2.5374022
7,85,72.7823,536,100.026634
8,96,539.255,536,465.25226
9,136,0.1093,536,4.784675
10,140,0.0,536,0.8690102
11,12,4.6613,536,5.2305756
12,83,4.8713,536,10.834237
13,38,230.307,536,296.3983
14,97,499.1056,536,465.25226
15,80,48.2795,536,96.11731
16,108,521.196,536,600.85187
17,94,480.486,536,465.25226
18,6,4.138,536,1.6359463
19,137,893.539,536,699.07965
20,127,92.2362,536,93.1746
21,93,19.7051,536,30.87991
22,102,29.2342,536,21.277039
23,75,16.5676,536,20.610867
24,47,0.98,536,1.2087572
25,130,23.9332,536,23.817364
26,100,0.0224,536,21.875372
27,9,50.0127,536,34.395653
28,123,22.3438,536,18.772266
29,95,6.8993,536,2.3823853
0,111,30.2317,537,25.2884
1,24,19.7695,537,20.683903
2,23,16.2733,537,18.22732
3,43,1.3317,537,1.148838
4,73,14.8822,537,7.305434
5,102,29.2342,537,18.728104
6,17,0.7619,537,1.2262764
7,3,1.143840000000003,537,2.5960991
8,69,9.8188,537,7.138277
9,120,12.7955,537,18.93857
10,146,781.017,537,803.3231
11,31,2.27,537,4.231666
12,119,649.721,537,689.5246
13,138,819.714,537,864.20685
14,56,1.0565,537,1.2838068
15,4,30.2281,537,24.628271
16,126,26.5578,537,29.892157
17,82,0.8080000000000002,537,0.69767565
18,6,4.138,537,3.1402876
19,123,22.3438,537,22.18411
20,7,44.5338,537,29.324123
21,36,2.8698,537,2.096167
22,0,2.601039999999997,537,3.0572069
23,66,0.5634,537,0.73847383
24,127,92.2362,537,93.035416
25,54,8.7703,537,7.1802053
26,30,25.3048,537,23.831545
27,117,653.749,537,651.93506
28,145,710.2378499999994,537,803.3231
29,72,1.2908,537,1.0543704
0,7,44.5338,538,22.889719
1,68,14.04103499999995,538,22.862768
2,97,499.1056,538,540.50476
3,26,0.0785,538,0.9273976
4,73,14.8822,538,9.226136
5,87,3.9026,538,9.699352
6,43,1.3317,538,1.1611392
7,3,1.143840000000003,538,1.3493474
8,48,26.3377,538,24.280148
9,16,4.3194,538,3.644397
10,142,0.0,538,14.244589
11,33,4.3,538,6.895227
12,78,1.1114,538,1.2928169
13,108,521.196,538,593.8743
14,40,0.8705000000000002,538,1.1761482
15,59,0.9925,538,11.563227
16,106,64.84307000000018,538,51.154034
17,122,1.7296,538,5.2295094
18,139,0.0,538,1.0121753
19,63,351.6975,538,255.6502
20,37,9.669585,538,19.59848
21,131,65.8824,538,36.670956
22,9,50.0127,538,23.598965
23,129,91.2264,538,94.29305
24,29,0.2903,538,0.8893956
25,39,1.46,538,1.1761482
26,100,0.0224,538,13.195857
27,105,3.8259,538,1.5404117
28,46,21.8598,538,21.072739
29,75,16.5676,538,21.83885
0,37,9.669585,539,17.899368
1,91,2.2008,539,3.8365796
2,58,49.4681,539,37.332806
3,110,19.308,539,30.892872
4,146,781.017,539,739.8421
5,93,19.7051,539,34.8184
6,34,1.8049,539,2.6159697
7,118,674.9713000000012,539,651.14856
8,108,521.196,539,598.6047
9,10,7.8011,539,7.4405646
10,61,1.4438,539,11.264102
11,45,1.523,539,0.9500816
12,20,2.254,539,1.380749
13,103,35.2917,539,9.697386
14,74,14.6056,539,20.241182
15,79,19.0626,539,24.931097
16,133,155.102,539,101.02022
17,115,100.569,539,59.404343
18,78,1.1114,539,1.2521102
19,88,5.661469999999989,539,7.7425222
20,67,3.9056,539,5.3886414
21,112,38.6483,539,27.102795
22,50,1.4889,539,0.88559794
23,40,0.8705000000000002,539,1.1651995
24,114,116.727,539,56.5908
25,148,804.869,539,723.5023
26,57,0.3474,539,2.6799126
27,111,30.2317,539,10.006374
28,94,480.486,539,437.0353
29,96,539.255,539,449.29608
0,119,649.721,540,669.9026
1,109,21.0648,540,5.3046017
2,15,20.7338,540,28.95059
3,37,9.669585,540,17.653807
4,115,100.569,540,58.57058
5,54,8.7703,540,8.694375
6,36,2.8698,540,2.015015
7,6,4.138,540,2.1591938
8,3,1.143840000000003,540,1.1751113
9,32,4.744,540,4.7703485
10,46,21.8598,540,20.068916
11,132,63.9294,540,53.002777
12,82,0.8080000000000002,540,0.8418518
13,148,804.869,540,755.3871
14,111,30.2317,540,20.233974
15,52,30.8772,540,27.17351
16,114,116.727,540,54.2986
17,24,19.7695,540,21.100079
18,68,14.04103499999995,540,27.995125
19,7,44.5338,540,29.514978
20,135,0.0813,540,1.1019273
21,5,0.4344,540,1.0821414
22,25,0.036,540,0.91381794
23,95,6.8993,540,2.0391138
24,113,37.4758,540,33.04847
25,126,26.5578,540,26.65773
26,137,893.539,540,743.0083
27,11,2.2915,540,2.3004346
28,79,19.0626,540,31.518703
29,118,674.9713000000012,540,669.9026
0,3,1.143840000000003,541,1.7637702
1,86,417.366,541,379.10245
2,147,0.0,541,0.74589884
3,31,2.27,541,4.3046627
4,71,1.5634,541,4.0703173
5,38,230.307,541,293.44492
6,45,1.523,541,1.2575201
7,120,12.7955,541,20.906961
8,17,0.7619,541,1.5050529
9,54,8.7703,541,8.838968
10,123,22.3438,541,24.243555
11,51,27.9617,541,22.222471
12,107,592.418,541,504.1215
13,126,26.5578,541,34.852295
14,72,1.2908,541,1.1795896
15,93,19.7051,541,32.862846
16,134,0.0,541,1.1530725
17,135,0.0813,541,1.1102535
18,55,41.95629000000001,541,34.02188
19,112,38.6483,541,25.736692
20,87,3.9026,541,7.524271
21,67,3.9056,541,4.568963
22,16,4.3194,541,4.917096
23,5,0.4344,541,1.1969429
24,85,72.7823,541,97.67109
25,75,16.5676,541,20.563787
26,26,0.0785,541,0.7473675
27,64,1.3146,541,1.3378233
28,127,92.2362,541,90.68357
29,47,0.98,541,1.158605
0,12,4.6613,542,6.3198967
1,115,100.569,542,101.73211
2,47,0.98,542,1.0441753
3,105,3.8259,542,1.138238
4,135,0.0813,542,0.84373033
5,109,21.0648,542,6.1373315
6,102,29.2342,542,22.212612
7,16,4.3194,542,5.283419
8,143,0.0,542,0.60887754
9,67,3.9056,542,4.823432
10,84,6.2164,542,17.158722
11,91,2.2008,542,2.5257602
12,86,417.366,542,264.62372
13,71,1.5634,542,3.544242
14,46,21.8598,542,21.089598
15,64,1.3146,542,1.5454551
16,112,38.6483,542,23.27309
17,8,1.06597,542,1.8066435
18,11,2.2915,542,1.7524068
19,148,804.869,542,765.23584
20,77,1.0102,542,1.4871694
21,127,92.2362,542,81.257355
22,63,351.6975,542,266.7095
23,111,30.2317,542,20.4477
24,1,7.1585,542,3.286336
25,60,0.265,542,0.6440424
26,68,14.04103499999995,542,25.20612
27,35,267.5,542,176.41586
28,79,19.0626,542,26.87739
29,21,1.91,542,1.6075937
0,143,0.0,543,0.70747757
1,39,1.46,543,1.1919386
2,87,3.9026,543,8.4634905
3,105,3.8259,543,1.255024
4,140,0.0,543,0.9827628
5,54,8.7703,543,10.736743
6,53,0.0535,543,0.81663084
7,13,0.6751,543,0.9610448
8,99,0.2635,543,1.5054607
9,83,4.8713,543,11.866111
10,8,1.06597,543,2.004227
11,108,521.196,543,594.2706
12,128,90.0729,543,92.9799
13,77,1.0102,543,1.6899483
14,27,0.1986199999999995,543,0.86235666
15,12,4.6613,543,5.9071918
16,28,0.1309,543,0.86235666
17,14,3.1201,543,1.5579076
18,95,6.8993,543,2.0146747
19,103,35.2917,543,11.80445
20,78,1.1114,543,1.651819
21,79,19.0626,543,32.35431
22,100,0.0224,543,13.415831
23,1,7.1585,543,2.6867433
24,118,674.9713000000012,543,653.3259
25,33,4.3,543,8.207902
26,48,26.3377,543,24.922112
27,136,0.1093,543,4.8443413
28,111,30.2317,543,11.461986
29,45,1.523,543,1.2557096
0,63,351.6975,544,275.43073
1,91,2.2008,544,2.9162602
2,98,0.9242,544,4.3291726
3,5,0.4344,544,1.2394919
4,3,1.143840000000003,544,1.4664061
5,13,0.6751,544,1.0983009
6,105,3.8259,544,4.9025865
7,73,14.8822,544,8.456225
8,8,1.06597,544,1.9725894
9,17,0.7619,544,1.4478705
10,41,3.4419,544,1.4063711
11,122,1.7296,544,6.750741
12,131,65.8824,544,55.911003
13,38,230.307,544,285.24557
14,114,116.727,544,47.466984
15,54,8.7703,544,8.55191
16,138,819.714,544,816.31067
17,59,0.9925,544,8.091488
18,18,0.4606,544,1.3350153
19,140,0.0,544,0.78464276
20,58,49.4681,544,36.877586
21,90,21.952,544,33.796753
22,51,27.9617,544,21.718903
23,15,20.7338,544,24.928665
24,92,26.507345,544,33.602028
25,107,592.418,544,509.69702
26,126,26.5578,544,25.458862
27,60,0.265,544,0.7594786
28,119,649.721,544,691.16406
29,141,806.112,544,816.31067
0,74,14.6056,545,21.556974
1,114,116.727,545,56.67145
2,33,4.3,545,7.0996523
3,59,0.9925,545,7.6072054
4,1,7.1585,545,2.8020482
5,27,0.1986199999999995,545,0.64902323
6,62,0.9316,545,1.3030859
7,7,44.5338,545,29.840368
8,5,0.4344,545,1.1387348
9,94,480.486,545,432.31573
10,72,1.2908,545,1.402861
11,38,230.307,545,287.13135
12,102,29.2342,545,18.829231
13,144,0.0,545,0.74527425
14,69,9.8188,545,9.024236
15,123,22.3438,545,23.182478
16,81,60.9434,545,81.18875
17,138,819.714,545,864.1355
18,127,92.2362,545,94.82966
19,51,27.9617,545,25.53568
20,24,19.7695,545,23.270567
21,21,1.91,545,1.7750224
22,60,0.265,545,0.65677565
23,145,710.2378499999994,545,798.78577
24,79,19.0626,545,23.671295
25,91,2.2008,545,1.8387842
26,129,91.2264,545,95.965775
27,143,0.0,545,0.59546345
28,12,4.6613,545,5.5725784
29,95,6.8993,545,1.8387842
0,80,48.2795,546,78.33384
1,30,25.3048,546,20.544785
2,7,44.5338,546,28.818905
3,31,2.27,546,4.4020505
4,19,1.9377,546,1.5666811
5,65,4.2191,546,4.3686123
6,95,6.8993,546,2.3529491
7,103,35.2917,546,17.618193
8,53,0.0535,546,0.7834805
9,122,1.7296,546,2.914206
10,20,2.254,546,1.5666811
11,33,4.3,546,7.2163973
12,85,72.7823,546,108.51428
13,117,653.749,546,663.5919
14,57,0.3474,546,2.209219
15,62,0.9316,546,1.014847
16,45,1.523,546,1.2914908
17,115,100.569,546,104.00891
18,131,65.8824,546,46.219685
19,144,0.0,546,0.5425931
20,127,92.2362,546,97.59653
21,123,22.3438,546,23.348087
22,35,267.5,546,171.8214
23,5,0.4344,546,1.3190167
24,70,24.3336,546,38.958652
25,97,499.1056,546,541.87213
26,100,0.0224,546,17.050032
27,66,0.5634,546,0.7469357
28,92,26.507345,546,28.630081
29,84,6.2164,546,26.142971
0,108,521.196,547,598.316
1,126,26.5578,547,24.301758
2,7,44.5338,547,24.722857
3,25,0.036,547,0.90252715
4,68,14.04103499999995,547,23.106815
5,124,44.9176,547,67.79259
6,12,4.6613,547,5.3065314
7,15,20.7338,547,23.569649
8,145,710.2378499999994,547,803.21045
9,22,12.6221,547,8.089239
10,119,649.721,547,703.9503
11,140,0.0,547,0.9923809
12,120,12.7955,547,20.644104
13,143,0.0,547,0.7741993
14,23,16.2733,547,20.840508
15,11,2.2915,547,2.1682887
16,55,41.95629000000001,547,39.577774
17,146,781.017,547,803.21045
18,37,9.669585,547,21.155287
19,54,8.7703,547,11.877586
20,90,21.952,547,38.512897
21,92,26.507345,547,36.495502
22,18,0.4606,547,1.5001764
23,101,0.0,547,77.91501
24,36,2.8698,547,2.0875168
25,134,0.0,547,2.8542848
26,95,6.8993,547,2.1457267
27,91,2.2008,547,2.5265708
28,83,4.8713,547,14.682781
29,33,4.3,547,6.531893
0,54,8.7703,548,9.618837
1,114,116.727,548,57.91159
2,80,48.2795,548,71.25395
3,103,35.2917,548,16.727573
4,66,0.5634,548,0.6861464
5,137,893.539,548,676.3281
6,58,49.4681,548,40.60572
7,119,649.721,548,667.3471
8,6,4.138,548,1.3518826
9,42,11.5124,548,3.4399433
10,144,0.0,548,0.6211287
11,62,0.9316,548,1.1704789
12,91,2.2008,548,2.4457235
13,96,539.255,548,486.10318
14,138,819.714,548,676.3281
15,33,4.3,548,6.039979
16,18,0.4606,548,1.2940603
17,81,60.9434,548,108.88873
18,53,0.0535,548,0.70708144
19,43,1.3317,548,1.1437417
20,1,7.1585,548,2.570809
21,22,12.6221,548,7.0097675
22,46,21.8598,548,20.6658
23,0,2.601039999999997,548,1.2123266
24,9,50.0127,548,33.212616
25,24,19.7695,548,21.320398
26,106,64.84307000000018,548,53.57725
27,30,25.3048,548,22.82889
28,118,674.9713000000012,548,667.3471
29,124,44.9176,548,46.6119
0,63,351.6975,549,276.36365
1,140,0.0,549,1.328559
2,52,30.8772,549,27.86647
3,104,60.6356,549,34.443592
4,98,0.9242,549,2.2907877
5,122,1.7296,549,4.160462
6,57,0.3474,549,2.6983504
7,144,0.0,549,0.83537424
8,119,649.721,549,701.8005
9,93,19.7051,549,37.68987
10,114,116.727,549,55.478676
11,79,19.0626,549,26.060581
12,48,26.3377,549,21.200804
13,126,26.5578,549,30.627485
14,103,35.2917,549,14.79189
15,58,49.4681,549,41.209385
16,145,710.2378499999994,549,797.7379
17,26,0.0785,549,0.85232484
18,22,12.6221,549,5.4060802
19,31,2.27,549,3.9144914
20,123,22.3438,549,20.440052
21,72,1.2908,549,1.1077288
22,12,4.6613,549,3.2514205
23,99,0.2635,549,2.6656446
24,110,19.308,549,36.232967
25,95,6.8993,549,3.1336122
26,42,11.5124,549,3.114884
27,15,20.7338,549,26.811707
28,10,7.8011,549,4.662719
29,138,819.714,549,863.6327
0,115,100.569,550,86.40158
1,69,9.8188,550,10.585225
2,116,651.657800000002,550,599.32
3,93,19.7051,550,37.204662
4,12,4.6613,550,4.8604345
5,81,60.9434,550,79.5877
6,121,25.9419,550,23.798775
7,142,0.0,550,13.181755
8,35,267.5,550,174.3568
9,72,1.2908,550,1.1001728
10,20,2.254,550,1.4957328
11,88,5.661469999999989,550,10.974166
12,28,0.1309,550,0.6350743
13,39,1.46,550,1.0092683
14,47,0.98,550,1.1001728
15,79,19.0626,550,26.98976
16,46,21.8598,550,18.79694
17,92,26.507345,550,36.16966
18,109,21.0648,550,5.120473
19,34,1.8049,550,2.0284638
20,126,26.5578,550,24.239746
21,108,521.196,550,599.32
22,49,0.5381,550,0.6294667
23,58,49.4681,550,52.25892
24,85,72.7823,550,101.70196
25,122,1.7296,550,2.611811
26,105,3.8259,550,1.2662725
27,146,781.017,550,742.68384
28,52,30.8772,550,28.113892
29,67,3.9056,550,4.0299673
0,148,804.869,551,721.7297
1,84,6.2164,551,23.060114
2,62,0.9316,551,1.1942978
3,30,25.3048,551,26.510597
4,122,1.7296,551,3.560922
5,115,100.569,551,97.90954
6,81,60.9434,551,75.24043
7,20,2.254,551,1.3703799
8,135,0.0813,551,1.3930676
9,4,30.2281,551,21.257479
10,101,0.0,551,65.483444
11,134,0.0,551,2.339042
12,94,480.486,551,439.67557
13,146,781.017,551,755.3638
14,23,16.2733,551,14.703246
15,47,0.98,551,1.2021332
16,18,0.4606,551,1.3428588
17,22,12.6221,551,6.6049967
18,110,19.308,551,35.017963
19,14,3.1201,551,2.6886516
20,70,24.3336,551,39.12896
21,142,0.0,551,9.171753
22,102,29.2342,551,23.818317
23,16,4.3194,551,2.8341746
24,45,1.523,551,1.2172546
25,10,7.8011,551,5.7271237
26,95,6.8993,551,2.342299
27,44,18.8523,551,14.35971
28,89,14.256,551,35.05682
29,21,1.91,551,1.3703799
0,32,4.744,552,6.03586
1,138,819.714,552,715.92377
2,5,0.4344,552,0.96476
3,58,49.4681,552,58.98075
4,50,1.4889,552,1.5757885
5,96,539.255,552,486.95184
6,18,0.4606,552,1.7002087
7,82,0.8080000000000002,552,0.647289
8,23,16.2733,552,21.072405
9,45,1.523,552,1.6831307
10,65,4.2191,552,5.6664276
11,81,60.9434,552,114.94494
12,66,0.5634,552,0.65393704
13,2,4.9898,552,4.519362
14,57,0.3474,552,2.0296578
15,125,4.1632,552,11.511195
16,145,710.2378499999994,552,799.70746
17,143,0.0,552,0.5686528
18,106,64.84307000000018,552,56.078465
19,59,0.9925,552,9.465035
20,9,50.0127,552,31.377144
21,10,7.8011,552,7.468344
22,47,0.98,552,1.6164937
23,120,12.7955,552,19.834599
24,80,48.2795,552,127.70804
25,107,592.418,552,505.1292
26,39,1.46,552,0.9384648
27,137,893.539,552,684.719
28,17,0.7619,552,1.8419056
29,86,417.366,552,374.33386
0,135,0.0813,553,1.2356339
1,4,30.2281,553,29.252157
2,23,16.2733,553,16.044943
3,113,37.4758,553,21.99813
4,34,1.8049,553,2.1330225
5,144,0.0,553,1.2356339
6,146,781.017,553,761.98865
7,10,7.8011,553,7.8107743
8,83,4.8713,553,12.122779
9,25,0.036,553,0.79718304
10,41,3.4419,553,0.951717
11,67,3.9056,553,5.28295
12,52,30.8772,553,24.610842
13,14,3.1201,553,3.470814
14,107,592.418,553,513.50745
15,98,0.9242,553,0.87981606
16,31,2.27,553,4.4009633
17,0,2.601039999999997,553,1.4606664
18,59,0.9925,553,7.4360967
19,33,4.3,553,6.752913
20,62,0.9316,553,0.87950766
21,90,21.952,553,29.800117
22,112,38.6483,553,21.044937
23,69,9.8188,553,10.825057
24,123,22.3438,553,19.768599
25,103,35.2917,553,15.153702
26,20,2.254,553,0.9958246
27,68,14.04103499999995,553,23.057032
28,8,1.06597,553,2.1599934
29,16,4.3194,553,4.083536
0,18,0.4606,554,1.3536056
1,26,0.0785,554,0.624864
2,35,267.5,554,168.98409
3,147,0.0,554,0.86916983
4,115,100.569,554,101.77747
5,53,0.0535,554,0.79456675
6,67,3.9056,554,4.872144
7,126,26.5578,554,28.216854
8,65,4.2191,554,4.686046
9,144,0.0,554,0.7925345
10,136,0.1093,554,4.518703
11,27,0.1986199999999995,554,0.65478075
12,21,1.91,554,1.8734916
13,70,24.3336,554,41.97024
14,57,0.3474,554,2.5001106
15,62,0.9316,554,1.3291916
16,96,539.255,554,489.1693
17,23,16.2733,554,20.305998
18,75,16.5676,554,18.717936
19,101,0.0,554,61.20428
20,130,23.9332,554,20.872736
21,83,4.8713,554,14.9280615
22,5,0.4344,554,1.3705436
23,120,12.7955,554,19.76715
24,10,7.8011,554,8.761866
25,58,49.4681,554,45.949627
26,38,230.307,554,168.98409
27,131,65.8824,554,55.75179
28,40,0.8705000000000002,554,1.2838374
29,122,1.7296,554,5.1235476
0,11,2.2915,555,2.4071083
1,82,0.8080000000000002,555,0.9197134
2,113,37.4758,555,20.449156
3,123,22.3438,555,17.383839
4,134,0.0,555,1.7556518
5,112,38.6483,555,17.900213
6,117,653.749,555,549.0776
7,86,417.366,555,383.85315
8,47,0.98,555,1.2305809
9,98,0.9242,555,1.9129108
10,55,41.95629000000001,555,33.424717
11,148,804.869,555,749.12506
12,136,0.1093,555,4.334548
13,29,0.2903,555,1.1758312
14,31,2.27,555,3.732299
15,135,0.0813,555,1.2022651
16,45,1.523,555,1.2485939
17,103,35.2917,555,14.008902
18,92,26.507345,555,29.588919
19,13,0.6751,555,1.2622913
20,124,44.9176,555,63.77234
21,116,651.657800000002,555,549.0776
22,95,6.8993,555,1.9458615
23,128,90.0729,555,99.9257
24,129,91.2264,555,99.474846
25,102,29.2342,555,12.224947
26,23,16.2733,555,14.191342
27,147,0.0,555,1.0098518
28,25,0.036,555,1.2250618
29,137,893.539,555,731.02045
0,84,6.2164,556,23.425583
1,77,1.0102,556,1.7121792
2,115,100.569,556,63.73599
3,141,806.112,556,661.14514
4,79,19.0626,556,25.817001
5,12,4.6613,556,5.7991586
6,78,1.1114,556,1.6457758
7,114,116.727,556,55.816914
8,138,819.714,556,661.14514
9,100,0.0224,556,17.632225
10,82,0.8080000000000002,556,0.5786863
11,111,30.2317,556,19.575712
12,59,0.9925,556,8.24203
13,75,16.5676,556,21.529226
14,66,0.5634,556,0.6041098
15,95,6.8993,556,1.9799719
16,17,0.7619,556,1.7251768
17,147,0.0,556,0.5421613
18,126,26.5578,556,34.308746
19,137,893.539,556,671.37463
20,20,2.254,556,1.9712329
21,129,91.2264,556,80.37638
22,143,0.0,556,0.5738161
23,43,1.3317,556,1.5006933
24,128,90.0729,556,81.15172
25,9,50.0127,556,31.22166
26,67,3.9056,556,4.760951
27,83,4.8713,556,11.550382
28,76,0.9202,556,1.0820065
29,121,25.9419,556,25.020704
0,1,7.1585,557,2.9851284
1,56,1.0565,557,1.6141956
2,110,19.308,557,30.43403
3,132,63.9294,557,44.51367
4,10,7.8011,557,6.7401705
5,112,38.6483,557,24.38296
6,3,1.143840000000003,557,0.8644824
7,33,4.3,557,4.4750233
8,109,21.0648,557,4.660548
9,70,24.3336,557,34.506462
10,113,37.4758,557,29.247717
11,50,1.4889,557,1.3513312
12,108,521.196,557,600.7715
13,100,0.0224,557,10.804272
14,144,0.0,557,0.52303076
15,23,16.2733,557,18.618801
16,67,3.9056,557,3.9649293
17,134,0.0,557,0.5724387
18,130,23.9332,557,20.64133
19,95,6.8993,557,1.8532014
20,62,0.9316,557,1.3513312
21,13,0.6751,557,0.65337014
22,32,4.744,557,4.7739353
23,35,267.5,557,171.27226
24,102,29.2342,557,23.621292
25,15,20.7338,557,30.228199
26,121,25.9419,557,23.236994
27,37,9.669585,557,17.340343
28,20,2.254,557,1.8776171
29,129,91.2264,557,94.27467
0,81,60.9434,558,80.23266
1,54,8.7703,558,9.233147
2,97,499.1056,558,549.8534
3,19,1.9377,558,1.6574173
4,143,0.0,558,0.80093163
5,108,521.196,558,602.8044
6,66,0.5634,558,0.8543965
7,48,26.3377,558,25.093813
8,126,26.5578,558,29.659836
9,88,5.661469999999989,558,9.094343
10,90,21.952,558,29.907267
11,44,18.8523,558,17.51548
12,106,64.84307000000018,558,53.126965
13,68,14.04103499999995,558,23.949759
14,130,23.9332,558,27.546043
15,6,4.138,558,1.699281
16,38,230.307,558,282.93967
17,147,0.0,558,0.763313
18,18,0.4606,558,1.4042664
19,139,0.0,558,1.1354184
20,77,1.0102,558,1.447772
21,4,30.2281,558,28.886059
22,59,0.9925,558,8.997013
23,125,4.1632,558,12.974702
24,43,1.3317,558,1.2662592
25,142,0.0,558,11.659986
26,56,1.0565,558,1.4018259
27,84,6.2164,558,24.20615
28,145,710.2378499999994,558,798.1665
29,13,0.6751,558,0.8656935
0,97,499.1056,559,540.3848
1,144,0.0,559,0.814522
2,118,674.9713000000012,559,650.7864
3,105,3.8259,559,1.5615032
4,117,653.749,559,650.7864
5,107,592.418,559,540.3848
6,92,26.507345,559,29.597288
7,8,1.06597,559,1.8941076
8,12,4.6613,559,5.0099864
9,32,4.744,559,4.811542
10,46,21.8598,559,19.121262
11,2,4.9898,559,3.9213421
12,43,1.3317,559,1.0163295
13,84,6.2164,559,21.425114
14,72,1.2908,559,1.0121429
15,102,29.2342,559,25.668257
16,81,60.9434,559,77.29301
17,88,5.661469999999989,559,9.194922
18,86,417.366,559,375.2394
19,137,893.539,559,679.48846
20,89,14.256,559,32.073895
21,13,0.6751,559,0.96809745
22,36,2.8698,559,1.8040597
23,100,0.0224,559,17.16812
24,16,4.3194,559,3.8326325
25,41,3.4419,559,1.2479122
26,5,0.4344,559,1.2036417
27,25,0.036,559,0.90275216
28,69,9.8188,559,8.5601
29,115,100.569,559,91.2009
0,53,0.0535,560,0.8425964
1,97,499.1056,560,545.749
