,codigo,cobacia,cocursodag,q95,brr_intervalo_i,brr_intervalo_f,brr_qtde_dados,brr_desvio_padrao,brr_media,brr_media_lower_bound,brr_media_upper_bound,brr_mediana,brr_mediana_lower_bound,brr_mediana_upper_bound,brr_moda,brr_dentro_intervalo
"(41380000,)","(41380000,)",769495811,7694958,0.98,-42.15045584860607,40.96495462178082,220,20.39523937797623,0.13759926812052548,-2.735669713991171,2.7998078822282855,0.6192036224450561,-2.5343162181447365,4.443950309972067,-47.715167135256536,1
"(41410000,)","(41410000,)",769495597,7694,26.3377,-14.767788714552353,82.18176686687728,192,29.551575669753788,28.941678732961844,24.79434124536138,33.30626494571112,27.94635169485698,23.423434555833815,31.613922254949955,-31.07596536882147,1
"(41440005,)","(41440005,)",769495675,7694956,0.5381,-32.07927997486852,38.82220155563186,208,18.718105037362736,1.6019117396573037,-0.8823514470307646,4.057441687696468,1.7920373371494023,-0.7013154186079831,4.668837910305249,-64.79437093523212,1
"(41539998,)","(41539998,)",769495633,7694956,1.4889,-44.65062858708927,36.89233298012537,175,20.9971009504986,-2.793188464787262,-5.969820668908839,0.26891148339292986,-1.2245894567800804,-5.732409243154308,1.9239147591238321,-73.53944050955627,1
"(41600000,)","(41600000,)",769495513,7694,27.9617,-22.753175534285507,91.89354975062403,192,29.633796014206503,30.57679456356425,26.381654773129544,34.60099711628567,29.102930494329513,23.76624510654416,34.655780571886694,-32.768896173587365,1
"(41650002,)","(41650002,)",7694937,7694,30.8772,-9.587257019823092,106.70366932930656,193,31.842295269043447,40.12133634824921,35.90284949210065,44.584591909249276,37.209371498050054,31.988540403159107,42.44426950213319,-27.807313024784378,1
"(41685000,)","(41685000,)",769492513,769492,0.0535,-42.02920877600037,37.17030615377207,204,19.940091178656225,0.8369839544904306,-1.900217768457303,3.454509464491494,0.4440465066361696,-1.6723984146333155,4.260778344081051,-85.45528949954308,1
"(41780002,)","(41780002,)",7694837,76948,8.7703,-32.201813175986814,58.78590757512444,196,21.979707534964813,13.436520362824366,10.40506430988796,16.55746182796865,13.040258941738948,10.569138707274803,17.454071940229404,-42.68848296053878,1
"(41818000,)","(41818000,)",7694713,7694,41.95629000000001,-0.9725869001358772,174.43377480598167,195,80.37017313714118,63.23503899128506,53.48620552224472,75.92014023827706,49.3026115352837,44.568746503309086,56.09169215154906,-25.547281447522117,1
"(41890000,)","(41890000,)",7694439,76944,1.0565,-42.445876060634,37.06399933606333,200,20.203711094169275,-2.4930181498203545,-5.161363237730543,0.47865328186259637,-2.827896341573613,-6.251108476694277,1.2984447481312387,-51.69008022468155,1
"(41940000,)","(41940000,)",76942133,76942,0.3474,-40.868157285079306,35.053876269387914,180,19.974018504072706,-1.2414251761851736,-4.196571105111659,1.5993633081329688,-0.41821804090915293,-3.3385145703213297,2.437019059626382,-51.149748398219,1
"(41990000,)","(41990000,)",76941371,7694,49.4681,9.022289996713077,179.8364694713303,214,70.33310837700593,83.62712294442265,74.89036846648249,93.29108980469559,74.4847888660816,67.45886654638097,79.46621760994724,-0.20020284270798072,1
"(42089998,)","(42089998,)",769257,7692,0.9925,-45.69088516628216,48.986908418762866,195,22.173537707075763,4.441222977396875,1.1358412742564574,7.223209914229365,5.0142178445191234,2.4165985891841757,7.803001662999435,-56.58501917611275,1
"(42100000,)","(42100000,)",7692453,76924,0.265,-45.051798018741735,34.3833710263457,206,18.72561191182361,-3.9237808729812462,-6.459274471220216,-1.3433010917390387,-1.419410774653855,-4.6514089556341816,1.5840861033400557,-49.364330226933106,1
"(42145498,)","(42145498,)",769235,7692,1.4438,-31.71531812268696,53.522564071074356,204,22.637357571585035,8.04475077130444,4.999799808970851,11.194653989101772,6.827456189279353,4.013277113850002,11.68044376149144,-55.07374339233505,1
"(42187000,)","(42187000,)",76912733,76912,0.9316,-43.61093535586234,37.66796195040473,209,20.427736751658898,-2.3253793325906593,-5.177095308912547,0.36889970645750547,-3.154409289312426,-5.065204245850396,0.5227212669713026,-54.14427325790025,1
"(42210000,)","(42210000,)",7691133,76,351.6975,167.99229968200447,615.8471655754499,186,164.99694657637085,320.86066771010854,299.2005739429622,345.84808309212355,286.30424005776024,275.39172021341045,303.5483998601235,110.52337500592334,1
"(42250000,)","(42250000,)",76899393,768,1.3146,-37.857983029195445,31.096669080944967,182,19.46150263153711,-1.37375405811212,-4.224496368769386,1.2993276853644937,1.5053977333138633,-2.2240448888528093,4.276455970194302,-67.05149194927097,1
"(42251000,)","(42251000,)",7689577,768,4.2191,-35.48582966559728,44.057803346599144,184,20.187420859655816,4.192264198038674,1.3395423799847401,7.113401492898025,5.007744252189731,0.3378347552390866,8.788290719854377,-46.0012469600181,1
"(42255000,)","(42255000,)",768944393,768944,0.5634,-44.1874447713013,32.99940048894703,197,20.32490348601925,-5.353308628441076,-7.981521005399688,-2.4540411271306497,-1.775502177122732,-4.921216532750378,-0.6473661797769239,-63.008332967909055,1
"(42257000,)","(42257000,)",7689411,76894,3.9056,-42.428053835706294,37.719266499365645,186,20.724876607728856,2.6860941795385727,-0.4416869808441534,5.647019711134275,5.316177255638735,0.6797459429706223,9.105902092673155,-56.09774174681765,1
"(42290000,)","(42290000,)",768911,768,14.04103499999995,-18.59860609350851,93.34951390264472,177,37.98065416904789,30.223919695105767,24.980736647161873,35.83970787455098,28.121126832830754,22.183562765848933,31.688968757634854,-36.89330664888527,1
"(42365000,)","(42365000,)",7688133,7688,9.8188,-37.46002374865698,50.8882756473277,216,22.24075765013639,7.421225492951122,4.69919154309253,10.416509564724503,7.549384531948519,5.176320656946213,11.148346917459548,-54.8172970009132,1
"(42395000,)","(42395000,)",768755,768,24.3336,-14.450525063306507,162.16781700341195,213,58.154941781039696,48.4855329451548,41.20917100411997,57.194155077242186,42.2478655606167,35.48604493793815,48.5590960916078,-29.6215566831685,1
"(42435000,)","(42435000,)",768641,76864,1.5634,-39.04875749789078,43.75889644755006,199,23.057982852816682,1.3498300546071604,-1.9521205226912575,4.663870152399661,0.7313381843658675,-3.9397859589167012,5.9568073136264275,-47.279336932269,1
"(42440000,)","(42440000,)",7686915,7686,1.2908,-45.47933660739164,32.8370357345924,207,20.197389150336534,-2.5017001210563867,-5.35592913586978,0.3220633150786388,-1.705588412857523,-5.020597521527619,3.39080179986847,-58.397500389965714,1
"(42460000,)","(42460000,)",76847751,7684,14.8822,-34.24139831710613,66.67895133642531,202,25.30881260935781,16.417859007435148,12.987743887781075,20.020848629937205,17.274600075284276,10.86297167084986,21.50902775296499,-45.37445003542939,1
"(42490000,)","(42490000,)",76847333,7684,14.6056,-25.434292050852726,66.47584216304779,193,24.861470489207527,17.227302538267292,13.805326098426118,20.760876521458087,18.517397340338064,13.218622345220808,22.060417965181614,-38.42000205819171,1
"(42540000,)","(42540000,)",7684717,7684,16.5676,-25.65192748345683,71.97153981054885,201,25.777152094793017,20.499163941755636,16.958427011897122,24.06348355897116,20.107138645032165,14.449703783876672,24.43069907092773,-37.77653322962347,1
"(42545002,)","(42545002,)",7684653,76846,0.9202,-54.731511461090456,34.540770647836446,184,22.430595361990246,-8.348757406870394,-11.645098513282594,-5.0956244817638625,-9.863022820422302,-12.5351662573324,-5.630404743263995,-77.93214498716445,1
"(42545500,)","(42545500,)",76846111,76846,1.0102,-44.397616212039466,31.07037157008012,188,19.838293210356724,-5.279789214683492,-8.131965663412146,-2.302236690451967,-4.404081679973849,-8.216515732730016,-0.4356860510780365,-51.83240818420882,1
"(42546000,)","(42546000,)",7684473,76844,1.1114,-37.45174372695409,33.398100546783816,184,19.24222424430921,-3.635602378655455,-6.308807434403834,-0.8573800273816761,-4.2800245148352545,-8.210213068964835,-0.6598493013586761,-63.94129177199649,1
"(42600000,)","(42600000,)",7684319,7684,19.0626,-18.204013174915712,93.36594094490705,208,38.18962366480917,29.1236893277473,24.561742850077152,34.92374351891488,24.179398419257446,18.636382581592898,30.74166584078516,-32.98046938767567,1
"(42690001,)","(42690001,)",7683771,768,48.2795,14.353745935447508,268.84741172227564,210,97.82165095735556,108.39720636639188,96.25691028557547,123.20235079000182,94.85810471710951,84.78667635087393,102.60369761681687,5.237232561893677,1
"(42750000,)","(42750000,)",76833,768,60.9434,29.713517276529807,218.15202002418675,194,69.57014660464483,110.10051941591429,100.85848372429919,120.72840560245228,99.3686565132574,92.48354490901764,105.21265708438847,7.110539328568954,1
"(42840000,)","(42840000,)",76829935,7682,0.8080000000000002,-45.33484367096003,31.189325995375597,193,19.593625267068475,-7.585112805675242,-10.312323230698317,-4.782250057478943,-6.454731833957069,-10.196996165463673,-2.734316557913587,-86.44150067589473,1
"(42850000,)","(42850000,)",7682353,7682,4.8713,-40.83478115448106,47.95932695843106,202,22.24875083895023,4.089262448033872,1.1215324874027381,6.9393408699787535,4.587432311766136,0.4159037653889399,8.550004356905333,-59.69741611284489,1
"(42860000,)","(42860000,)",768215,7682,6.2164,-37.89424722468578,54.389209090777115,180,23.850337495419062,8.426825020463765,5.0164167800185355,12.113738525266276,8.818610158591127,4.650023200273409,12.804623987377752,-50.14949454885544,1
"(42980000,)","(42980000,)",768173,768,72.7823,46.84859507535726,643.1651704981003,191,143.43572879891406,155.83623529292885,135.84054624530972,176.5784410510884,121.603758939417,113.94619617489238,133.1670573919799,12.857147460885244,1
"(43200000,)","(43200000,)",76795,76,417.366,222.53156824969815,753.5856023391807,210,161.72365718700692,430.0434295124388,408.74602789122855,452.8675791042048,402.7945572793725,380.26606238846887,437.1628539678261,157.34742893870865,1
"(43250002,)","(43250002,)",76789191,7678,3.9026,-34.02792261276234,45.6441496065905,193,21.795403920790957,8.097537508500709,4.969434360381093,11.177934043454934,6.666774102739865,3.1486248273843245,15.052988179289656,-53.147885777907774,1
"(43300000,)","(43300000,)",7678817,76788,5.661469999999989,-29.863710509059487,56.863977689127125,204,24.11980090256593,11.011045177037834,7.898753505539749,14.352823908319126,8.023088939675858,3.390951683384124,14.008138252524073,-43.42140939227522,1
"(43429998,)","(43429998,)",7678537,7678,14.256,-16.506133456312558,122.49982047123586,203,43.09816970744776,44.11552674914764,38.34003992638624,50.12747699854173,41.01306546060271,35.23969507438209,45.14110788093216,-36.19263068582488,1
"(43670000,)","(43670000,)",76783311,7678,21.952,-9.852274728082769,160.56086126030024,200,46.10573871517197,56.9968741294772,50.96253103328966,63.348207102775675,52.011623973013016,46.264018621776586,58.49905669676386,-17.882987822760832,1
"(43675000,)","(43675000,)",7678235,76782,2.2008,-40.58428045448283,34.3680033385338,208,19.996134159258315,-1.5332786564374268,-4.31579137947763,1.033019134533084,-1.096484138170581,-4.640559250613375,4.353340754042154,-54.36486892944982,1
"(43880000,)","(43880000,)",76781573,7678,26.507345,2.186918120349094,221.91826893097317,193,95.14054100393913,78.09379151800407,65.29048301289089,92.52005179207386,62.935017343667916,55.58994448696545,68.15074549544158,-20.359680250911182,1
"(43980002,)","(43980002,)",7678139,7678,19.7051,5.361181795020144,210.243619888446,211,61.79977344198714,76.45917149179002,68.52668278187924,86.0257422067438,67.65080869094535,61.2695178440607,73.54066655295264,-16.7106588777525,1
"(44200000,)","(44200000,)",767557,76,480.486,295.5349191312987,1225.539048725415,204,191.74634437453724,502.9885299926967,479.1458670502389,530.6570569583905,452.1100120146665,430.8891924752884,472.0202125993084,260.32364238993705,1
"(44250000,)","(44250000,)",767231,7672,6.8993,-33.0084968544562,47.606263155048815,188,20.024661256193852,8.488885972462597,5.689437286651027,11.198907687021725,8.718029839107118,5.1744306394928685,12.198745054370074,-51.198061979610344,1
"(44290002,)","(44290002,)",7671751,76,539.255,288.0657045992303,862.8073269651336,195,168.03170142292996,517.5524306069451,495.2184137731053,541.2019228649974,489.67613645059,461.8402321465162,517.0816085785312,253.86823010378214,1
"(44500000,)","(44500000,)",7671113,76,499.1056,295.3549702035239,972.3050561925812,207,176.56981779311266,525.3543134331721,502.68045799110325,550.0766217141667,497.4152008318299,469.51221432646537,519.7791500317901,231.00414701640966,1
"(44540000,)","(44540000,)",7658713,7658,0.9242,-35.50600783582049,43.56194902748282,187,20.664321653551507,5.527466036836305,2.3702770829142916,8.538394890696706,6.840074545189722,3.953924210176936,9.580212973494099,-60.4857831999998,1
"(44630000,)","(44630000,)",7669391,766,0.2635,-36.86553920226861,43.97362004944034,196,19.747499702492593,3.417236853479458,0.7032019726590556,6.1979711427232695,2.727614188312579,-0.14019240798106236,6.310094569641834,-49.38015666993194,1
"(44670000,)","(44670000,)",766519,766,0.0224,-23.40174694661901,70.73585731461225,207,23.868874864774593,20.51085170327534,17.318192411063706,23.633662427320374,20.937587046219804,15.943082784438715,23.70768496841862,-35.22487407690504,1
"(44950000,)","(44950000,)",766191,766,0.0,-19.846652496888517,119.04600225316757,195,33.55659331247482,37.91662691168432,33.240158997170674,42.85980176322869,36.5377205250413,31.23684343996024,41.5944652960478,-25.940475179319407,1
"(45131000,)","(45131000,)",765641311,76564,29.2342,-24.233484181811132,77.04266925670372,224,25.754786587227017,22.17730330725443,18.898118538036744,25.631158839607316,18.339055894537964,16.22633667797351,25.31412950149869,-43.076605254379075,1
"(45170001,)","(45170001,)",7656571,7656,35.2917,-22.79344138593636,68.89579617675686,199,23.920245063105284,22.30404441883774,18.830097121081067,25.847350614502357,22.315098727292778,15.630423981315019,26.56914548157833,-34.297274934360914,1
"(45210000,)","(45210000,)",7656393,7656,60.6356,-21.054723751185414,114.13666903677046,216,35.0060834400161,35.39207766289453,30.686237125160382,39.87636501276092,32.22706876064351,27.420194937321412,37.4393905615974,-33.76145948405714,1
"(45220000,)","(45220000,)",765623371,76562,3.8259,-33.16686292973937,49.00091720650121,208,21.5943236088431,9.239769446615544,6.312673668955401,12.16729349010458,9.474543364080041,3.8037157807903554,12.602736043938194,-60.638457280587374,1
"(45260000,)","(45260000,)",7656193,7656,64.84307000000018,-16.779448132629916,98.96538210699696,180,29.08385087569406,38.076567336930864,33.901430729491544,42.50569937057013,37.03123299652809,32.52727681009213,39.761348535647784,-32.69165962989574,1
"(45298000,)","(45298000,)",765593,76,592.418,331.41594150682533,1227.338283678449,223,189.31976472632553,591.8808985290085,568.364575864938,616.202407420709,562.9695039059852,543.8594068130543,595.6453384012411,236.0729992641109,1
"(45480000,)","(45480000,)",765131,76,521.196,336.3445496728257,1149.817828234993,225,198.6410363107337,604.1158365314573,580.125944503088,631.4104308387989,577.7809628838949,542.3522916969052,605.8812276461408,261.80083011014136,1
"(45590000,)","(45590000,)",76461117,7646,21.0648,-17.871411091076116,64.5566601156623,194,21.570553919606162,23.64023554444927,20.71756099196469,26.44649826364317,25.457275000994507,21.070049737512505,29.62405067978834,-26.336559395878908,1
"(45740001,)","(45740001,)",764711,764,19.308,-16.276674568212584,104.5372172641477,221,31.772283828996027,33.4433423226953,29.6277838197288,37.576987259281424,30.255651602671065,25.470157858184024,36.24250427340654,-33.77925526949234,1
"(45770000,)","(45770000,)",76441333,7644,30.2317,-15.24207608823518,74.89492399696557,207,21.262604791231805,26.4905871863621,23.572015446856774,29.533758580443607,25.94625136394007,21.484553600055378,30.23405319891755,-30.375726629625206,1
"(45840000,)","(45840000,)",7642331,7642,38.6483,-20.032572625677325,78.14188875224356,189,25.55417320124112,28.002833657585114,24.67440616525606,31.597145499244768,29.426613546939677,23.084695190895346,33.98903797021738,-36.711181329000496,1
"(45880000,)","(45880000,)",76421513,7642,37.4758,-10.564944921329083,90.82777802936117,209,27.60194815648892,32.28639905809231,28.750199654348123,35.98878485830637,29.378856672908107,24.961431808770698,34.38512328013398,-34.937640396068886,1
"(45910001,)","(45910001,)",764199,764,116.727,13.031383706394182,207.3177066541915,195,73.20474444589311,81.38275903414974,72.35996277463205,92.3304003373002,67.54616053403517,62.87766280343518,74.73859078700363,-5.97257488285338,1
"(45960001,)","(45960001,)",7641511,764,100.569,10.220682076998283,186.62150849867774,211,77.54922814664342,78.8312004351299,69.65656434742144,89.67260238340532,66.58026316836116,62.24398753269207,71.90040710191997,-10.699878347252508,1
"(46035000,)","(46035000,)",763935,76,651.657800000002,391.26167113803325,1040.9524637147613,196,170.31832188863876,635.1054682679536,611.8927937620351,658.7912706464224,604.7629306762547,585.3020027078592,649.6611408377805,295.82907536803214,1
"(46105000,)","(46105000,)",7637,76,653.749,369.01041192845236,1093.7279328161897,173,189.62028791398214,613.8951091808408,585.1362842806492,643.1505870015413,571.212841455776,550.1445848814769,604.6702604772302,276.2534957885975,1
