,codigo,cobacia,cocursodag,q95,brr_intervalo_i,brr_intervalo_f,brr_qtde_dados,brr_desvio_padrao,brr_media,brr_media_lower_bound,brr_media_upper_bound,brr_mediana,brr_mediana_lower_bound,brr_mediana_upper_bound,brr_moda,brr_dentro_intervalo
"(46150000,)","(46150000,)",763379,76,674.9713000000012,373.7808207304035,1054.8451685481068,221,180.40135096683585,641.0843956821903,617.8769327679702,665.6289044587847,608.8433362349267,579.1045608803913,647.5846403929169,309.5447512084079,1
"(46360000,)","(46360000,)",763193,76,649.721,399.99001032604656,1083.0211303232836,190,187.16548582965902,653.219801406616,628.8410202442017,680.8797449551428,622.021585185398,590.6858295134923,656.5722296380137,372.1858646058663,1
"(46415000,)","(46415000,)",7628113,7628,12.7955,-24.293355409053987,67.52230595477735,213,23.95923214352332,23.568115243310327,20.38932746747548,26.806301857739733,22.311294477445614,17.918572405491872,28.488718710665097,-37.76718391555151,1
"(46455000,)","(46455000,)",762913,762,25.9419,-14.903468398293695,87.74080640001822,178,27.653287100258698,33.453199280866755,29.472679894236045,37.35907259146895,32.797290803565076,27.967461421044412,36.39130860481504,-39.39937184088737,1
"(46490000,)","(46490000,)",7627817,76278,1.7296,-24.16897951953416,55.77793616744954,198,21.079242723823405,17.141947751434156,14.14088442568591,20.022824233881554,18.592629228037907,13.685385209487235,22.319855403198666,-36.86035188432458,1
"(46543000,)","(46543000,)",762619,7626,22.3438,-20.353812061926984,77.612153550883,222,25.609332102328505,26.399347396657284,23.43068501955444,29.94436874565874,24.596675757322856,21.393935957698503,30.742366965520738,-42.658401032705456,1
"(46550000,)","(46550000,)",762595,762,44.9176,6.420606724303569,191.727083485377,196,64.50178412864902,79.20428800718226,71.18460871283992,88.07780786850198,71.41991792161754,63.66819553783941,77.88113165768996,-13.34960932926252,1
"(46570000,)","(46570000,)",762455,7624,4.1632,-16.443234236080226,68.46705594129016,194,22.5135848649272,26.327349792662837,23.259550592106624,29.551852692408513,25.749708005806333,22.1250319871084,30.755692239943514,-33.13732397375169,1
"(46590000,)","(46590000,)",7624175,7624,26.5578,-18.71095818726947,101.44977999179407,217,32.20788024405082,35.130113100815876,31.14243854468965,39.9135193402221,30.652129226004703,28.051020208377608,35.26014040581765,-40.144685618171536,1
"(46610000,)","(46610000,)",7623993,762,92.2362,22.857026352532998,229.71494343249546,184,65.88110202514379,94.40933201939228,85.13237617094121,104.03558543994963,82.52820583026916,75.92305464645285,91.92426406566665,12.37825915138336,1
"(46650000,)","(46650000,)",762377,762,90.0729,13.824122199974957,208.8691633951559,204,67.32044036130371,95.75491908089063,86.79179356637837,105.8658248485898,88.96554404695068,77.69047537532595,95.55538190255687,-5.545956083282789,1
"(46675000,)","(46675000,)",7623371,762,91.2264,23.28506641626505,219.94312840487697,205,51.8529453111532,94.10704859418698,87.60561510440402,101.27190862974567,86.99721987120984,81.13623983464814,93.55294331325682,7.9824276107542715,1
"(46770000,)","(46770000,)",762291,7622,23.9332,-25.58115508311025,84.16058560763359,210,30.135070555538025,31.88881668539733,27.988568235890124,36.15534877348509,29.887909285919555,26.27252980883324,35.432203171081696,-34.871700686581434,1
"(46790000,)","(46790000,)",76225737,7622,65.8824,-8.38684841935479,100.16644087953014,196,44.24181524050102,44.00022005374991,38.03990172552249,51.03421205767218,38.03746399452223,32.88955147452802,45.23661144896935,-19.871570223096043,1
"(46870000,)","(46870000,)",7622351,7622,63.9294,-12.157596688356172,254.0108028153326,202,63.41764025477615,63.0802302666414,55.09718521358262,72.7938199782672,52.03471929382166,45.91800627455217,56.762687215117026,-26.744444022709587,1
"(46902000,)","(46902000,)",762311,762,155.102,20.6744618030918,195.04682237126391,208,68.39621580540349,97.98029818613514,90.01326111153853,107.71187844956142,88.38941305879115,82.39989318419171,94.31698680081081,6.4798438697238225,1
"(47249000,)","(47249000,)",7619457,76194,0.0,-35.59810170719129,44.92915839844065,192,22.115951915904585,5.748630369717092,2.6317811062754064,8.8395734720672,3.9076232659507326,1.4480361143162241,7.190173785445083,-70.91733961301615,1
"(47480000,)","(47480000,)",76187333,7618,0.0813,-23.543999371654643,57.22589039996714,181,21.561796031646363,10.567179288250882,7.313607113476198,13.61936298638409,8.743241198614129,6.432837678715103,13.08603950490324,-60.26492914314544,1
"(47900000,)","(47900000,)",7616313,7616,0.1093,-51.442696818632314,39.318290354567054,189,23.111437077756843,-0.9548876717036944,-4.5052894630587765,2.4067528796983013,0.8215744017932707,-3.5186955399236606,5.749967565173989,-97.84690178754751,1
"(48020000,)","(48020000,)",761593,76,893.539,438.232313572925,1166.8950831141178,196,189.7677395468179,735.6639135052187,708.8923772404686,764.7723289600438,717.4791977654495,678.0707178024668,749.0758716603425,334.2295367898333,1
"(48290000,)","(48290000,)",76153553,76,819.714,429.5236235994646,1035.0698413090818,214,157.77785610131727,690.729353554567,669.2561585726703,711.2880101149352,663.48924751861,640.6808724161449,701.4978512101108,327.3906750586249,1
"(48430000,)","(48430000,)",7614511,7614,0.0,-21.689416886209607,62.30811005527105,219,20.958077154551372,22.965900983254656,20.230945323598387,25.607004505843438,24.07213895481675,20.466788895189055,26.79759631747541,-36.21346780532987,1
"(48460000,)","(48460000,)",76142153,76142,0.0,-24.53430514368395,57.24997588449523,187,21.97796369157102,19.00937692174778,15.783484658788602,22.070969231955722,18.901028248053464,14.254830997847975,23.31573501202736,-78.50441384984981,1
"(48590000,)","(48590000,)",761375,76,806.112,413.5542049321976,1278.826970752734,195,191.79127056476565,723.1660627295108,698.0115291087028,750.7423742486731,710.1507120836607,663.6897837782909,743.7387179650116,322.85034652046403,1
"(48860000,)","(48860000,)",76125111,7612,0.0,-41.76589546139788,36.64020938607575,207,21.546621889379733,0.6850228076353017,-2.2377851858979834,3.5766588321994446,2.3368237892106407,-2.1901547092193994,5.664611790346797,-63.83697984596553,1
"(48880000,)","(48880000,)",76124197,76124,0.0,-80.20528016162996,4.875920460612413,221,21.40383520060689,-31.225720948241943,-33.94120982887817,-28.54613733238474,-29.252629686065873,-32.74793135244461,-25.914229262221156,-100.85497225311249,1
"(49160000,)","(49160000,)",76118195,76118,0.0,-66.88038644555475,19.349405889878994,216,21.59084353180389,-20.969985297586398,-23.79152474068567,-17.876541984738743,-19.45916047222739,-22.411843222519536,-16.63063680751262,-81.22856801390202,1
"(49330000,)","(49330000,)",76117153,76,710.2378499999994,449.3527396560344,1232.1051353697624,198,184.1131176846893,719.7473365338284,696.3607640433252,745.5554245277103,696.514195183616,659.9166980792079,723.3407848180069,312.2228295048103,1
"(49370000,)","(49370000,)",7611555,76,781.017,416.517838936076,1031.510176643857,232,172.68412154799435,697.8328874427183,675.5186605220275,719.8693785313556,671.1252141288102,645.3728263635901,700.0198898391453,303.91312275160305,1
"(49480000,)","(49480000,)",76114533,76114,0.0,-60.1475971052909,30.427030050889798,207,23.70013349974047,-8.133970551671268,-11.270526310108652,-4.805932510896766,-6.361281034955226,-10.819722265321687,0.016169514579942756,-82.04091645496003,1
"(49660000,)","(49660000,)",761119993,76,804.869,423.48039908359357,1291.6553513420292,196,192.7545992626365,703.4193791903823,678.771725413367,729.9118211635684,658.5442943022506,632.0144693275373,695.8498425814498,303.9924718893453,1
"(49705000,)","(49705000,)",76111953,76,749.272,411.62610821672155,1081.7282297104525,190,181.13350642177065,715.8344547166097,688.9572133247352,742.550242561828,700.4784024716997,667.7242204398939,720.9310987306447,304.6461028376716,1
