,codigo,cobacia,cocursodag,q95,knnr_intervalo_i,knnr_intervalo_f,knnr_qtde_dados,knnr_desvio_padrao,knnr_media,knnr_media_lower_bound,knnr_media_upper_bound,knnr_mediana,knnr_mediana_lower_bound,knnr_mediana_upper_bound,knnr_moda,knnr_dentro_intervalo
"(40963000,)","(40963000,)",7695835177,76958,4.3,1.7563695833333333,31.870823333333334,206,8.356100716145141,8.12579398867314,7.057993798543689,9.408329381270228,4.6517975,3.9783616666666664,5.106130833333333,2.6933233333333333,1
"(40975000,)","(40975000,)",769565991,76956,1.8049,1.94219,21.004285833333327,186,5.691644434011852,7.3384047670250885,6.520371014784946,8.194832504928314,5.613128333333333,4.9076708333333325,5.981166666666667,4.333328333333333,0
"(41020002,)","(41020002,)",7695557,76,267.5,16.786,416.5165,200,118.56964420062957,144.8429576166667,128.58073890875,162.190065325,100.35116666666666,98.52486666666665,101.87913708333333,333.1235,1
"(41050000,)","(41050000,)",76954793,76954,2.8698,1.3361791666666665,9.295036041666666,186,2.7058079426366954,4.940636460573476,4.598213943100358,5.364372039426523,4.647845,4.146780000000001,5.231195,5.258161666666666,1
"(41075001,)","(41075001,)",769543991,76954,9.669585,1.4137333333333333,12.7251875,186,3.437696635357038,4.1827974731182795,3.7209230295698923,4.685130110215053,3.65605,3.0655666666666668,3.9712666666666667,4.831166666666666,1
"(41135000,)","(41135000,)",76951173,76,230.307,23.066333333333336,489.4501999999997,193,141.70292407396124,190.88725131260793,170.66119051122624,210.93993252936102,125.5743,114.2725,213.31043333333332,223.07006666666666,1
"(41150000,)","(41150000,)",769499975,7694,1.46,0.3348733333333332,5.600675833333333,178,1.3041113921102714,1.608101722846442,1.424092320224719,1.8084241217228465,1.4636333333333333,1.4636333333333333,1.4636333333333333,1.4636333333333333,1
"(41151000,)","(41151000,)",769499975,7694,0.8705000000000002,0.3348733333333332,5.516291666666667,191,1.1464766120556407,1.7064608726003487,1.5611226858638743,1.8832616108202442,1.6601333333333332,1.6601333333333332,1.6601333333333332,1.6601333333333332,1
"(41180000,)","(41180000,)",76949983,7694998,3.4419,0.3348733333333332,8.265033333333333,181,2.1411119503946456,1.462104217311234,1.1813163473756907,1.7969364795119709,0.803,0.803,0.803,0.803,1
"(41199998,)","(41199998,)",769499571,7694,11.5124,5.6046000000000005,38.105333333333334,212,7.88180680678739,18.50189525157233,17.403211631682392,19.637105399371073,17.35321666666667,16.221633333333333,19.421299999999995,16.221633333333333,1
"(41250000,)","(41250000,)",76949831,769498,1.3317,0.2848399999999998,19.38618333333333,191,6.217539645546793,4.3220074171029665,3.419428317190227,5.290512838132635,1.1833333333333333,1.0136999999999998,1.3306333333333331,1.1833333333333333,1
"(41260000,)","(41260000,)",7694977,7694,18.8523,6.645256916666668,31.394846416666674,220,6.385807295599225,18.402434333333336,17.662422160227273,19.16980302348485,17.669516666666667,16.562620416666665,18.358112499999997,25.3864,1
"(41300000,)","(41300000,)",76949639,769496,1.523,0.695824,17.93463916666666,212,4.96403391300168,3.6247381446540885,2.9994628844339624,4.306479476415094,1.837616666666667,1.5602533333333333,1.924133333333333,1.9241333333333335,1
"(41340000,)","(41340000,)",76949597,7694,21.8598,5.979048333333334,32.08523,175,8.693537090807272,18.907739847619045,17.783117647142856,20.26331779047619,18.253333333333334,16.7114,18.5565,23.498266666666666,1
"(41380000,)","(41380000,)",769495811,7694958,0.98,0.7914666666666667,30.97109666666667,220,8.81695964515865,7.500305666666668,6.304111462878789,8.599406861363637,3.5467,1.9241333333333335,3.5991,1.1833333333333333,1
"(41410000,)","(41410000,)",769495597,7694,26.3377,7.758904166666667,35.21137666666663,192,22.006909329376917,23.069088211805553,20.55018088845486,26.640438875,19.866933333333332,19.866933333333332,21.864402958333333,19.866933333333332,1
"(41440005,)","(41440005,)",769495675,7694956,0.5381,0.7004333333333332,19.470911083333306,208,5.607491365862355,3.0557479487179484,2.3431620949519227,3.859795686298077,1.2668666666666666,1.2668666666666666,1.2782333333333333,0.803,0
"(41539998,)","(41539998,)",769495633,7694956,1.4889,0.6218333333333333,33.398230000000005,175,10.392642672541024,8.251890838095239,6.83043734809524,9.849169928571428,1.3236999999999999,1.1309333333333333,3.431331666666665,0.9499333333333334,1
"(41600000,)","(41600000,)",769495513,7694,27.9617,10.473,55.271889916666304,192,18.45609566463562,26.30494385416667,23.98392331770833,29.189826608940976,23.01863,22.005633333333332,24.53179666666667,33.05706333333334,1
"(41650002,)","(41650002,)",7694937,7694,30.8772,10.473,112.03959666666667,193,28.02383221039986,30.035123955094992,26.549667167098455,34.49489496675302,26.229430000000004,25.3864,28.73336666666667,32.08523,1
"(41685000,)","(41685000,)",769492513,769492,0.0535,0.7988,33.398230000000005,204,10.946219034451815,12.193017696078432,10.726640040849675,13.659867693218954,16.936,9.109693750000002,16.957333333333334,16.957333333333334,0
"(41780002,)","(41780002,)",7694837,76948,8.7703,1.0023333333333333,40.76719666666667,196,10.372102367340979,24.073874591836738,22.490506418367353,25.55589428911565,24.604496666666673,24.604496666666666,25.94128166666667,40.76719666666667,1
"(41818000,)","(41818000,)",7694713,7694,41.95629000000001,11.981736666666668,221.39246166666706,195,72.86370964975525,39.8200547008547,30.390232282051283,51.27222275213676,27.278066666666664,22.5364,28.3922,29.7052,1
"(41890000,)","(41890000,)",7694439,76944,1.0565,0.46446666666666664,30.66078750000002,200,8.84001154054282,6.643916450000001,5.405527732916667,7.787647434583333,0.9279000000000001,0.8999333333333334,0.9279000000000001,0.46446666666666664,1
"(41940000,)","(41940000,)",76942133,76942,0.3474,0.7008333333333333,18.468535083333347,180,7.758826950907845,6.261263296296296,5.153761218055555,7.446744773148148,1.1642666666666666,1.0020104166666668,1.1642666666666666,0.7008333333333333,0
"(41990000,)","(41990000,)",76941371,7694,49.4681,0.4858,189.43740641666642,214,71.95083993409621,34.27466526479751,25.464774279595023,45.41388735552959,17.405163333333338,16.92669666666667,22.5364,27.20126333333334,1
"(42089998,)","(42089998,)",769257,7692,0.9925,0.4858,16.957333333333334,195,4.145372823188894,1.7845799829059827,1.2892576752136753,2.3774084705128207,0.9212666666666666,0.8796333333333334,0.9212666666666668,0.9492333333333334,1
"(42100000,)","(42100000,)",7692453,76924,0.265,0.40336666666666665,21.351187083333386,206,5.345594202196144,2.7033957605178007,2.064004565938512,3.481982758495148,1.14595,1.1319666666666668,1.2777237499999994,1.1319666666666668,0
"(42145498,)","(42145498,)",769235,7692,1.4438,0.4058333333333333,15.578634999999764,204,2.7548583810454645,1.2101660130718952,0.8707323692810458,1.6192820588235293,0.7708333333333334,0.7292,0.7708333333333334,0.7988,1
"(42187000,)","(42187000,)",76912733,76912,0.9316,0.11296666666666667,25.189423333333394,209,8.159746294967213,4.396615502392349,3.438910291068584,5.466775757575764,1.3705999999999998,1.3306666666666667,2.2483,2.4759333333333333,1
"(42210000,)","(42210000,)",7691133,76,351.6975,60.6684,583.8217666666674,186,158.97060673741757,324.01390799283155,300.47551002508965,347.14123055958777,305.05766666666665,305.05766666666665,376.05300000000005,479.03566666666666,1
"(42250000,)","(42250000,)",76899393,768,1.3146,1.9199333333333335,14.19791166666665,182,3.1708362160492864,6.649348434065927,6.228672161630031,7.102089298305854,5.981166666666667,5.6358999999999995,6.403437645833325,7.388578333333316,0
"(42251000,)","(42251000,)",7689577,768,4.2191,1.9964333333333333,16.064478333333316,184,4.704555829327531,8.861750760869555,8.225893637228252,9.55582884284419,8.391478333333316,6.4204116666666495,9.255144999999983,14.093411666666649,1
"(42255000,)","(42255000,)",768944393,768944,0.5634,0.38045666666666655,5.00586,197,1.8777379849255402,1.7721836209813875,1.5625452102368866,2.049817657571912,1.4636333333333333,1.2396733333333332,1.4802,1.0063333333333333,1
"(42257000,)","(42257000,)",7689411,76894,3.9056,1.1896333333333333,21.370158333333332,186,5.61375956457972,7.101522903225801,6.282242448924728,8.003244299507163,5.200433333333334,5.1175,6.43651166666665,2.1059666666666668,1
"(42290000,)","(42290000,)",768911,768,14.04103499999995,2.784653333333334,49.41939333333329,177,37.268393020807586,16.54670311676083,12.522949050847458,22.71912957085687,10.819433333333334,10.819433333333334,10.819433333333334,10.819433333333334,1
"(42365000,)","(42365000,)",7688133,7688,9.8188,1.9964333333333333,22.049466666666667,216,5.3060497826847275,7.253269652777774,6.58839437210648,7.941993250578697,4.8988949999999996,4.781428333333333,5.703399999999999,4.781428333333333,1
"(42395000,)","(42395000,)",768755,768,24.3336,3.229366666666667,60.6684,213,59.17507125545341,24.676916791862276,17.429663926643183,33.11013422593895,9.359644999999983,9.255144999999983,9.359644999999983,9.359644999999983,1
"(42435000,)","(42435000,)",768641,76864,1.5634,2.9975183333333333,44.51883333333333,199,11.296525026379934,16.58322407035176,15.089038667922944,18.134748476340032,13.6931,12.686,15.211548333333333,28.162499999999998,0
"(42440000,)","(42440000,)",7686915,7686,1.2908,0.7638666666666668,13.868696499999993,207,3.9267318368359727,3.8733583252818042,3.3622431187600643,4.40552166042673,2.4142333333333332,2.0923333333333334,3.2283666666666666,1.7590000000000001,1
"(42460000,)","(42460000,)",76847751,7684,14.8822,6.234343333333333,16.74526666666667,202,3.4304234341120083,13.502728300330032,12.990056474422444,13.998984205033002,13.177599999999998,12.5236,13.1776,16.745266666666666,1
"(42490000,)","(42490000,)",76847333,7684,14.6056,6.543866666666667,16.837466666666668,193,3.0532701629940737,13.348475759930915,12.91085668134715,13.765358752806565,12.6158,12.6158,13.177599999999998,16.837466666666668,1
"(42540000,)","(42540000,)",7684717,7684,16.5676,6.574000000000001,17.146600000000003,201,3.116819885230482,13.089732180762851,12.649754005389715,13.532578692993365,12.5236,12.5236,12.6158,16.183466666666664,1
"(42545002,)","(42545002,)",7684653,76846,0.9202,0.7938666666666667,12.774639166666645,184,3.395685912061581,3.3656679800724625,2.889171846920289,3.829268214447463,2.4454233333333293,2.351694999999998,2.594356666666663,2.594356666666663,1
"(42545500,)","(42545500,)",76846111,76846,1.0102,0.8649999999999999,15.945514291666653,188,4.783840589352897,5.475707429078013,4.796574703900708,6.206440221852837,2.564356666666663,2.564356666666663,7.0314000000000005,2.564356666666663,1
"(42546000,)","(42546000,)",7684473,76844,1.1114,0.8312666666666667,16.784451666666666,184,5.133175854872061,7.1623491123188385,6.384258991394926,7.9108184393115915,6.9976666666666665,6.563133333333333,6.9976666666666665,6.9976666666666665,1
"(42600000,)","(42600000,)",7684319,7684,19.0626,6.881048333333334,41.930166666666665,208,8.498964985483282,16.30058671474359,15.200638305088141,17.461466069711538,15.351799999999999,15.188014166666667,15.351799999999999,15.351799999999999,1
"(42690001,)","(42690001,)",7683771,768,48.2795,9.46269,186.25013333333334,210,85.51314153215111,51.351475801587306,41.8178010906746,64.35754883035715,38.90569083333334,36.0243575,40.41388166666667,52.68643333333333,1
"(42750000,)","(42750000,)",76833,768,60.9434,11.886580041666667,157.58643333333333,194,65.02734334404145,47.63324777491409,40.26007608054123,57.74598863294674,40.41388166666667,39.664915,42.9905,47.67126666666667,1
"(42840000,)","(42840000,)",76829935,7682,0.8080000000000002,0.9248,7.677633333333333,193,2.011932721699071,3.7331205958549227,3.4496786668825563,4.007075063255614,3.891,3.4467666666666665,4.263028333333334,1.9199333333333335,0
"(42850000,)","(42850000,)",7682353,7682,4.8713,2.0923333333333334,46.608591666666655,202,11.045482741259034,14.028391584158415,12.515202965140261,15.584324616542904,12.670483333333333,11.066757500000001,15.957833333333335,17.47628166666667,1
"(42860000,)","(42860000,)",768215,7682,6.2164,2.490676666666667,46.199000000000005,180,11.514958768607903,16.756212055555558,15.154612490509262,18.539332176620373,17.027915,14.6193,17.027915,17.027915,1
"(42980000,)","(42980000,)",768173,768,72.7823,12.531681666666666,639.3263083333339,191,136.04124610655492,79.8951002181501,61.68715145833335,100.59296359205938,42.976,36.92876666666667,43.72496666666667,45.243415,1
"(43200000,)","(43200000,)",76795,76,417.366,192.51832083333332,660.1260333333344,210,126.81115133227637,440.8234270555556,423.5674982222223,457.4082265573413,460.2494333333333,457.14616666666666,506.28219999999993,506.28219999999993,1
"(43250002,)","(43250002,)",76789191,7678,3.9026,7.160289999999996,18.44684,193,3.5658984169361663,14.813961597582038,14.354368835708115,15.294841699697752,15.351799999999999,15.235266666666666,15.351799999999999,15.351799999999999,0
"(43300000,)","(43300000,)",7678817,76788,5.661469999999989,0.8649999999999999,17.386304999999997,204,5.128119779626437,6.692005947712419,6.010713633986928,7.360890993259803,6.423333333333333,5.535866666666667,6.423333333333333,6.423333333333333,1
"(43429998,)","(43429998,)",7678537,7678,14.256,3.709156666666663,51.68150166666663,203,34.62519388895531,19.700947430213464,16.16845982183908,24.820938528325122,14.192666666666668,10.505356666666664,15.925281666666669,10.505356666666664,1
"(43670000,)","(43670000,)",76783311,7678,21.952,6.574000000000001,60.6684,200,39.496893136727415,29.583948083333336,25.20808613125,35.67580703541667,21.3663,20.156148333333334,23.74823333333333,20.156148333333334,1
"(43675000,)","(43675000,)",7678235,76782,2.2008,0.5987975000000001,52.239134999999976,208,14.701418318366043,14.867267508012825,13.000545689302886,16.86247577223558,10.264266666666666,10.264266666666666,14.16110041666666,17.47628166666667,1
"(43880000,)","(43880000,)",76781573,7678,26.507345,9.269606666666668,183.52907999999542,193,89.97486243904224,46.50993144214162,35.41158754382557,60.57855450906736,31.634833333333333,26.390333333333334,34.20016666666667,38.14646666666667,1
"(43980002,)","(43980002,)",7678139,7678,19.7051,11.478619583333334,101.7619,211,68.37791492767653,45.07143239336493,37.274530416666664,55.75790768799368,35.168681666666664,28.657748333333334,37.86432879166665,40.41388166666667,1
"(44200000,)","(44200000,)",767557,76,480.486,284.80987916666663,839.7883333333334,204,110.9029462191614,493.783555882353,479.9157503227125,509.3383999673203,485.24219999999997,485.24219999999997,485.24219999999997,485.24219999999997,1
"(44250000,)","(44250000,)",767231,7672,6.8993,1.05191,54.31815666666673,188,17.348923274332144,30.722379273049672,28.205961267287265,32.96377630496457,34.653556666666724,29.32565666666673,34.653556666666724,45.87019000000006,1
"(44290002,)","(44290002,)",7671751,76,539.255,333.1235,672.0186933333348,195,100.3754270275356,502.9068025641027,489.660693846154,516.4976319444446,496.75666666666666,465.65253333333334,510.32666666666665,465.65253333333334,1
"(44500000,)","(44500000,)",7671113,76,499.1056,333.1235,839.7883333333334,207,104.27862223342083,521.7957750402578,507.5754063768117,535.9141789009664,513.6456666666667,496.75666666666666,536.0929333333339,479.03566666666666,1
"(44540000,)","(44540000,)",7658713,7658,0.9242,0.007466666666666667,23.82475333333339,187,6.423663446245081,3.6759456149732648,2.8283069416221047,4.657129565062392,1.3024,1.2827666666666666,1.6741666666666666,1.2827666666666666,1
"(44630000,)","(44630000,)",7669391,766,0.2635,0.31553333333333333,3.8881375,196,1.5072281968156391,1.2178299319727892,1.0330729676870747,1.449910208333333,0.8801333333333333,0.7992666666666667,0.9141666666666668,0.7992666666666667,0
"(44670000,)","(44670000,)",766519,766,0.0224,0.08042833333333338,13.30315333333333,207,4.475818282735349,2.139285265700485,1.5714047073268926,2.80348802777778,1.363133333333333,0.8999333333333334,1.5833666666666666,0.8796333333333334,0
"(44950000,)","(44950000,)",766191,766,0.0,0.03456666666666667,2.7311683333333345,195,1.7497893280085604,1.1174038803418807,0.9211422478632479,1.3876136965811974,0.8920666666666667,0.4058333333333333,1.3705999999999998,1.5908333333333333,0
"(45131000,)","(45131000,)",765641311,76564,29.2342,12.768841375,80.7352233333334,224,17.17566177263645,37.13283709077382,34.98224081417411,39.32028665308781,30.194766666666666,29.9816,37.310700000000004,29.9816,1
"(45170001,)","(45170001,)",7656571,7656,35.2917,1.5928033333333333,85.30992999999985,199,20.96065159484993,37.91002452261309,34.84303549497491,40.61348804396989,36.40605666666673,36.40605666666672,40.54229000000006,54.31815666666673,1
"(45210000,)","(45210000,)",7656393,7656,60.6356,4.151599999999999,94.04635666666672,216,22.445829413309117,42.736790270061746,39.80610606423613,45.89796497280094,35.67802333333339,35.119433333333326,39.81425666666672,45.87019000000006,1
"(45220000,)","(45220000,)",765623371,76562,3.8259,0.30806666666666666,45.87019000000006,208,16.227553089821523,18.326228108974384,16.144189616987198,20.409467511217976,14.6402,13.423794583333335,24.223423333333393,35.67802333333339,1
"(45260000,)","(45260000,)",7656193,7656,64.84307000000018,2.1599,92.64386666666667,180,25.381529185245128,36.675339074074074,33.352767907407404,40.58886098148148,40.13046666666667,34.275533333333335,42.843522916666664,44.4677,1
"(45298000,)","(45298000,)",765593,76,592.418,395.75551,839.7883333333334,223,111.04326601874729,584.8228992526161,569.951098460389,599.3636143497762,607.9326333333337,557.3198000000007,608.8676000000007,519.8521999999999,1
"(45480000,)","(45480000,)",765131,76,521.196,416.5165,839.7883333333334,225,114.61031927736776,613.7789192592596,599.910732655556,627.7453557555559,632.6082666666673,594.4436000000006,639.6823666666678,543.5928666666667,1
"(45590000,)","(45590000,)",76461117,7646,21.0648,20.741177500000003,88.54546666666666,194,19.610160907867,38.175392414089345,35.60802843728523,40.92474192225086,29.314933333333332,27.657733333333333,32.70473333333333,27.225166666666667,1
"(45740001,)","(45740001,)",764711,764,19.308,2.1599,124.13266666666668,221,29.947366627507133,54.24429272247361,50.424509118212676,58.06186301055807,55.409333333333336,45.87019000000006,58.42253333333333,73.587,1
"(45770000,)","(45770000,)",76441333,7644,30.2317,20.139366666666668,96.38539666666664,207,23.098568114292128,41.93916554750403,38.76686282024959,45.08956028804349,29.6491,28.322333333333333,29.649100000000004,24.169533333333334,1
"(45840000,)","(45840000,)",7642331,7642,38.6483,16.631320000000002,92.64386666666667,189,20.62126245791037,39.73588968253969,36.89978721141975,42.56629564087303,33.4374,29.258266666666668,36.986512499999996,26.84356666666667,1
"(45880000,)","(45880000,)",76421513,7642,37.4758,4.151599999999999,92.64386666666667,209,21.730900915326824,44.749649346092525,42.1372003556619,47.8132781204147,40.53553333333333,39.81425666666673,44.12599000000006,53.590123333333395,1
"(45910001,)","(45910001,)",764199,764,116.727,17.20314333333334,115.63246666666667,195,87.54046007749227,66.83442698290601,56.69220977756412,79.58045120555558,52.45093333333333,45.58656666666667,58.7132,29.9816,0
"(45960001,)","(45960001,)",7641511,764,100.569,8.287833333333333,121.01846666666667,211,92.33138592484717,66.28779992101107,54.69071119766984,80.22027635762244,57.1089,45.921533333333336,61.099890000000066,66.95935666666672,1
"(46035000,)","(46035000,)",763935,76,651.657800000002,477.362775,839.7883333333334,196,107.39158922670302,625.7595407312926,610.2490071747451,640.6420721258505,615.2961000000004,596.1951000000004,616.638766666667,659.4804333333337,1
"(46105000,)","(46105000,)",7637,76,653.749,447.7779733333333,839.7883333333334,173,114.51130984777045,618.4929167630062,601.2102666618503,635.9782499855496,607.524933333334,588.423933333334,615.9417000000011,839.7883333333334,1
"(46150000,)","(46150000,)",763379,76,674.9713000000012,472.3441,839.7883333333334,221,104.8101745177118,635.8234052790352,622.2572645060335,648.2215801395176,608.8676000000007,608.2220000000001,632.6082666666674,651.7092666666673,1
"(46360000,)","(46360000,)",763193,76,649.721,499.29842,839.7883333333334,190,103.31303669619888,649.6377652631585,635.9005691118426,663.4779517872812,616.638766666667,615.9417000000011,660.1260333333344,660.1260333333345,1
"(46415000,)","(46415000,)",7628113,7628,12.7955,23.116833333333336,96.17962999999999,213,20.551472076132814,42.83915330203443,40.179425717331775,45.61813045559468,32.07136666666667,30.846733333333333,34.8769,29.9816,0
"(46455000,)","(46455000,)",762913,762,25.9419,8.026889999999996,53.165866666666666,178,12.797206554176872,24.93294422284644,23.074048136704125,26.924082246254677,20.565700000000003,18.6377,21.114666666666665,17.688266666666667,1
"(46490000,)","(46490000,)",7627817,76278,1.7296,0.30806666666666666,94.08974166666673,198,27.12025143321859,37.879999882154884,34.03814740277779,41.412742936868696,29.173378333333368,29.0211,37.08162833333337,29.0211,1
"(46543000,)","(46543000,)",762619,7626,22.3438,13.457066666666668,75.74223333333333,222,15.862258581848652,32.463258168168174,30.319825960773272,34.54108257939189,27.210350000000005,24.90399083333333,30.5589,32.472433333333335,1
