,index,q95,rodada,y_pred_RandomForestRegressor
4,131,65.8824,8,46.52962550000002
5,119,649.721,8,658.0442880000026
6,116,651.657800000002,8,629.5123870000019
7,43,1.3317,8,1.1494642000000002
8,31,2.27,8,4.276426599999999
9,86,417.366,8,457.69836399999986
10,13,0.6751,8,1.0041830999999997
11,143,0.0,8,0.6026631999999996
12,105,3.8259,8,1.779583999999999
13,26,0.0785,8,0.15793319999999977
14,75,16.5676,8,17.14379120000002
15,58,49.4681,8,52.88519590000001
16,87,3.9026,8,6.773428750000001
17,142,0.0,8,10.813010200000006
18,147,0.0,8,0.8264237999999995
19,141,806.112,8,784.8168950000004
20,149,749.272,8,784.3876670000004
21,140,0.0,8,1.0909890000000002
22,14,3.1201,8,3.375776199999999
23,135,0.0813,8,1.185163000000001
24,90,21.952,8,37.93229870000004
25,144,0.0,8,3.0061214000000014
26,70,24.3336,8,41.16792445000004
27,29,0.2903,8,0.4684698999999995
28,33,4.3,8,7.226151650000002
29,102,29.2342,8,16.87408440000001
0,54,8.7703,9,11.622155400000008
1,99,0.2635,9,2.210417000000001
2,34,1.8049,9,2.0551491
3,126,26.5578,9,27.40353555000001
4,124,44.9176,9,61.09847330000005
5,147,0.0,9,0.13753640000000003
6,76,0.9202,9,2.1163357999999994
7,62,0.9316,9,1.1870657000000002
8,105,3.8259,9,2.554212000000001
9,45,1.523,9,1.1816027999999998
10,77,1.0102,9,2.227108999999999
11,102,29.2342,9,16.23828900000001
12,36,2.8698,9,2.6481038000000017
13,51,27.9617,9,25.240088700000005
14,88,5.661469999999989,9,7.763605850000005
15,70,24.3336,9,34.53904710000003
16,96,539.255,9,487.4371999999998
17,78,1.1114,9,2.110367699999999
18,47,0.98,9,1.0745975
19,146,781.017,9,737.0446584999994
20,136,0.1093,9,14.253287800000008
21,5,0.4344,9,1.5405230500000004
22,7,44.5338,9,28.51987589999999
23,43,1.3317,9,1.0554958999999997
24,27,0.1986199999999995,9,0.33258065000000014
25,33,4.3,9,6.756692100000005
26,112,38.6483,9,24.047887900000006
27,4,30.2281,9,21.657626400000016
28,119,649.721,9,660.9528020000021
29,64,1.3146,9,1.8167632999999999
0,46,21.8598,10,19.123727850000012
1,97,499.1056,10,527.3287759999996
2,89,14.256,10,32.44070414999998
3,104,60.6356,10,32.84469535
4,47,0.98,10,1.2971735999999994
5,79,19.0626,10,31.218089199999977
6,136,0.1093,10,1.673301700000002
7,39,1.46,10,1.019555800000001
8,133,155.102,10,91.36169799999985
9,149,749.272,10,760.1254370000001
10,122,1.7296,10,6.293087000000002
11,113,37.4758,10,29.65470109999999
12,98,0.9242,10,1.3729483999999992
13,24,19.7695,10,22.43797530000001
14,73,14.8822,10,7.877823750000001
15,90,21.952,10,36.10977385000002
16,78,1.1114,10,1.235027399999999
17,102,29.2342,10,21.522600900000015
18,147,0.0,10,0.051461999999999994
19,6,4.138,10,2.169996
20,94,480.486,10,509.0984349999998
21,108,521.196,10,626.8590485000003
22,18,0.4606,10,1.4140602999999994
23,144,0.0,10,0.8470150000000001
24,57,0.3474,10,1.8434479999999995
25,128,90.0729,10,86.37376235000002
26,118,674.9713000000012,10,652.1042380000011
27,2,4.9898,10,5.602925299999999
28,35,267.5,10,151.8578530000002
29,50,1.4889,10,1.3410479000000004
0,26,0.0785,11,0.1979195999999998
1,146,781.017,11,734.1627024999991
2,118,674.9713000000012,11,641.4803780000013
3,111,30.2317,11,19.322552100000017
4,19,1.9377,11,2.0327642499999983
5,127,92.2362,11,79.8922431
6,141,806.112,11,783.8371590000002
7,73,14.8822,11,9.417229249999998
8,144,0.0,11,0.6947584000000002
9,115,100.569,11,93.27395710000002
10,131,65.8824,11,47.038955099999995
11,142,0.0,11,11.180243699999998
12,56,1.0565,11,1.1613483999999987
13,98,0.9242,11,0.9286320000000005
14,22,12.6221,11,9.139117049999998
15,31,2.27,11,4.229275799999999
16,67,3.9056,11,3.9423730000000017
17,58,49.4681,11,52.25436450000002
18,24,19.7695,11,20.466919299999997
19,5,0.4344,11,1.5083681000000002
20,34,1.8049,11,1.856925599999999
21,28,0.1309,11,0.2986397999999993
22,96,539.255,11,491.700204
23,86,417.366,11,443.20004300000005
24,79,19.0626,11,24.87236154999999
25,54,8.7703,11,10.74988965
26,4,30.2281,11,25.0004805
27,92,26.507345,11,32.82645870000004
28,100,0.0224,11,14.163419200000007
29,126,26.5578,11,26.925946999999994
0,65,4.2191,12,5.249806550000001
1,79,19.0626,12,25.943487099999984
2,73,14.8822,12,10.15349675
3,147,0.0,12,0.13145900000000002
4,50,1.4889,12,0.8033853999999998
5,9,50.0127,12,33.59405115000001
6,59,0.9925,12,8.195324350000003
7,35,267.5,12,174.67479415000017
8,86,417.366,12,476.34084849999977
9,34,1.8049,12,1.9328444000000007
10,2,4.9898,12,5.619341
11,138,819.714,12,831.022495
12,23,16.2733,12,17.367250650000013
13,108,521.196,12,656.155009500001
14,17,0.7619,12,1.6782020000000009
15,78,1.1114,12,1.2007447999999992
16,127,92.2362,12,76.82448280000004
17,81,60.9434,12,113.48497005000004
18,107,592.418,12,648.6654485000006
19,85,72.7823,12,135.55983350000008
20,16,4.3194,12,5.379222000000001
21,33,4.3,12,5.147510249999999
22,114,116.727,12,49.389249500000034
23,8,1.06597,12,2.524841400000002
24,83,4.8713,12,10.477828150000008
25,115,100.569,12,54.46730620000003
26,142,0.0,12,11.3699887
27,25,0.036,12,0.1804168
28,97,499.1056,12,537.4328474999994
29,27,0.1986199999999995,12,0.21644139999999992
0,26,0.0785,13,0.15109159999999983
1,58,49.4681,13,66.62916394999999
2,107,592.418,13,557.231905500001
3,124,44.9176,13,63.28092950000002
4,1,7.1585,13,4.1781147999999995
5,103,35.2917,13,16.40945910000001
6,68,14.04103499999995,13,23.14990469999999
7,106,64.84307000000018,13,61.86803224999998
8,94,480.486,13,502.9126699999995
9,101,0.0,13,72.09622844999998
10,53,0.0535,13,0.7665415999999999
11,30,25.3048,13,22.862635949999994
12,148,804.869,13,726.2628074999997
13,22,12.6221,13,8.656695550000002
14,52,30.8772,13,32.62771659999999
15,78,1.1114,13,1.2128013999999991
16,122,1.7296,13,9.211157000000007
17,81,60.9434,13,89.64910634999993
18,76,0.9202,13,1.1266828999999996
19,9,50.0127,13,38.076487350000036
20,65,4.2191,13,4.293831399999998
21,4,30.2281,13,25.993976650000008
22,93,19.7051,13,45.019211
23,56,1.0565,13,1.194801699999999
24,149,749.272,13,726.2628074999997
25,120,12.7955,13,17.02671610000002
26,140,0.0,13,1.351097
27,139,0.0,13,1.1463598000000002
28,44,18.8523,13,15.748710250000004
29,136,0.1093,13,16.628661900000008
0,77,1.0102,14,1.7177918999999997
1,7,44.5338,14,28.30676665
2,109,21.0648,14,9.350273600000001
3,117,653.749,14,632.9659900000017
4,3,1.143840000000003,14,1.3133741499999991
5,137,893.539,14,790.5374720000009
6,78,1.1114,14,1.631326399999999
7,53,0.0535,14,0.610579
8,145,710.2378499999994,14,782.4700600000008
9,23,16.2733,14,17.724699350000016
10,97,499.1056,14,519.0018149999994
11,14,3.1201,14,3.3497954000000005
12,106,64.84307000000018,14,59.46122524999996
13,75,16.5676,14,20.472729900000026
14,98,0.9242,14,2.0332867999999995
15,125,4.1632,14,10.7025205
16,58,49.4681,14,55.16064200000002
17,16,4.3194,14,5.548787999999999
18,62,0.9316,14,1.2259399999999991
19,79,19.0626,14,22.118125350000003
20,90,21.952,14,38.19673885000002
21,112,38.6483,14,26.949903899999992
22,140,0.0,14,0.6864970000000001
23,134,0.0,14,3.5392989999999993
24,116,651.657800000002,14,613.7327100000017
25,87,3.9026,14,7.291842850000003
26,1,7.1585,14,4.0507792999999985
27,28,0.1309,14,0.23849589999999946
28,123,22.3438,14,21.922961250000018
29,101,0.0,14,73.01908599999997
0,21,1.91,15,2.16468935
1,58,49.4681,15,59.188367450000015
2,115,100.569,15,82.11351519999992
3,128,90.0729,15,84.19969740000002
4,122,1.7296,15,5.636722999999998
5,137,893.539,15,799.7883245000008
6,14,3.1201,15,3.0550326999999995
7,52,30.8772,15,33.34387929999998
8,3,1.143840000000003,15,1.5853249499999997
9,104,60.6356,15,38.02559500000004
10,30,25.3048,15,25.738034199999987
11,38,230.307,15,188.59656790000008
12,56,1.0565,15,1.9406371000000004
13,57,0.3474,15,1.9912347000000004
14,61,1.4438,15,13.273407000000013
15,5,0.4344,15,1.721603049999999
16,82,0.8080000000000002,15,0.5988380000000002
17,130,23.9332,15,30.03180540000003
18,133,155.102,15,86.59980099999989
19,24,19.7695,15,19.498357049999996
20,90,21.952,15,34.447912150000015
21,37,9.669585,15,17.5745972
22,32,4.744,15,4.8758767
23,108,521.196,15,633.5306870000006
24,60,0.265,15,0.6072960000000001
25,4,30.2281,15,26.806820749999996
26,76,0.9202,15,1.2060956000000007
27,29,0.2903,15,0.2346666
28,2,4.9898,15,5.643801400000001
29,69,9.8188,15,8.676105650000002
0,133,155.102,16,88.7433569999999
1,97,499.1056,16,523.5469249999993
2,14,3.1201,16,3.240191
3,78,1.1114,16,1.0233516999999994
4,102,29.2342,16,20.38977300000002
5,103,35.2917,16,6.3261968000000035
6,135,0.0813,16,0.04384500000000003
7,140,0.0,16,0.03241700000000001
8,90,21.952,16,32.39939475000002
9,40,0.8705000000000002,16,1.3306423999999994
10,4,30.2281,16,23.141506800000016
11,113,37.4758,16,29.147708399999992
12,116,651.657800000002,16,659.3028410000018
13,42,11.5124,16,4.794649999999996
14,0,2.601039999999997,16,1.7308074000000022
15,23,16.2733,16,17.42064830000002
16,98,0.9242,16,0.6456439999999999
17,108,521.196,16,634.2554050000005
18,111,30.2317,16,6.805604800000001
19,27,0.1986199999999995,16,0.35760999999999976
20,149,749.272,16,769.8295590000001
21,28,0.1309,16,0.32097499999999946
22,43,1.3317,16,1.2876126999999995
23,126,26.5578,16,26.1301311
24,47,0.98,16,1.2513214999999998
25,86,417.366,16,476.1669799999996
26,65,4.2191,16,4.002091
27,13,0.6751,16,1.0880220999999997
28,53,0.0535,16,0.7759267
29,109,21.0648,16,5.6465378
0,67,3.9056,17,4.965388700000004
1,121,25.9419,17,22.148011600000007
2,93,19.7051,17,45.762776450000025
3,48,26.3377,17,24.755604199999993
4,36,2.8698,17,2.170273600000002
5,15,20.7338,17,24.598417999999988
6,100,0.0224,17,18.267679800000007
7,141,806.112,17,793.1498630000003
8,6,4.138,17,2.5834373
9,118,674.9713000000012,17,641.8753120000015
10,49,0.5381,17,0.4936505000000001
11,146,781.017,17,742.0284629999993
12,11,2.2915,17,3.3721300999999984
13,57,0.3474,17,2.136920999999998
14,104,60.6356,17,37.501865950000045
15,59,0.9925,17,6.655322200000001
16,18,0.4606,17,1.1903382
17,119,649.721,17,641.8125760000015
18,13,0.6751,17,1.0927819999999995
19,61,1.4438,17,17.772636850000005
20,127,92.2362,17,83.64102145000003
21,66,0.5634,17,0.8230760000000005
22,102,29.2342,17,18.800111700000016
23,109,21.0648,17,7.775908999999998
24,139,0.0,17,0.23529040000000007
25,9,50.0127,17,35.23344030000001
26,62,0.9316,17,1.0239119999999997
27,55,41.95629000000001,17,39.02045135
28,74,14.6056,17,18.094704450000016
29,122,1.7296,17,4.562391
0,114,116.727,18,64.97067500000007
1,104,60.6356,18,34.794104700000005
2,31,2.27,18,4.539694199999997
3,122,1.7296,18,5.852309999999999
4,119,649.721,18,662.4710155000024
5,139,0.0,18,0.4616130000000001
6,62,0.9316,18,0.6915089999999998
7,52,30.8772,18,32.1614807
8,33,4.3,18,5.710245650000004
9,30,25.3048,18,24.07046965
10,36,2.8698,18,2.5653281500000014
11,56,1.0565,18,1.307595399999998
12,124,44.9176,18,53.049100800000026
13,113,37.4758,18,32.28637170000002
14,41,3.4419,18,1.2364465499999995
15,98,0.9242,18,1.3761066
16,54,8.7703,18,12.440195500000002
17,79,19.0626,18,21.444801650000002
18,7,44.5338,18,29.456713999999998
19,92,26.507345,18,32.99392580000003
20,13,0.6751,18,0.9865732999999999
21,83,4.8713,18,12.64286225000001
22,138,819.714,18,759.7499345000001
23,128,90.0729,18,88.23451509999997
24,120,12.7955,18,17.536656650000012
25,137,893.539,18,759.0069275000002
26,100,0.0224,18,11.652618000000004
27,80,48.2795,18,74.15505670000006
28,148,804.869,18,736.0449394999993
29,73,14.8822,18,12.435191250000008
0,48,26.3377,19,21.295193349999995
1,71,1.5634,19,3.136267
2,108,521.196,19,632.8686640000005
3,70,24.3336,19,23.925896349999988
4,86,417.366,19,479.53858999999966
5,127,92.2362,19,78.33117235000002
6,133,155.102,19,88.0018554499999
7,2,4.9898,19,5.625185600000002
8,24,19.7695,19,21.689874950000018
9,88,5.661469999999989,19,6.699852000000006
10,100,0.0224,19,18.147097250000012
11,99,0.2635,19,2.792669
12,93,19.7051,19,46.64975990000004
13,61,1.4438,19,20.12086745000001
14,51,27.9617,19,27.25635115
15,104,60.6356,19,34.79504745000001
16,109,21.0648,19,7.295515000000003
17,58,49.4681,19,80.10659164999998
18,7,44.5338,19,29.515520899999974
19,145,710.2378499999994,19,790.2588300000006
20,59,0.9925,19,5.805983000000006
21,15,20.7338,19,22.946798549999986
22,36,2.8698,19,1.7306998000000005
23,130,23.9332,19,34.52482075000001
24,98,0.9242,19,1.2798465999999997
25,9,50.0127,19,36.94491830000001
26,43,1.3317,19,1.192427099999999
27,52,30.8772,19,29.454964600000007
28,113,37.4758,19,30.734511749999992
29,55,41.95629000000001,19,41.90194580000003
0,138,819.714,20,807.5831874999999
1,67,3.9056,20,4.385967000000004
2,32,4.744,20,5.5240267
3,102,29.2342,20,18.703992850000017
4,43,1.3317,20,1.1161212999999996
5,68,14.04103499999995,20,23.7683727
6,141,806.112,20,797.0909315
7,106,64.84307000000018,20,43.21983220000005
8,75,16.5676,20,20.37918695000002
9,16,4.3194,20,5.790379699999999
10,123,22.3438,20,21.0822197
11,85,72.7823,20,133.93136725000005
12,129,91.2264,20,122.0206154500001
13,115,100.569,20,46.96454090000006
14,4,30.2281,20,28.910777950000014
15,104,60.6356,20,36.188795300000024
16,26,0.0785,20,0.1375987999999998
17,33,4.3,20,7.809590700000002
18,88,5.661469999999989,20,6.995107850000007
19,13,0.6751,20,0.7631102999999997
20,50,1.4889,20,0.6120895999999998
21,71,1.5634,20,4.011407999999999
22,0,2.601039999999997,20,1.6696045000000017
23,38,230.307,20,201.36367325
24,148,804.869,20,741.1337229999993
25,36,2.8698,20,2.1784830000000004
26,96,539.255,20,481.88816750000035
27,58,49.4681,20,43.65245210000002
28,114,116.727,20,44.83420370000005
29,2,4.9898,20,5.598086200000001
0,111,30.2317,21,10.018166349999996
1,126,26.5578,21,32.40252405000003
2,141,806.112,21,782.6009725000005
3,127,92.2362,21,84.26138945000007
4,54,8.7703,21,9.038812350000004
5,136,0.1093,21,0.0691139999999999
6,28,0.1309,21,0.5090719999999999
7,103,35.2917,21,8.928684799999996
8,3,1.143840000000003,21,1.3274955499999999
9,87,3.9026,21,7.354549750000005
10,104,60.6356,21,36.947395700000044
11,36,2.8698,21,1.9357367000000005
12,149,749.272,21,772.0746730000001
13,34,1.8049,21,1.7292676999999999
14,62,0.9316,21,1.0925306999999995
15,27,0.1986199999999995,21,0.496357
16,26,0.0785,21,0.32409900000000014
17,66,0.5634,21,0.8772367000000009
18,18,0.4606,21,1.3263246999999998
19,133,155.102,21,91.37973744999985
20,2,4.9898,21,5.2187668999999985
21,49,0.5381,21,0.5913095
22,130,23.9332,21,27.808515850000006
23,98,0.9242,21,2.622213999999996
24,144,0.0,21,0.026694000000000006
25,9,50.0127,21,33.94086465000001
26,121,25.9419,21,21.950957250000023
27,13,0.6751,21,1.2506464999999996
28,134,0.0,21,1.7478819999999997
29,77,1.0102,21,1.2865751000000005
0,117,653.749,22,661.8099460000018
1,100,0.0224,22,16.97087895000001
2,88,5.661469999999989,22,9.110026850000004
3,121,25.9419,22,23.569387250000013
4,91,2.2008,22,3.869811000000001
5,135,0.0813,22,0.4035863999999993
6,25,0.036,22,0.17586634999999984
7,139,0.0,22,0.159929
8,76,0.9202,22,1.228055600000001
9,5,0.4344,22,1.6104499857142847
10,13,0.6751,22,0.9793658357142854
11,7,44.5338,22,30.480057699999993
12,60,0.265,22,0.623782
13,45,1.523,22,1.2278457999999994
14,137,893.539,22,791.7142345000007
15,108,521.196,22,640.0487655000004
16,81,60.9434,22,124.73675680000008
17,46,21.8598,22,18.676288000000028
18,42,11.5124,22,4.452444999999996
19,79,19.0626,22,23.308495099999988
20,14,3.1201,22,4.0636709999999985
21,85,72.7823,22,171.61595990000012
22,87,3.9026,22,8.948881000000005
23,49,0.5381,22,0.7773487500000005
24,131,65.8824,22,49.33017550000007
25,129,91.2264,22,135.23460500000013
26,71,1.5634,22,3.7488940000000004
27,113,37.4758,22,34.6674105
28,105,3.8259,22,0.8911649999999999
29,64,1.3146,22,1.2943050000000003
0,2,4.9898,23,5.813537000000002
1,0,2.601039999999997,23,1.7313318000000013
2,74,14.6056,23,18.861432000000022
3,37,9.669585,23,19.89334200000001
4,64,1.3146,23,1.1626530000000002
5,149,749.272,23,791.7334460000005
6,126,26.5578,23,38.94334050000003
7,31,2.27,23,4.213025599999997
8,123,22.3438,23,23.899463000000015
9,47,0.98,23,1.3738249999999994
10,13,0.6751,23,0.8325049999999998
11,130,23.9332,23,23.335278700000007
12,134,0.0,23,1.9376129999999998
13,24,19.7695,23,25.714881899999988
14,68,14.04103499999995,23,24.360834999999998
15,35,267.5,23,166.6794929000003
16,147,0.0,23,0.11196899999999996
17,120,12.7955,23,16.496419800000023
18,133,155.102,23,87.01454559999988
19,41,3.4419,23,1.3128711499999994
20,115,100.569,23,92.0493736
21,142,0.0,23,5.783855400000002
22,112,38.6483,23,26.133675599999997
23,29,0.2903,23,0.3833923999999998
24,46,21.8598,23,22.59451290000001
25,145,710.2378499999994,23,786.1921010000007
26,103,35.2917,23,14.10055240000002
27,84,6.2164,23,21.860702000000014
28,89,14.256,23,31.032894950000024
29,16,4.3194,23,5.544960999999998
0,23,16.2733,24,18.916605300000015
1,18,0.4606,24,1.4848367000000002
2,20,2.254,24,1.9202053
3,125,4.1632,24,16.387799100000013
4,94,480.486,24,512.3447439999999
5,22,12.6221,24,8.563591900000004
6,51,27.9617,24,23.77203249999997
7,83,4.8713,24,10.340736100000004
8,73,14.8822,24,9.409147250000002
9,90,21.952,24,31.242614700000008
10,95,6.8993,24,1.8866569999999985
11,58,49.4681,24,64.08998140000003
12,135,0.0813,24,0.25933700000000015
13,144,0.0,24,0.023164000000000004
