,codigo,cobacia,cocursodag,q95,RandomForestRegressor_intervalo_i,RandomForestRegressor_intervalo_f,RandomForestRegressor_qtde_dados,RandomForestRegressor_desvio_padrao,RandomForestRegressor_media,RandomForestRegressor_media_lower_bound,RandomForestRegressor_media_upper_bound,RandomForestRegressor_mediana,RandomForestRegressor_mediana_lower_bound,RandomForestRegressor_mediana_upper_bound,RandomForestRegressor_moda,RandomForestRegressor_dentro_intervalo
"(40960000,)","(40960000,)",769583715,76958,4.744,0.6244676062500005,43.663788837500064,192,15.353979979824123,15.915993831324412,13.758047761063995,18.071308037213548,12.199248375000002,5.6997535218749995,19.691429025000005,0.2666262,1
"(40963000,)","(40963000,)",7695835177,76958,4.3,0.5009005875000002,59.11781206875002,206,20.018179761966483,16.18571797004162,13.617834734474695,18.732905579149623,7.629463650000001,4.046989399999999,12.96445247062498,0.2187251999999999,1
"(40975000,)","(40975000,)",769565991,76956,1.8049,0.21961760000000005,180.9437254625,186,55.48146026006488,32.1492709952957,25.10624656908602,40.602827848924726,6.640743024999998,2.1846393787499996,15.114192393125,0.13759189999999988,1
"(41020002,)","(41020002,)",7695557,76,267.5,61.820744521249985,462.4516951,200,102.59738847774447,221.93826589575008,207.5377731482063,236.21505503618135,210.5881988500001,189.61724122500016,225.16723800000003,48.88897910000002,1
"(41050000,)","(41050000,)",76954793,76954,2.8698,0.30821300000000007,40.15838423125006,186,12.837190023201304,10.687572812173585,8.818372717693936,12.344424721250004,3.188368950000001,1.4352972456250004,5.891442379375,0.1449869999999999,1
"(41075001,)","(41075001,)",769543991,76954,9.669585,0.35302219999999984,50.56019433750004,186,16.660743639687496,20.175554784715825,17.65371791533891,22.670963703810486,23.852893899999994,19.83627414125,25.761188653124997,0.2219739999999998,1
"(41135000,)","(41135000,)",76951173,76,230.307,87.55464708000001,485.5207731899999,193,108.0854961928865,255.88401647772022,241.39594973534327,270.59017385646376,240.26874899999984,226.13660506625007,253.8533829999999,60.652680800000006,1
"(41150000,)","(41150000,)",769499975,7694,1.46,0.6738936925000001,42.85498101375004,178,12.222957002699083,11.009455981741578,9.216564220077252,12.891358766467704,5.002209749999999,3.0822509999999994,7.987770699999996,0.5326264000000002,1
"(41151000,)","(41151000,)",769499975,7694,0.8705000000000002,0.9042991499999999,35.928136487500026,191,10.991800224302942,9.63386898900524,8.129694377473824,11.272497783187179,2.846505300000002,2.522236000000002,3.8778989999999975,0.6247472999999998,0
"(41180000,)","(41180000,)",76949983,7694998,3.4419,0.5159193999999996,41.817261400000056,181,12.807421211141083,10.8084911621547,8.96336567005624,12.640846598706595,3.5811086000000016,2.471235849999999,6.1281675500000015,0.4033684999999996,1
"(41199998,)","(41199998,)",769499571,7694,11.5124,0.72650576625,226.0792004387496,212,51.19494721733485,30.137751069575476,23.53147393829599,36.808346819367415,6.707480900000004,3.451098004999998,12.401902887499988,0.5275208000000002,1
"(41250000,)","(41250000,)",76949831,769498,1.3317,0.11983974999999993,42.68760978750004,191,14.258938690722129,11.220147309685867,9.21244320469241,13.197134690621732,2.568734799999999,0.9258666500000006,5.6023712,0.0867471999999999,1
"(41260000,)","(41260000,)",7694977,7694,18.8523,0.6701060137499998,139.69791760375008,220,45.02597971865869,34.35931115454546,28.889406149460235,40.430660090414776,22.82154020000001,20.043777750000004,24.47069246437499,0.33705999999999997,1
"(41300000,)","(41300000,)",76949639,769496,1.523,0.1540125374999999,43.64731566750004,212,13.350647069949092,10.066718925134774,8.383653670988041,11.840045835033695,2.22946545,1.2472728571428582,3.0220075999999985,0.11220419999999988,1
"(41340000,)","(41340000,)",76949597,7694,21.8598,0.790069985,117.1851847475,175,31.207647376464756,29.464302632122457,25.243802168693882,33.68646109172143,23.8400371,19.70183545000001,25.966592199999994,0.39671789999999957,1
"(41380000,)","(41380000,)",769495811,7694958,0.98,0.10033288499999987,43.30707391625003,220,15.017239110805036,12.152323941590911,10.31238079202841,14.133777685704548,2.58331485,0.9046716500000004,6.511688500000003,0.08362699999999985,1
"(41410000,)","(41410000,)",769495597,7694,26.3377,0.4828794825,149.29417843375006,192,42.879963217093106,38.89789369869792,32.997538543378916,45.85425473619794,28.267806099999987,24.694690449999996,32.50852759999995,0.16640899999999992,1
"(41440005,)","(41440005,)",769495675,7694956,0.5381,0.10925368499999995,45.48216488625002,208,14.916911112684094,10.833362214320058,8.947442866365904,12.721284054080536,1.8465749999999992,0.7525682249999996,3.760259828124998,0.09455239999999994,1
"(41539998,)","(41539998,)",769495633,7694956,1.4889,0.1074488299999999,41.64029892750004,175,13.987297267395915,9.384653115428573,7.430348286292859,11.495525408207143,0.5053001999999995,0.34243979999999974,1.6086997999999995,0.09509299999999986,1
"(41600000,)","(41600000,)",769495513,7694,27.9617,4.613265032499998,262.1859406837499,192,68.50450490545765,105.80175725052084,96.23028591055993,115.68895079120443,96.10839542499998,89.37269415750004,103.05903430000002,0.5513026499999997,1
"(41650002,)","(41650002,)",7694937,7694,30.8772,16.40964717000001,282.56735187999993,193,70.33033956077679,109.35857058134717,100.09486402677464,119.57752099659328,96.60537030000003,91.74177960000003,106.8009402,0.85145075,1
"(41685000,)","(41685000,)",769492513,769492,0.0535,0.21221071499999994,343.2086684875,204,85.6670961515708,112.90117948480396,101.07086493819243,125.54829841977946,103.07762644999997,95.07659360000004,114.00704647500004,0.14746020000000007,0
"(41780002,)","(41780002,)",7694837,76948,8.7703,0.21698222499999997,53.629612406250054,196,20.831314540955315,20.306282537627556,17.45476225770409,23.02161159727361,19.09857967500001,9.98374235,23.331606775,0.15439159999999993,1
"(41818000,)","(41818000,)",7694713,7694,41.95629000000001,28.59878582749998,336.89042168000026,195,89.8711708094738,140.1391288738462,128.88191724763465,153.17877900062183,117.15039590000006,109.52495880000009,129.08850300000003,1.9552160000000003,1
"(41890000,)","(41890000,)",7694439,76944,1.0565,0.2217069099999999,320.04318715000016,200,85.39970703879054,112.97836160975002,101.60996897994376,124.39130989823128,105.34983895000005,88.88942482499999,110.08017769875003,0.1710071999999999,1
"(41940000,)","(41940000,)",76942133,76942,0.3474,0.11907457499999996,50.23848888125003,180,16.5747684459111,11.726179603888896,9.455122351409726,14.191067495930564,2.2532569000000002,1.0092431250000007,4.482889850000001,0.10101739999999988,1
"(41990000,)","(41990000,)",76941371,7694,49.4681,32.420776355,377.43931865749954,214,93.93322814136417,168.8666318268692,156.70066296230726,181.41806383233063,146.3684146500001,137.60559785000007,168.47455000000014,8.220931100000003,1
"(42089998,)","(42089998,)",769257,7692,0.9925,0.28484656999999985,361.29468349750033,195,89.6411962844038,132.1156407582052,120.01223507567313,144.7863836995962,122.78816530000009,110.09879680000009,131.26079231625002,0.1803137999999999,1
"(42100000,)","(42100000,)",7692453,76924,0.265,0.1681804999999999,49.781093543750075,206,15.22858199938976,11.204657914805829,9.20334052783374,13.30707490399879,2.9464031,1.7540445999999998,5.316247500000001,0.08048019999999989,1
"(42145498,)","(42145498,)",769235,7692,1.4438,0.37815780249999986,365.21165957999983,204,86.90145682219064,124.70734428333338,112.67026784208338,137.0755413715871,111.76477945000005,105.97870737874997,122.42947565000006,0.18005319999999997,1
"(42187000,)","(42187000,)",76912733,76912,0.9316,0.13020152,57.67557599999998,209,17.913144017867477,12.211452790191393,9.949103847984455,14.336516628169866,1.5529919999999984,0.9499990000000004,2.820092942499996,0.07790399999999992,1
"(42210000,)","(42210000,)",7691133,76,351.6975,158.58711431875017,573.4396739375,186,122.41097311017502,353.5825980451613,335.5520617700674,371.0757980968281,336.9035835000002,304.53817715000014,359.48566850000043,98.07103435,1
"(42250000,)","(42250000,)",76899393,768,1.3146,0.23466671499999997,37.89364851875002,182,11.593005713296185,8.837076070957616,7.177841228176023,10.480691911966252,2.296994649999999,0.7878654000000005,4.442026499999999,0.2016281999999999,1
"(42251000,)","(42251000,)",7689577,768,4.2191,0.19541115999999986,58.926697836249495,184,20.757474255186253,13.255375533695656,10.51750637841033,16.321506153023105,4.9655206750000005,3.173753400000001,7.781439086250002,0.15966679999999997,1
"(42255000,)","(42255000,)",768944393,768944,0.5634,0.18438873999999994,38.198801895,197,11.542055339641955,8.311523372842643,6.785438567112945,9.87206750749366,1.294554650000001,0.6323748000000002,2.9937558000000006,0.15210819999999992,1
"(42257000,)","(42257000,)",7689411,76894,3.9056,0.15664942499999995,40.112231893750035,186,13.309115723542673,11.901400718932416,9.909831475997507,13.827465304411488,4.977426200000003,2.8345162999999998,8.259666850000004,0.13055899999999995,1
"(42290000,)","(42290000,)",768911,768,14.04103499999995,5.327257380000002,264.6446992700001,177,72.64435911668667,107.10861768700568,97.08602612193503,118.29007240677264,99.45416950000006,89.45806150124997,108.5178893,0.3763441999999996,1
"(42365000,)","(42365000,)",7688133,7688,9.8188,0.20105026249999985,47.64033696250005,216,23.381186043477094,17.374102585383604,14.467498596505461,20.859411306188836,14.715113600000006,8.918821250000002,18.996175100000023,0.12980899999999992,1
"(42395000,)","(42395000,)",768755,768,24.3336,21.56184371,316.1711537899999,213,83.29211063827626,120.29260757723007,108.65310624490027,131.2313092572301,103.57583170000002,94.52328377625005,116.50789889999993,0.23583399999999974,1
"(42435000,)","(42435000,)",768641,76864,1.5634,0.18045433999999996,261.2683900975,199,70.56100314397445,59.34260661665471,49.42026038112169,69.14090149718058,28.43739985000002,18.111868350000012,59.116415300000014,0.1548366,1
"(42440000,)","(42440000,)",7686915,7686,1.2908,0.18679218999999997,40.167387137500015,207,12.352656788516377,9.607672230434785,8.04012556193841,11.279793826092996,2.6745273999999997,0.9489981000000001,4.031863999999999,0.14166340000000002,1
"(42460000,)","(42460000,)",76847751,7684,14.8822,1.1113264225000006,257.2679792437499,202,63.98771366983512,93.346014552104,84.42764339832306,101.92998410642949,86.09275040000003,80.21574964999999,93.56842637500006,0.5155319999999994,1
"(42490000,)","(42490000,)",76847333,7684,14.6056,1.0766280999999998,296.00376739000006,193,72.46225237600858,99.65893981088085,90.04651704623707,109.22221648803759,91.30371740000004,84.02455600000005,100.9114103,0.6358589500000003,1
"(42540000,)","(42540000,)",7684717,7684,16.5676,1.3095129,320.93016840000007,201,77.10205681034307,108.94973625106614,98.22074478319034,120.28324284742982,101.50092870000007,93.02264000000005,109.48661869999995,0.5672520000000003,1
"(42545002,)","(42545002,)",7684653,76846,0.9202,0.2783451925,40.12188679,184,12.17166799007477,8.258263382996898,6.673834923695656,10.150026139744766,0.9462951250000005,0.7238777868749997,1.9273767287499994,0.15719419999999992,1
"(42545500,)","(42545500,)",76846111,76846,1.0102,0.299245075,37.42807484500005,188,11.396071210963607,8.94452955465426,7.27067989164229,10.465439607127667,2.1784922499999997,0.8130015499999999,4.435783499999999,0.22846969999999986,1
"(42546000,)","(42546000,)",7684473,76844,1.1114,0.33726857999999993,40.32870450750002,184,12.067649408690519,9.022916882201093,7.305855940081526,10.79759466446672,2.2040433,1.078347818125,3.81844755,0.11829339999999994,1
"(42600000,)","(42600000,)",7684319,7684,19.0626,9.163629475000008,328.5397013837502,208,84.81941677067303,119.5257202837054,108.40704671726567,130.622473011584,105.23755555000005,92.81181514999999,111.70467330000002,0.8526712,1
"(42690001,)","(42690001,)",7683771,768,48.2795,37.26433213125005,433.5400500500003,210,107.25830717054386,185.02278739761914,170.57233619245244,199.23051251695242,152.97315397500012,146.16130060000006,167.82862272500017,26.282521450000004,1
"(42750000,)","(42750000,)",76833,768,60.9434,31.402057306250033,382.7095378625,194,101.78045769698653,186.09059782036087,171.62118827022556,199.94767195997431,167.72304090000011,152.4683054156252,185.71218622875014,13.923299700000008,1
"(42840000,)","(42840000,)",76829935,7682,0.8080000000000002,0.1436552799999999,41.08220661000003,193,12.303244412171688,8.263863205440417,6.553845257784976,9.985144497500004,1.2215252,0.42721519999999985,3.146409100000001,0.11148059999999985,1
"(42850000,)","(42850000,)",7682353,7682,4.8713,0.15200614499999993,175.1679600349999,202,55.841637922531675,36.21202233663367,28.95212185786511,44.59714324358293,16.48051597500001,8.7957584825,21.878044355000014,0.11278239999999994,1
"(42860000,)","(42860000,)",768215,7682,6.2164,0.15070626999999992,119.33681987750009,180,34.82641397359654,29.03798634305556,24.003603244097228,34.693214041152785,24.745317725000007,18.802521796875006,28.423395725000006,0.1200628,1
"(42980000,)","(42980000,)",768173,768,72.7823,50.17725881250005,577.4126923750003,191,123.2808632530771,219.17261084764405,201.61622734475142,236.3483071974805,197.33423535000009,180.7009409000001,221.8526190000001,17.524007000000005,1
"(43200000,)","(43200000,)",76795,76,417.366,233.19595713125008,601.9600576875001,210,101.518177638697,449.03814369904757,434.4312697611369,462.58006662179764,465.7017165,450.22071300000005,484.0297972499999,119.8982559000001,1
"(43250002,)","(43250002,)",76789191,7678,3.9026,0.6748932,315.9168474999997,193,85.94582662120273,103.08837542572171,91.50187301051258,115.38777725152389,89.25017380000004,79.19531350000005,96.44904315000011,0.40635174999999973,1
"(43300000,)","(43300000,)",7678817,76788,5.661469999999989,0.5415891323214287,44.81680744999998,204,14.850721769633653,14.705022774334743,12.7053602044109,16.659308839928233,10.030515525000006,4.2629055000000005,15.316543600000005,0.40233619999999987,1
"(43429998,)","(43429998,)",7678537,7678,14.256,1.0339859100000002,365.4669646349999,203,92.58520948190686,121.32441363620691,109.34721354815272,134.51680414059118,105.86179820000001,95.02677080000007,116.63689334374999,0.49620939999999975,1
"(43670000,)","(43670000,)",76783311,7678,21.952,2.5585967825000004,355.78381270375013,200,92.15623019045853,128.12626568250005,115.19938008820003,141.01230280109377,117.65348322500003,104.66696615999999,127.85056065000002,0.3680901999999997,1
"(43675000,)","(43675000,)",7678235,76782,2.2008,0.12638159499999993,49.22978220125,208,17.734027787035778,16.09071282259616,13.778594258082938,18.389603614206738,6.663688650000003,2.7403897,14.082235300000006,0.10510799999999992,1
"(43880000,)","(43880000,)",76781573,7678,26.507345,30.475928520000014,421.4154910599995,193,102.57525161892265,162.62594656476688,148.67888889623708,177.2667481474029,137.1326333,126.5748228,152.86010570000005,0.45551819999999965,0
"(43980002,)","(43980002,)",7678139,7678,19.7051,24.051088862499995,436.5096263,211,104.17604414401121,171.7521494855451,157.6639270759065,186.01086174419441,146.73236260000022,139.45085470000012,161.04743835,12.624555650000012,0
"(44200000,)","(44200000,)",767557,76,480.486,317.4643488999999,601.9650139375004,204,75.09141275898024,487.5604427823531,476.8839239090567,496.86640162830906,496.5225082500002,486.07836950000006,505.40973528125,187.61251580000027,1
"(44250000,)","(44250000,)",767231,7672,6.8993,0.18467257999999986,62.62808881250006,188,21.61855300735761,18.825981534574474,15.675213105970753,21.80908386108378,4.529684999999999,3.2897923999999983,16.523802600000003,0.10765319999999994,1
"(44290002,)","(44290002,)",7671751,76,539.255,348.85914201500015,634.1927959250003,195,76.93355035867943,498.6775385220516,487.5230285153463,509.3124941188913,508.08680799999985,490.4727149750001,517.6800605000001,276.3772085999999,1
"(44500000,)","(44500000,)",7671113,76,499.1056,309.4047695000001,639.9493262750001,207,80.48759256219043,515.5899215480677,505.0374179116909,526.492782656721,532.6905190000001,517.4291649999999,540.7234029999998,242.0830260000001,1
"(44540000,)","(44540000,)",7658713,7658,0.9242,0.14698819999999996,58.18590424999998,187,18.501012339536015,13.971044619251344,11.391667199639041,16.63772657274734,3.1683957999999994,2.2445134,5.690744199999995,0.09132679999999992,1
"(44630000,)","(44630000,)",7669391,766,0.2635,0.1805778,58.77638336875005,196,22.14623347685082,16.309249478826537,13.298553325114801,19.408775561160724,3.6057944999999987,2.3614632,6.466795500000001,0.10406439999999999,1
"(44670000,)","(44670000,)",766519,766,0.0224,0.2365737299999999,430.37094817499974,207,105.77745744502147,129.2064765275363,114.8106941276993,142.86855494890102,118.79962569999996,105.52961620000004,129.96211599999998,0.11461459999999996,0
"(44950000,)","(44950000,)",766191,766,0.0,2.7843648550000024,461.93317085250015,195,113.93280981621342,193.64161751538467,177.87179573835257,208.90559203927563,174.13980640000003,162.94278090000023,192.52846854999999,0.5636871999999996,0
"(45131000,)","(45131000,)",765641311,76564,29.2342,0.24789522499999989,253.91804093499982,224,78.68801162020947,64.51136776093753,55.13230923945315,74.52072620309713,31.98724969999999,26.358132650000012,42.84908305000005,0.16603109999999988,1
"(45170001,)","(45170001,)",7656571,7656,35.2917,0.15647287000000001,92.81632276499998,199,29.136679159703824,29.47937210703519,25.61768157605529,33.697745453065345,24.451089300000003,10.348774699999995,31.78470339999999,0.09205299999999993,1
"(45210000,)","(45210000,)",7656393,7656,60.6356,0.39668279999999995,134.48704238750017,216,50.1788764832881,46.09905781388891,40.17552017880791,53.10315310556136,36.21940715,33.05951934625001,45.06115510000011,0.12839019999999995,1
"(45220000,)","(45220000,)",765623371,76562,3.8259,0.16204765249999997,63.04689704000001,208,21.404600414932847,16.933368284615394,14.11448724210337,19.882244400228373,2.8537410000000003,2.036864188750001,5.440239499999999,0.08811799999999993,1
"(45260000,)","(45260000,)",7656193,7656,64.84307000000018,0.5010689399999999,133.85067691625014,180,39.989357043752555,52.11487231111112,46.56725530196529,57.65011438004862,51.250332549999996,46.57229322437502,54.6073305,0.21694640000000004,1
"(45298000,)","(45298000,)",765593,76,592.418,366.7092098,733.4684191499999,223,84.20168853149052,583.026600368162,571.7451992309423,593.6912844920018,583.9466510000005,574.9411880000004,596.7889100000002,290.68550945000015,1
"(45480000,)","(45480000,)",765131,76,521.196,427.6128642000003,784.8634358000007,225,88.63109424761785,621.7046193953336,610.7112979903727,633.8521905817671,639.4634660000003,626.4768638125008,645.7934944999996,314.38437150000004,1
"(45590000,)","(45590000,)",76461117,7646,21.0648,0.30942637000000006,72.12392481999959,194,25.035003612295252,21.69474615257733,18.305276405206197,25.265231336771922,11.147813349999996,6.915828175000001,23.836668510624996,0.17714,1
"(45740001,)","(45740001,)",764711,764,19.308,0.2692775999999999,357.90529574999994,221,96.33942370508086,98.6940845083711,85.29201966395367,111.2484420263858,80.3437645,53.12426035000004,102.30906970000004,0.14439899999999997,1
"(45770000,)","(45770000,)",76441333,7644,30.2317,1.0552206575000005,393.4213984799999,207,103.65355521329093,137.77459402826094,125.07473895186601,152.232235848738,122.71889295000001,113.55814509875003,130.23032935000026,0.4185449999999995,1
"(45840000,)","(45840000,)",7642331,7642,38.6483,0.22884869999999985,92.90033887499995,189,27.03880407489628,30.12359979497356,26.211593381190486,33.86600978791668,28.036573249999993,23.041576950000014,32.73359123250001,0.1189161999999999,1
"(45880000,)","(45880000,)",76421513,7642,37.4758,0.5372651199999994,103.40869255999995,209,39.132446008456064,38.82152347105264,33.8300970222548,44.38352668461723,34.064354100000024,26.730466250000003,41.93092440000002,0.20478099999999988,1
"(45910001,)","(45910001,)",764199,764,116.727,1.9700232299999998,403.00374482500064,195,107.54407766506108,122.75464551461542,108.91559158971799,139.0151090414167,93.04065015000002,75.29272285000003,117.68156985000003,0.10241339999999996,1
"(45960001,)","(45960001,)",7641511,764,100.569,2.061046125,432.09850950000015,211,115.08778200851138,129.95727376137444,114.60292746886259,144.95303820536137,96.0021926,84.54705009999999,118.15012980000002,0.0968923999999999,1
"(46035000,)","(46035000,)",763935,76,651.657800000002,373.3436640562502,807.8439369375004,196,94.27615667231316,611.9783633946433,597.875703741818,624.5317663505042,612.7343150000006,598.8257512500006,629.3185248625009,322.14126070000003,1
"(46105000,)","(46105000,)",7637,76,653.749,398.4231212600003,751.7780443000003,173,86.841558189167,612.1553763312144,600.0103021096247,625.6356448088588,618.9122005000005,593.3227684999998,635.6071965000014,324.4031554500003,1
"(46150000,)","(46150000,)",763379,76,674.9713000000012,417.9281632250003,770.1388620000001,221,86.10148626291374,626.7168683628961,615.2887711849721,638.1116322668723,634.2586900000002,623.9362575000004,649.3494804999999,326.59642745000025,1
